,Text
60,"Really interesting observation in David's thread about an apparent easing of cases as the superspreader event of Soundsplash times out. If so, it further underlines why the Vaccine Pass requirement for such events was a very good idea. https://t.co/5jQcL29vsE"
61,Not being allowed into PB Tech because you won't show your vaccine pass is just like being discriminated against because you're gay.  (Don't ask these folks how they feel about gay people though.) https://t.co/3EVcP5GwWx
62,@_Salvatori_ They'd be the ones who couldn't get on the ferry without a vaccine pass 🙃
63,"@rugbyintel While not apart of the convoy (as much as I wanted to be, as an employee in the civil industry) your post of an opportunity to 'obtain' a vaccine pass has me intrigued. 

- No jab, but on the verge of having to give up a 15yr career because of my stance on vaccination ;("
64,@mapolglase When you catch the Interislander you need to show photo ID to go along with your vaccine pass if you're over 18
65,@rugbyintel How so?  I heard that know Derek Tait from the Chch had a vaccine pass.....
66,@NelsonMoJo You wanted to answer how they're getting on the ferry.. they're not. Besides a large portion of participants will likely have a vaccine pass.
67,@Deaghan9863 Need vaccine pass to catch ferry
68,"@mapolglase Businesses get to choose if they ID folks when sighting/scanning passes. This from https://t.co/eVbNh10jAk: “It is up to customers to present only their own My Vaccine Pass. Businesses are not required to check ID, but they may request it.” https://t.co/gMgagNlp8S"
69,Lots of hilarious stuff going on with NZ convoy including the S.Island one driving all the way to Picton and trailing they can’t get on the ferry without vaccine pass 😂😂 #dumkirk https://t.co/QmqwTcYYjM
70,"@MattyAngelNZ Of course I will, but I would need to remind them to have their vaccine pass handy for the ferry to cross the strait"
71,"Buon Waitangi Weekend a tutti! Domani, 8 febbraio, ricominciano le lezioni alla @DanteAuckland! 
Happy Waitangi Weekend - tomorrow, 8 February, lessons are starting back at the Dante Auckland. Remember your mask, scan at the door and bring your vaccine pass 😊😷❤️ @la_dante https://t.co/bHdDRN3sVB"
72,"Gallagher Enhances Command Centre Mobile
https://t.co/CNxR4rrcIj
'Gallagher is helping manage changing COVID-19 rules in New Zealand with the launch of its My Vaccine Pass enhancement'
#accesscontrol #entrancecontrol #doorcontrol #managementsolutions #covidsafety #sen #sennews https://t.co/huHjSxvReo"
73,Just waiting for this to somehow end up being a conspiracy to sink the flotilla of South Island convoyists who forgot they needed a vaccine pass to cross the strait. https://t.co/CT2o8QD7Iv
74,#Convoy2022NZ #dumbkirk media trying to trick us into believing this is not a valid way to cross the cook in lieu of a vaccine pass for the ferry. https://t.co/acNRNDRaHi
75,love how the trucker convoy in the south island hasn’t anticipated needing a vaccine pass for the ferry across the cook strait. pure poetry.
76,"Yep. We need to do something about this. My kids are getting increasing levels of abuse around mask usage. 

Both of them work in industries that can't use Vaccine Pass mandates. As a result they get a lot of anti-vaxx, anti-mask, anti-mandate customers.

https://t.co/0SWyKYam5e"
77,@melulater I really want just one reporter to ask @NewshubNZ HOW do they propose getting on the ferry without a vaccine pass? Or proof of a test?
78,great question. I see the S.Islanders anti vaxxers wanted to join the N.Islanders but realised to cross the water they need a vaccine pass. What cowards - why didn't they swim? https://t.co/HsDExbfyxR
79,@RichardHills_ Useless bunch.  I wonder how they're going to get across the Cook Strait without a vaccine pass?
80,"@NZFree2 @zaichishka @lizwilsonnz Except if you actually googled these countries instead of blindly copying and pasting this list you'd see this isn't true. Scotland for example still has mask and vaccine pass mabdates in certain contexts, isolation requirements etc etc. You're really committed to fake news huh?"
81,#Dumbkirk #freedumbConvoy2022 rally not vaccine pass to get on Cook Strait Ferries https://t.co/RfSxQIGir0
82,@norightturnnz I'm wondering how they will get on the ferry without a vaccine pass.
83,"My North American friends might enjoy this.
Local anti-vaxxers tried a truck convoy in New Zealand, but NZ is of course two islands separated by a large body of water, which you need a vaccine pass to cross #Dumbkirk https://t.co/Whq6YNncjc"
84,@64 @tigertimothy @StrayDogNZ Not if they need a vaccine pass.
85,@five15design I love the comment about wanting a front row seat in the court. Well got news for ya mate that won’t be happening without a vaccine pass or negative test 72 hours prior so better start planning 🤦🏼‍♀️
86,@DemelzaHalley Vaccine pass or negative test — same as with Air New Zealand https://t.co/lBUcwfBNlC
87,"Takahe. One minute they're endangered, the next they're asking to see your vaccine pass https://t.co/bYvXTCBA3X"
88,@JeremyElwood Good luck getting on the ferry if you don’t have a vaccine pass for the South Island lot
89,"@NewshubNZ The Southern Clowns will a vaccine pass to get on a boat, good luck with that"
90,@five15design @bobo_chunky I’ve had a thought- it’s not only the Ferry ⛴ which requires a vaccine pass but most accommodation providers do as well. So I wonder where they’ll be staying in Christchurch overnight
91,"@DylanReeve Yes, and of course the ones from Dunedin won't be allowed on the ferry no vaccine pass no ferry trip."
92,@NZStuff McDonalds don’t seem to have this problem. Mask and vaccine pass required every time.
93,"@misslelaina @trying2help @JJohnsonLaw Got my Covid Vaccine Pass(New Zealand) to prove mine. Triple vaxxed, and a booster in 2mths."
94,"💉Best vaccine quote:
# Lonely the house now, and lonely the moorland.
The children have scattered, the old folk are gone.
Why stand I here, like a ghost or a shadow?
Tis time I was movin', tis time I passed on.

#TheOldHouse🇮🇪 #ZoeJoblin
#COVID19 #vaccinated #VaccinesSaveLives https://t.co/jqxFHnE7NF"
95,@viewspotnz I hope someone has made him retract his false claims about current red level in NZ its not a lockdown in fact I went out again to a restaurant for a meal today just have to sign in with vaccine pass that took 30mins to get online suggest you shouldn't comment on what you don't kn
96,"Interesting marketing at a mountain bike park in New Zealand where they require you to be double vaccinated with a vaccine pass and wear a mask. Otherwise ""Live without barriers"" 🤣 https://t.co/QByg4I3bBW"
97,"We've now passed 1 million 5-11yos vaccinated with one dose, 44% of 2.3 million of them. And we've actually passed 85% of total population having at least one dose - the emoji squares are not quite showing that due to rounding."
98,Kia Ora - Gate1.  At @AotearoaTonga checkpoint - taking a break from Vaccine pass scanning 😍😎! https://t.co/J8hinjwIH2
99,"""This does not mean you can fill in the gaps whatever fairy-tale most appeals to you and pass it off as fact""

This is exactly what they did with vaccine efficacy and safety and these mfers have the audacity to wag their finger at Rogan. https://t.co/D1gjmF3JZv"
100,"Minister for Health @GregHuntMP has confirmed Australia has surpassed the 95 per cent vaccination rate for those 12 years and older. Today, the country will also pass one million children aged 5-11 having had a single dose of a COVID-19 vaccine. https://t.co/okNITmjLPW #7NEWS https://t.co/p5sE8t38u1"
101,"Minister for Health @GregHuntMP has confirmed Australia has surpassed the 95 per cent vaccination rate for those 12 years and older. Today, the country will also pass one million children aged 5-11 having had a single dose of a COVID-19 vaccine. https://t.co/jOc8w3iwqd #7NEWS https://t.co/5z7KZS8Srh"
102,"Minister for Health @GregHuntMP has confirmed Australia has surpassed the 95 per cent vaccination rate for those 12 years and older. Today, the country will also pass one million children aged 5-11 having had a single dose of a COVID-19 vaccine. https://t.co/nPPsnNfjFm #7NEWS https://t.co/gScs9oeAsT"
103,"Minister for Health @GregHuntMP has confirmed Australia has surpassed the 95 per cent vaccination rate for those 12 years and older. Today, the country will also pass one million children aged 5-11 having had a single dose of a COVID-19 vaccine. https://t.co/UjqkzlauQQ #7NEWS https://t.co/cgM1RhMlGi"
104,@davemacpherson7 Could enough other councillors get together and force a cot that requires a Vaccine Pass to enter council offices?
105,"@vlcnz How do they get ""two years""? We haven't had the vaccine that long, certainly haven't had the vaccine pass required that long. I downloaded mine in Nov 2021, 3 months. Vaccine available to cat 1 workers about Mar 2021, but not mandated IIRC. BS from start to finish."
106,"@tatsandfats @doritmi @AndrewLazarus4 @skepticalprune @ogilville1 @IdunsDaughter @JonathanHannah @mhunt081266 @zeetubes @SallyJiggles @MatthewNewell67 @Monstercoyliar @ConsequentialBr @DeckardJodi @kath2cats @PLHartungRN @andylumm @provaxtexan @SkepticalMutant @JimeeLiberty @tomsirolimus @3dogrunner @MagnoliaHoney2 @CHSdoctor @chimera414 @Nockit1 @raouldukeerik @LandonNTooke @sammy44231 @mcfunny @SeamusMacSuibh1 @Willard1951 @richykirsh @Fannyi5 @jallen1315 @45Kerri @BtotheC67 @volpiranyas @bibbydebob @doom37455413 @J_EmpyreanGoals @TonyBaduy @MdRisette @GotAntibods @AbsoluteGnosis @paco7320 @MeddlinMegs @RedSoxMVP @hubie_greiner @prog_r0k The vaccines have passed 3 phase trials and are safe and effective.  You are prolonging the pandemic with your anti science beliefs,  unable to follow the evidence."
107,"Covid live blog: India deaths pass 500,000 RIP ; Canada rules out military response to vaccine protests https://t.co/PmAdeA4T2Z"
108,"""Once your vaccine pass has been received and verified we will activate and issue your head office security card.""

IT'S GETTING REAL.

No, I'm not freaking out or anything... https://t.co/fYHukc8SHk"
109,@ColeyTangerina Oh actually that's fine as long as you do her vaccine pass for her byeeeeee
110,@pocogregg @ajplus If they’ve got a vaccine pass.
111,"@JLeoMcAlister @thors_joker @gxz_sovereign @Spotify @P_McCulloughMD I trained in Epidemiology at UMDNJ, I started listening to the podcast with the supposed mRNA scientist, (not listed with the others who worked on the vaccine) and became so passed off I couldn't finish it.  I have in fact listened to several others of his on other topics."
112,@Havenaar64 @ChaChaC87311797 Yes the UK have been trying to implement this. Here's some insight on their vaccine pass and where it is heading. https://t.co/tim6iSXSsc
113,"This is a bit nitpicky, but VUW should only need to see the QR code, not the birthdate and full name — the QR code has the full name and birthdate encoded in it anyway, and is the only source of truth in a My Vaccine Pass https://t.co/WvcF9QiQec"
114,@OrwellianNz84 I'm going to. But we are moving to a new premises in April and it's going to require a vaccine pass to enter the site. 16 years with the company and they treat me like this...
115,"@nmgall I did.
It's a system thing. We don't have to do anything extra than wear our masks correctly, get boostered when we hit the 4 month mark, social distancing, basic hygiene, use our covid tracing app &amp; vaccine pass, have a ""just in case I'm infected"" plan &amp; exercise common sense."
116,"@peekaboo_jen @SamHeughan @grahammctavish I cook a mean vindaloo if you need a venue, and a spare room if you need one Tash. Fingers crossed for ya. Get your vaccine pass or you can't go anywhere 👍👍The gents look ready to me...... https://t.co/ww9WNjUMbw"
117,I'm confused just had my booster and my vaccine pass has been extended by two weeks??? What happens when this expires?
118,Variant specific vaccines don't help Australia much as we can't produce mRNA vaccines here. By the time we procure them months will have passed -  Will an Omicron-specific vaccine help control COVID? There's one key problem https://t.co/RZjbI9WZgb via @ConversationEDU
119,"@kimxxhiggins Your Nan can visit any time she likes, she just has to book MIQ coming back through. Although I don't know why you'd want to put them at risk in the middle of a pandemic. Showing your vaccine pass, wearing a mask and not having over 100 peeps at a function isn't restrictive aye."
120,@SachaCoburn If they have a legitimate exemption to the vaccine you wouldnt know they are unvaccinated. It is exactly the same as the usual vaccine pass.
121,@_seashelleyes_ My Air Points app keeps asking for my vaccine pass. I'm booked to fly to Wellington in March.
122,@JailBre18534267 The only vaccine pass place I'll miss is the library.
123,@_seashelleyes_ I believe you've needed a vaccine pass to fly since before Christmas.
124,@ms_firecracker The rules of the vaccine pass do not require the booster so getting the booster in and of itself does not affect the legal operation of the pass. Maybe if you request a new one it will have a new date of expiry but based on the new issue date not the date of the booster.
125,"The fact that Google Pay on Android still tries to do facial recognition on me before showing a vaccine pass is, an, uhhh interesting design decision."
126,Oh I’m a little rebel I just walked through them saying vaccines save lives holding my library book aloft which you need a vaccine pass to get !! #beatcovid #getvaccinated #CovidTesting #GetBoostedNow #vaccination
127,Early on in my career I locked myself inside a van I was working in &amp; almost passed out with the fumes from contact adhesive; But so far I've been #covid free so I'm hedging my bets &amp; assuming I've discovered a vaccine. 🤷‍♂️
128,"Great. So they tell their cult members one thing and then go get vaccinated themselves. Awesome.

That, or he just used a fake vaxx pass.

Destiny Church pastor Derek Tait has a vaccine pass despite his vows

https://t.co/GPfxHC2HYU"
129,"@bollgare @robynbryant33 Data from the UK shows both AstraZenecca and Pfizer vaccines stop about 80pc of infections

A person who becomes infected after being vaccinated is half as likely to pass the virus on to the people they lived with.."
130,"Do you have to update your vaccine pass once you are boosted?
Asking for a friend."
131,"@ClintVSmith Not a problem if they did proper vaccine pass checking on attendees, with scans and ID checks."
132,Sooo the rules have changed again have they. The mandate is now 3 jabs for a vaccine pass. At this point the anti vaxers and conspiracy theorists are starting to sound like prophets! All we want for the #christchurch hospo scene in 2022 is a clean run! Stop changing the mandates!
133,"@DrewTooMany @Ganeshan @NicolaWillisMP The last Labour event I went to:
* vaccine pass
* everyone masked
* no one removed masks until the tea and coffee and bickies served, and the room had emptied out a fair bit too."
134,"@GarthDryland @robeanne No, they have not. But their bug bear is that some kids will miss out on camps and stuff if they haven't been vaccinated. The vaccine pass does not apply to kids under 12, so I'm unsure if facilities that do school camps can insist on under 12s being vaccinated."
135,It's back for 2022 read all about the event here via Muscle Car Madness website a Public event. COVID 19 info: We beat it 2021! now in 2022 you will need your vaccine pass and a face mask when checking in or an exemption. Read more at there website. https://t.co/Q9TbtL3fNC
136,It's back for 2022 read all about the event here via @MuscleCars426 a Public event. COVID 19 info: We beat it 2021! now in 2022 you will need your vaccine pass and a face mask when checking in or an exemption. Read more at there website all about it. https://t.co/eW4Kp3MwET
137,"@DeniseN66302339 @julestw9 @SiouxsieW @rugbyintel @drjudymelinek @DrJinRussell @covid19nz The vaccine pass is valuable when Delta is the variant here. When Omicron becomes the dominant variant, the vaccine pass will become useless &amp; in fact unfair, as everyone can transmit it, vaccinated or not. 

Vax still crucial to protect from serious illness."
138,"@SiouxsieW @rugbyintel @drjudymelinek @DrJinRussell @covid19nz Given that Omicron can infect people who are fully vaccinated and boosted, does the vaccine pass have any meaning when Omicron is the ruling strain?"
139,@RellieDorset @Ladymondgreen1 @Dom_Perrottet If the child passed then that's what this tweet would say. I work in a school and kids faint every year without fail when they get their vaccines.
140,@felicitypaige24 It's already hard accessing banking services now. I never know if my local bank branch is going to be open when required as it is now. To put a vaccine pass requirement on top makes accessible banking even harder in rural areas.
141,"I do have to agree with this in regards to vaccine passes. We don't requite a vaccine pass to enter supermarkets, pharmacies or medical facilities to receive care. Banking also shouldn't require a vaccine pass. I can see the face masks being an issue, but find another solution. https://t.co/peKHEut9sZ"
142,"@WarnHer007 @Kelly95456234 Yeah cos that kid can't pass it on???? You know to those totally innocent victims who may be elderly, immuno compromised, unable to have the vaccine, etc. Fair enough if you are callous enough to want that on your conscience. Not so good if you care about other people."
143,"Tonight in our uncannily speakeasy-like venue, Oscar Lavën and Alex Boulton bring “speakeasy swing”. Prohibition-era music without the prohibition. From 10pm.

(The password is “here’s my vaccine pass and id.”) https://t.co/SPxgcoR6Qv"
144,I’m eating lunch at a local restaurant and two old white guys come in (not wearing masks) &amp; seem utterly perplexed when the server asks for their vaccine pass. Despite the multiple signs and more than a month of this being the rule. No passes so they had to leave 🤷🏻‍♀️
145,"@OurRightsCount @boymonster If you’re not afraid, you’re an utter fool. But it’s not something we think of all the time. The woman at the café I’ve just been to quickly checked my vaccine pass, because need to protect each other. Because we give a shit. Unlike you."
146,@radionz and if a vaccinated person passed it on we are all okay some vaccine this is?
147,@dragonflylady77 Not if he was a vaccine pass
148,"Can we have an IQ pass aswell as a vaccine pass? Some people aren't ready for the outside yet, maybe they should focus on some other skills first."
149,"I am so appreciative to the testing site people (health care, traffic control etc) and of course to the scientists who created my original Pfizer vaccine. It’s been so mild I could have passed it off for a small cold. How great is science? Get tested and stay safe. #covid"
150,"@fastchicken @ChrisKeall My vaccine pass stayed the same as far as exp date. It does still link through to the https://t.co/Envgrx8ahn where the 3rd dose is recorded, as stated above. The nurse who did my booster just filled out a new card to add to my other one."
151,Excellent vaccine pass protocols at The Thirsty Weta. Very impressive
152,@JennyWi18628806 I've been to 2 business who require the vaccine pass but only 1 has scan it each time ive been (rec center) but not the hairdressers.... its not consistent enough...
153,When your favourite cafe no longer wants to scan vaccine pass.
154,"@LexRegina72 Requiring a vaccine pass  or exemption for new employees is an good way of checking if the prospective employee is a good fit for the organisation. Are they smart, willing to put others first, can follow instructions, able to identify &amp; ignore misinformation, good team player etc"
155,"@DrDreHistorian We can go back to campus, vaccine pass dependent, masks in lifts etc, but I gather the mail room isn't delivering, so the package from the publisher will be sitting in a storeroom behind security. They might start delivery again from 10 Jan, dunno yet"
156,Perching Parrot cafe has outdoor dining licence suspended after opting out of My Vaccine Pass https://t.co/Z8Nrksloq2 What an insightless moron this person is
157,@Asinine_Archist @KevinMRocks @JoffaJasps @CrabbBrendan Babies have at least 13 other vaccines in their first 18 months. A lot of mums are vaccinated so maybe some immunity passed on? Not sure.
158,@dbseymour With over 90% vaccinated the vaccine pass isn’t needed anyway and we should already be fully opened. We also have treatments to deal with the virus. Governments lack of planning and ability to handle the health impact is the real problem.
159,"I have never seen these pools so empty. It's a council run facility, so you need a vaccine pass to enter, but there's only about 12 people here, including us 🤔 https://t.co/VjLM2a6OdF"
160,"@Kiwi_Paul_B @joshoconnorchen @LexRegina72 No Paul, the adults don’t think that 🙄. We understand science, so yes we are aware that vaxxed can still get it, pass it on and still die from it. We also understand those risks are minimized by the vaccine. This prevents health system being overwhelmed."
161,@kendra_c__ I’m not surprised it’s somebody breaking the rules. You know they should invalidate the vaccine pass if you should be self isolating…
162,"And this is why I decided to stop hugging months ago. Why I’m also double-vaxxed, will be boostered asap &amp; mask-up always. It’s why I NEVER go into shops/cafes/events/hairdressers with no vaccine pass verification or scanning. Covid will fuck with my livelihood. No smell No earn. https://t.co/fKEbWQHfRf"
163,"@Merlotmike @nzhotdog1 What about the fact they are quite able to pass it on to the elderly, vulnerable, those unable to get the vaccine, and immunocompromised people. Oh of course and those unvaccinated."
164,"Just got kicked out of Wright &amp; Co cafe in Havelock North as mentioned to the manager we weren’t asked for vaccine pass when ordering. Offered it &amp; they scanned it. 3 folks b4 us not asked. Manager got upset &amp; said if we didn’t like, then go. We did."
165,@paulbrislen I liked how @FlyAirNZ changed their app to include vaccine pass status. It made my work trip to Chch pretty seamless
166,"@ProfessorRees @SkyNews We refer to vaccine as it was passed in a bill . It don’t vaccinate , it slows it down temporarily , hence shot after shot. It’s not like polio or any other vaccine , it’s a temp drug , until they find something that shuts it down . Time to be honest , about this drug"
167,It seems 2 me that I am having lucky time with messages from gorgeous ladies but also with Real man power like yours not being cut jet  /So horse vaccine which I choose 2 have  not waiting 4 booster like  member of my family who r much smarter than me let see if this can pass !! https://t.co/dlk8heNqpO
168,"@RichardHills_ Too young, too drunk, no shoes, wrong shoes, wearing shorts, not having a valid id (only passport or driver’s license accepted).

Imagine requiring a vaccine pass!"
169,Is the vaccine pass verification opensource? I wanna hook it up to an automatic gate
170,@hr8ch Of course. We’ve got the only pools in the region that you don’t need a vaccine pass 😒
