,Text
32,It doesnt affect me or my family directly but I can see the economic impact it would have.  What about the lenders though? Would it make sense to cancel the interest on monies owed and lower the interest rate to 1% instead? https://t.co/Ww5of29jOe
33,@SenSchumer We cannot be free being everyone Chuck! I'm all for a little help! Lower the interest rate paybacks but no one eliminated or paid my college debt so why should I as a tax payer pay for this as it will fall on us tax payers as someone's gotta pay it back
34,@prescamacho2024 @claytoonman @akikigate @BloodDemonKiyo @Mel_Ankoly @KatMeanJean No actually it was lenders offering lower class people non-traditional interest only adjustable rate mortgages. Shoulda been in prison.
35,A lower interest rate isn’t the only reason to refinance. Consolidating debts or obtaining cash from your equity can put money in your pocket for the things you love. https://t.co/hTnRIZY91i
36,Can I trade jokes for a lower interest rate on a house loan?
37,"People n AMERICA, remember in the beginning Demon #TRUMP said we didn't need a minimum wage, b/c he was going to lower the interest rate on food&amp;clothing, but that promise never got fulfill or saw the light of day. Ya'll remember!"
38,@AdamV680 @Loran881 @Varneyco @TomiLahren Bcuz something is free/more affordable it doesn’t change the barriers or standards to attain (outside of affordability)...example: Ivy League schools will have the same standards to be accepted and graduate just at a more affordable cost/lower interest rate on fed student loans.
39,#smartytips @SmartyPig check into refinancing your mortgage at a lower interest rate
40,@TomiLahren They should just keep the freeze for a year or so &amp; or lower the interest rate not cancel completely
41,"My question is what happens to all the people who have already paid off their student loans? Or even worse, refinanced their loan with a private bank to get a lower interest rate? #CancelStudentDebt"
42,"🏡💲One way to lower your interest rate is to purchase points💲🏡

#njrealtor #njrealestate #njrealtors #jerseycitynj #mortgage #swflrealestate #refinance #homeloans #realestate #realtor #realtors #newjersey #newyorkcity https://t.co/OHTVsn1ezZ"
43,@RudebwoyGuapo @ZackryPaul @JefeDaGreat_ @CjayManifesting @jjasshole i talk to them all the time. most banks actually CHARGE to use them. interest rates are something dealers really cannot control. sometimes they do have the ability to talk to representatives rather than using automated systems to try and fight for a lower rate if anything
44,@checkout4me You can save yourself some money if you paid off a higher interest card with a lower interest rate.
45,"Still thinking about yesterday  
Me: *gets upset at husband* *doesn’t text him back* 

Husband: “so I refinanced your car for a Lower interest rate and with our new budget I should have it paid off sooner than you planned “ 

FINE ILL TEXT BACK 😂"
46,"Bank Of Canada's interest rate could be headed even lower, markets signal https://t.co/59lkIC4oBZ"
47,The time has never been better to refinance your mortgage. DM me to find out how I can lower your interest rate and your monthly payment. https://t.co/ouGq0bfz8E
48,"@GPushcart @michael_saylor @Scaramucci Why sell it and take a hit on capital gains when they can loan it out and earn interest or borrow against it at a lower rate? 

#BITCOIN trusts will be all the rage come Q2. 
It's like the roach motel.
#Bitcoins check in but they don't check out."
49,@amilbarnes_ I got approved today. He took my middle interest rate which is over 700. A higher credit score gets you a lower interest rate. But a decent down payment gets you the mortgage you want. He told me I needed $57K to get a $300K house.
50,@jeannasmialek thank you . got some knowledge about lower interest rate works after reading this article.
51,@jeneps He need to take it up to 20k and take everyone out of default and lower the interest rate from the outrageous 7%
52,Lower #MortgageRates signal an ideal time to refinance. But nothing lasts forever. Talk to me today to find out how you may be able to reduce your monthly payment by locking in a lower interest rate.
53,"@LittleGerb12 @angineer7 @novaaaTV @heregomere @ThatGirlDoe_ @__kekeeeeee I think this tweet should come with a disclaimer, as in my personal experience, that initial purchase of a 3.5% down payment can later turn into a refinance to eliminate the PMI &amp; negotiate a lower interest rate (and probably pulling out equity).The FHA route works if done right."
54,"@joebiden Instead of the government giving $10,000 to every person with a student loan it would be better to lower the interest rate from 7% to under 2%. I feel this would be a better solution to help students pay off their loans without  having to use taxes."
55,"@ChaseSupport a number called me saying I could lower my interest rate on my chase card. +1 (605) 224-5441

I hung up because I have never had an automatic call from chase like that. Correct?"
56,@JoshuaSkinnerTV @ewarren @JoeBiden @KamalaHarris It’s more than that. What about those kids that took had their parents take parent plus loans because the interest rate was much lower? Now those kids are paying their parents back but get no relief. This whole idea is dumb
57,"@KevinLarssen145 @moremoderation @FeinsteinR @IvankaTrump The one that will remove troops that secure our other soldiers..even the head of Military have stated it will leave our soldiers VULNERABLE !  Boosted the economy..yeah by asking the FEDS to LOWER the interest rate FOUR times in less than 1 yr..if economy is so well, why lower ?"
58,"What are you waiting for?? I have a direct lender that can assist you!!
If you own your own home and haven't refinanced in 2020, what are you waiting for? Mortgage rates are lower than ever this year, meaning you might easily slash your interest rate and monthly payment."
59,"@BradMossEsq When did you take out your loans? Because my guess is that your interest rate was probably half what the folks are paying today in spite of the fact that global interest rates are much lower.

Who lost out so that your rate was subsidized?"
60,"@CommBank when you lower your credit limit on your credit card does your interest rate change? There’s certainly no notification if so. I’ve paid off *thousands* this past month, only spent $100 on it, lowered my limit, and I’m paying more in interest than I did last month?"
61,"@_jessica_norman @corriasmith I consolidated/privatized for a lower rate as well, a couple times now, and from my understanding, any federal debt cancellation won’t affect us ☹️ I know I’ve probably saved a LOT on interest over time this way though, is what I keep telling myself..."
62,"Refinance has finally gone through. Started this process like 2 months ago. Went from a 30 year to a 15 year. Because of a much lower interest rate, our monthly payment is going up only $100. Going to save SO MUCH in the long run!"
63,"What a jerk. But take this confession and do something with it. Wealthy rightwing oligarchs should not be able to buy elections, dominate media, broadcast propaganda, buy judges, veto important public interest policies, act above the law, pay taxes at a lower rate. “We” let them. https://t.co/2PS8tIUUNa"
64,@MrShift4 Need this to happen so my interest rate is lower for this car next year
65,@paul_fly Riiiight. Once i apply to lower it though my interest rate is going to go down by over half!!!!
66,@HeyHeyItsConrad @SaveWithConrad Closing Friday on a refinance. Lower monthly payment and an interest rate in the 2’s!
67,"@ronmortgageguy @jasonpereira @DmntdAccountant @Cato_P4 @SilbergleitJr @MikeCautillo @davidov_s @dima_nomad @REWoman @DonRickles14 @trevor_theobald @mortgagejake @LendingLoop Don’t get me started on loans from banks. 

Waste of time. 

I asked for a car loan once from my branch, turned down and went to the dealer and was approved from my bank through them. Lower interest rate. 🙄"
68,@WholeMarsBlog @DriveTeslaca @Model3Owners @WREVAGroup @TeslaOwnersWR So I owe 28500 on the loan.. they are offering 500$ less than the payout... so they will give me 28000$ for the Kona.   Does this mean it will only cost me 500$ to get into a SR+ with a similar payment and lower interest rate?
69,"@RateSpy @bankofcanada Its bound to happen. Over the past forty years of interest rate cycles, every peak is lower than the previous peak, and every trough lower than the previous trough.

Why would that 40-year trend change simply because we are at the zero boundary?"
70,"We replaced the $boxl factoring and PO finance facility with Sallyport Commercial Finance last week. The new $6M facility has substantially lower fees and a reduced interest rate to prime + 3.5%.

https://t.co/HkXXOyRBB2"
71,"I’m mentally preparing to inquire about mortgage refinancing for a lower interest rate tomorrow, by completely ignoring it. I could stress from not knowing if a lot of things will be in play or if it will be simple, but there’s no rush in figuring everything out I guess."
72,"""Last week, the Moody’s agency slashed the credit rating on New York City’s debt. Just like with your credit score, the lower it goes, the higher an interest rate the city pays, putting us further in the hole."" @nicolegelinas"
73,I feel like I'm in charge of the Federal Reserve. The more money I put in my savings account the lower the interest rate goes. #2020
74,"@nasaheaux Try Sofi! I just recently applied with them to get a lower interest rate. FUCK @SallieMae, I’ve been paying for 2 years and owe MORE than I even took the loan out for"
75,"@Whitney_Hartman You will literally never get an interest rate lower than right now. Prime is zero. I don’t see us doing the Japan/EU thing of negative rates so zero is as low as it goes.  Will Rogers said “buy land, they ain’t making any more” and he was right. Be careful, get a realtor, but buy"
76,"@liebenswertgirl And I just checked my “small” loan that I did not consolidate because it had a lower interest rate, and it does not apply. I can’t figure out why, but probably same reason - sold to a different lender."
77,@_katianaxx i had to lol i got the same payments and a lower interest rate
78,@Mafiaoso148 @usbank I think since they had my original loan at a higher interest rate they weren’t interested in closing it to a lower one any time soon.
79,"Making home-ownership a reality! Looking to purchase your new home? Closing assistance programs available*
Let me show you how easy it could be. Looking to lower your current interest rate?  Apply Now! https://t.co/qoO7vzP5he https://t.co/kTgs9M3Tsp"
80,This is the Visa MasterCard and Discover processing unit and your personal credit history has qualified you for a lower interest rate on our card. #telemarketer https://t.co/fPy1ILlSgh
81,"There are numerous benefits to refinancing in today’s market. Primarily, you will be able to lower your rate and reduce your monthly payments and interest costs.

Visit our website for details!

#TeamMortgage #Mortgage #Refinancing #GrandRapids https://t.co/s6pen2JxAO https://t.co/GwoYIVOELZ"
82,"@thesarahkelly Horrible, what interest rate are you paying, certainly see about refinancing and getting your rate lower and more of each payment towards principal. You had to be paying only a portion of interest."
83,@QuanQuiQui @JakeJakus I mean they also said they sold the Prius to save up. Let’s go ahead and assume they got 10k for it you can get a 2015 Cayenne for 30-40k depending on miles with minimum of 10k down which would lower your interest rate too so it’s not too bad.
84,I really wanna refinance my auto loan just to get a lower interest rate. I’ll even pay more monthly idc. Someone help
85,"@Emjayale @furuheks Bro, YES! I, stupidly, got a credit card through Ulta and had a 25% interest rate. I got a PNC credit card and transferred my balance from the Ulta credit card and it was the best decision... I was interest free for a year and my interest rate at PNC is significantly lower."
86,@queermeer @bluekellu It may be worth getting a personal loan in your case and using it to pay off one of those in full. Personal loans can often carry a lower interest rate than CCs
87,"@AnotherLoonie Where I work, almost every immigrants that coming from US are buying their first house. The lower interest rate helps too."
88,@Hereforfoolery Usually the smaller balance accumulates way slower and lower than the high interest rate.
89,"@JulieBorowski Put 3 months of paychecks into savings

Move all debts to lower interest rate personal loans

Put another 10% of your take-home into savings every paycheck"
90,"Over the phone scammers are getting brazen these days. Just had one call and ask for a credit card number so I could get a lower interest rate on the card. 

I could see how an older person would fall for this."
91,"There are numerous benefits to refinancing in today’s market. Primarily, you will be able to lower your rate and reduce your monthly payments and interest costs.

Visit our website for details!

#TeamMortgage #Mortgage #Refinancing #GrandRapids https://t.co/s6pen2JxAO https://t.co/sAuSaoW1Dj"
92,“The power of subject-to is that you could buy any property you want by taking over somebody else’s debt at an interest rate lower than...”
93,"If you have an existing VA loan, your in luck! Call and lower your interest rate. #refinance #refinancemortgage #refinanceyourhome #refinancing #refinanceloans #valoans #vairrrlloans #vamortgagegirl #vamortgage… https://t.co/PzzyWv2j8y"
94,"@CNBCSquawk Wow, those interest rates are low. You guys should get a 15 year fix at a lower rate."
95,@sydshutt talk to your local credit union. they consolidated all of my credit cards onto one and now it’s a lower interest rate and i don’t have to make multiple payments.
96,"Get you an LLC (incorporate your name!!) and run it as an S Corp. 

Build business credit! The loans are bigger and the interest rate is lower."
97,@CapitalOne I’m hugely disappointed in your company. I have 3 credit cards and 2 auto loans with you. I want to lower my interest rate and all I get is we can’t do that. I just need a reduced rate. Disgusting how I’m treated. Especially during the pandemic
98,@alexbruesewitz @RyanAFournier @realDonaldTrump @JoeBiden They should vote for politicians that want to lower the Federal interest rate on student debt. That interest rate is approx 6% w/ a 10 Yr term. But the SBA is offering loans today at 3.75% with a 30 Yr term. FYI - Republicans rejected lowering the interest rate on Student debt
99,@sherrittahughes @mydfree Add as much money that you can to your monthly student loan payments. And try to negotiate a lower interest rate. Refinance if it makes sense. But pay off student loans as soon as possible. Make it your priority. #dfree
100,"@PetiteNicoco We scrimped and saved so we could make a 20% down payment, so we could get a 0.25% lower mortgage interest rate. 😎"
101,"Not only was the offer accepted but their interest rate went down even lower than it already was🤯 and 0 points👏🏻👏🏻⠀
Next up... home inspections 🔦😎🤞🏻⠀
If you’ve been wanting to move or are wondering... Can I afford a house? REACH OUT no question is too small. #realestate https://t.co/hCJu3pyePU"
102,@CNBC ‘The coming housing ‘apocalypse’is nothing more than click bait.There are trillions of $ on the side lines waiting to buy any homes that become available because they would be glad to get a 6% return in a zero percent interest rate environment.(the lower the cap the higher price)
103,Call your credit card company and ask for a lower interest rate. I obtained all of my credit cards when I had bad credit and was given close to a 30% interest rate which meant that I was paying $30 or more each month in interest.
104,"Benefits of a Credit Service...........

Reduced insurance rates

Lower cost of capital for personal loans

Improved interest rate offers from credit card companies

Utility companies such as gas, water and… https://t.co/C8TwuYVWnA"
105,My broski went from a 2007 Lexus to a 2017 Lexus WITH A LOWER INTEREST RATE TOO 😎💯 https://t.co/xifXLmESmF
106,@thon_not @GadhaLohara @FMPreachersWife @CeasarSolid @MizJanetta @iamjohnk2 @TalibKweli @KeepItRealLuke @nsarwark @LPNational @EricDJuly @michaelmalice @ComicDaveSmith We fully understand a white man will get a lower interest rate than a black man. And that's the problem. We want that to change.
107,"There are numerous benefits to #refinancing in today’s market. Primarily, you will be able to lower your rate and reduce your monthly payments and interest costs.

Visit our website for details https://t.co/s6pen2JxAO!

#TeamMortgage #Mortgage #GrandRapids https://t.co/04824ST0wq"
108,"If you're looking for a lower interest rate on your Auto Loan, you're in the right place. 🤑 Refinance before 5/31 &amp; get 2% off your current interest rate! Lowest potential rate is 2.99%. Rate is credit score based.

Apply online: https://t.co/lDtFyx5TZq

#SpringHillTN #Muletown https://t.co/FLxbtHZz6w"
109,@TheStalwart It reflects an expectation that we'll have a repeat of the last 10 years where the economy stages a steady albeit slow recovery while interest rate remain stuck at the zero lower bound for a decade.
110,@usbank  can you offer an interest rate  of 3% or lower?  ( my current i terst rate is 4.75)
111,"No. You have to factor in HOI/HOA/PMI/Bi-annually taxes.. loan type, interest rate and everything.. your mortgage May be lower but with everything added on you’re paying THE same amount a lot of the times. The benefit of owning over renting is that it is an asset... https://t.co/w9KlTVQ7Ej"
112,@StevesRawMind Rate is lower on a 15 or even ten year interest only. Why a 30?
113,"Honestly, the system really sucks. All it does is make life more difficult for the people who are barely surviving. For ex, a well off person would take out a loan and because there credit score is lower, they get a better deal because the interest rate would be lower so... https://t.co/3C8QkYAgyg"
114,@CapitalOne I have been reaching out for months for your to assist with a better payment portion and not once since I have had your card you offered a lower interest rate or any payment plan to help me.  We current are in very difficult circumstances and nothing is being offered.
115,"If you're looking for a lower interest rate on your Auto Loan, you're in the right place. 🤑 Refinance before 5/31 &amp; get 2% off your current interest rate! Lowest potential rate is 2.99%. Rate is credit score based.

Apply online: https://t.co/lDtFyx5TZq

#SpringHillTN #Muletown https://t.co/6QFdyRPHGi"
116,How to lower your credit card interest rate (script included) https://t.co/608JLGZ5c2
117,"If you're looking for a lower interest rate on your Auto Loan, you're in the right place. 🤑 Refinance before 5/31 &amp; get 2% off your current interest rate! Lowest potential rate is 2.99%. Rate is credit score based.

Apply online: https://t.co/lDtFyx5TZq

#SpringHillTN #Muletown https://t.co/uAtnCZJWQ9"
118,Usually offers a lower rate that will rise as market rates increase. ARM’s usually have a limit as to how much and how frequently the interest rate can be increased. These types of mortgages are a good choice when fixed interest rates are high or...
119,"If you're looking for a lower interest rate on your Auto Loan, you're in the right place. 🤑 Refinance before 5/31 &amp; get 2% off your current interest rate! Lowest potential rate is 2.99%. Rate is credit score based.

Apply online: https://t.co/GlX2659XzG

#SpringHillTN #Muletown https://t.co/sxkA8cVWmC"
120,"I called @WellsFargo today to see if they would lower my interest rate since I’ve had this card with them for over 10 yrs, my credit is great, &amp; I’ve always paid on time. Their response: nope can’t do it, but you can apply for another card &amp; try to get a lower interest rate 🤨"
121,@NavyFederal Please LOWER our credit card interest RATE!!!! Do your part for the nation-16% is too much for the federal interest rate you’re receiving. #Covid_19
122,"If you're looking for a lower interest rate on your Auto Loan, you're in the right place. 🤑 Refinance before 5/31 &amp; get 2% off your current interest rate! Lowest potential rate is 2.99%. Rate is credit score based.

Apply online: https://t.co/GlX2659XzG

#SpringHillTN #Muletown https://t.co/MmUb1SXGWs"
123,@Tangerine your Covid-19 relief page sounds very nice ... but tell me something why do you not offer balance transfers so more clients can access the lower Covid-19 interest rate? Just bc my balance is zero you can do nothing for me? That's not the support at all
124,"@nspector4 This is compounded by long interest rates going down. Theoretically that should increase value of pension liability. 

Long rates are much lower now than mid 1990s. Major pension plans still valuing liability at 6%ish all that time. Problem is rate should be more 3ish."
125,"@Sail_beyond1 @tamronhall She said to call the bank to get a lower interest rate or even try to get it to 0% because of the crisis . She’s right though, if credit is your ONLY option, use it. Charging your cards is better than going hungry if you need food or other basic essentials . @SuzeOrmanShow"
126,"@nprscottsimon 📣@stu_rush @lourdesgnavarro 
• I get robocalls saying since I’ve paid my credit card(s) so perfectly the last six months, I qualify for a lower interest rate. But I don’t have any credit cards...🙄!"
127,"If you're looking for a lower interest rate on your Auto Loan, you're in the right place. 🤑 Refinance before 5/31 &amp; get 2% off your current interest rate! Lowest potential rate is 2.99%. Rate is credit score based.

Apply online: https://t.co/GlX2659XzG

#SpringHillTN #Muletown https://t.co/9uLaYjf3IG"
128,"If you're looking for a lower interest rate on your Auto Loan, you're in the right place. 🤑 Refinance before 5/31 &amp; get 2% off your current interest rate! Lowest potential rate is 2.99%. Rate is credit score based.

Apply online: https://t.co/GlX2659XzG

#SpringHillTN #Muletown https://t.co/cvv1TDWjtn"
129,"If they already had that much $ to put down, their financial status is diff from most &amp; prolly dont “care” bout the $200. They might care more on say a $2 million home.. Anywho lower interest rate, shorter payback window, still build credit history &amp; diversity for next big buy 🤷🏾‍♀️ https://t.co/4Q6QUwjEK9"
130,"If you’re selling your Model S, as I did in 2019 (and buying a used one from https://t.co/4ueML2xdAb), Carvana will give you several thousands of dollars more than Tesla. Same with a loan: You’ll get a lower interest rate from your first lender than offered by Tesla’s lender."
131,"@CullenZawada @_ReaalAmerican_ @RedTail3dHawk @brithume No, in fact the more people they test the lower the morbidity rate will drop. That means it will make the president look better. He has no vested interest in holding down the number of tests as people are already tested if they become ill with the symptoms."
132,@pulte Honestly? I was just laid off and I’ve fought with @CapitalOne to try to temporarily lower my interest rate but they won’t. My wife was cut down to one day a week at work. I’m trying to stay positive but it’s really hard. Thank you what you do though @pulte .
133,"@darkpath0010 could also get a different country to take on the debt, consolidate it, and get a lower interest rate. or, we could convince these other money grubbing countries that have been rising high on the hog b/c of our financial aid to assist us in paying some of the debt down."
134,@sendcoffeekthks We refinanced with a lower interest rate. Very low. Maybe consider that too.
135,"@WellsFargo losing out on home refinances from individuals with outstanding LTV and credit scores, in one of the highest home vale increase areas, over appraisal coming back “lower than we thought” and pushing interest rate higher at the 11th hour...#poor #archaic"
136,"@BigShayyy I think after 9-10 payments you can refinance your note, might be able to get a lower payment or lower interest rate."
137,"@TheKanehB @wearediamonds2 Yes indeed.  And the interest they, about 34 or 36%,somethin' like that. You're better off getting a loan from the bank at their much lower int. rate, and pay off the creditors( but still cease payments)."
138,"The wavelike movement affecting the economic system, the recurrence of periods of boom which are followed by periods of depression, is the unavoidable outcome of the attempts, repeated again and agin, to lower the gross market rate of interest by means of credit expansion.#mises"
139,@thefakeaaliyah This may be the only case where I’d take the credit bump over the cash. $1200 ain’t nothing compared to the money you’ll save by having a lower interest rate on say your mortgage or automobile. Both are dictated by your FICO and risk.
140,From #OTTAWA — The Bank of #Canada is cutting its key interest target by half a percentage point to 0.25 per cent in an unscheduled cut that brings the overnight target rate to its effective lower bound.
141,Simple math that most people should understand. Compound interest math. In this crisis we want a lower rate of compounding. https://t.co/x9GrolBsRA
142,"@ArmenKaprelian @angichrstv Interest rates would be substantially lower if the loans weren’t given unconditionally. 

In your case you could likely refi with a private lender at half the rate if your credit and income is reasonable relative to your debt levels."
143,@ScotiabankHelps do you think you will be lower interest rate charges for people regarding their credit cards?
144,"BUT INTEREST RATES ARE AT AN ALL TIME LOW. (Which won’t be for long). Don’t wait for something like this to happen bc it won’t, when you can just get a house now with a super low interest rate. WHICH RESULTS IN HIGHER PURCHASING POWER &amp; A LOWER MONTHLY PAYMENT 🙂"
145,@JJ___________JJ My older brother said it’s stupid to do if they don’t lower the interest rate in reference to my situation. I always listen to him when it comes to stuff like this. Who’s your mortgage holder ?
146,agree!  Here is a great idea that will help many Americans.  Credit Cards Companies: stop interest charges for 12 months; and lower rates to no more than 3% over the #fed interest rate. People must make their minimum payments unless they are unemployed due to #COVID19. https://t.co/2XB7ktT5yX
147,y’all think i can get a lower interest rate other than 2.8 for my car ?
148,"Mortgage rates have reached all time lows.  This is a good time for a mortgage review to see if you are in the best loan for your current housing needs.  You should be able to lower your interest rate, move into a… https://t.co/0ENzPB4gAT"
149,Now is the time for Trump to suggest a lower interest rate for college loans and provide the students six months interest free. DO not offer money again for airlines and and banks! Learn dame it! LEARN.  where is the think tank?
150,Feds lower interest rate to zero for the wealthy and the banks how come the rest of you can't get a 0% loan for your house your car your student loan #99percent #IstandwithTulsi
151,"@modernml @charliekirk11 @realDonaldTrump Really. And they did just that, lowered their rate. You do realize that lower interest rates mean lower payments, right? It’s not that hard."
152,"@estate_nova @ceci_wallace @davidmweissman @realDonaldTrump @CNN The Fed rate is vital to trump because the interest rate on his massive dept is tied to the Fed rate - as are others.  The lower the rate, the less his debt service"
153,Federal Reserve to cut interest rate to “0-0.25%” in emergency move &amp; to lower US debt by at least 500M.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #FederalReserve #FED #InterestRates #Interest #CoVid19Update https://t.co/T9L4p4cyjZ
154,Federal Reserve to cut interest rate to “0-0.25%” in emergency move &amp; to lower US debt by at least 500M.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #FederalReserve #FED #InterestRates #Interest #CoronaVirusUpdates #CoVid19Updates https://t.co/zDgYUxCvzd
155,Federal Reserve to cut interest rate to “0-0.25%” in emergency move &amp; to lower US debt by at least 500M.#BreakingNewsNow #Breaking_News #BreakingNews #BreakingNewz #BreakingNow #Breaking #FederalReserve #FED #InterestRates #Interest #CoronaVirus #CoVid19 #CoronaVirusUpdate https://t.co/LmieRfjWZM
156,"@seanhannity Don’t cancel the debt, just lower the interest rate so the debt can be paid back timely."
157,"@PhilDesmond7 @ElBartoArmy The Fed interest rate is not interest rates that you and I pay to borrow. It’s the rate that banks pay for overnight borrowing from the Fed. Called the prime rate. But as those rates go lower because of a fed cut, the banks can lend at lower (not necessarily proportional) to us."
158,"@SpencerFernando Govt.Canada should introduce -ve 
Interest rate.We don't need to pay mortgage but get some money back from bank profit.
Property tax should be reduced to 50% or lower.
If nothing doing let all get homeless &amp; live under skyroof this summer
as free persons."
159,"You don’t need to lower the interest rate, boosting the economy won’t help if people won’t go out &amp; people who lost their job need to pay their rent. What needs to be done is slow down the virus. trump is banking on the economy to get re-elected. Hes a horrible businessman"
160,My mortgage company @FreedomMortgage  called me and refinanced my loan to a cheaper payment and  a 2% lower interest  rate in lou of this whole #coronavirus  they are trying to retain customers 😏 shit if I live through this imma own my house in 15 years not 30 https://t.co/oyrtsVkDFJ
161,@fi_virginia No.  But someone who relies on a lower interest rate to finance his debt would.  Same guy wants relief for his hotels and resorts.
162,"Stock markets show only minor rebound despite Trump's promises of stimuli. And Fed is running out of interest rate reduction room. If next outbreaks send stocks lower, what fiscal or monetary policies will Govt have left?"
163,"@AshleyRParker They should take some equity out of the house to pay student loans. Much lower interest rate, longer time to pay back and defaulting on student loans never leave credit history even if declare bankruptcy."
164,"Just got this from TD. All banks will follow. It's time to lock in a rate.

The lower interest rate will make it easier for consumers to get a bigger mortgage, refinance their home loans… https://t.co/BpIFMKndRl"
