,Text
52,"Right in front of stage. From my understanding it's less than 50 ppl due to social distancing measures. This is on level 5 black box @ Drama Centre, Victoria Street https://t.co/9cU8DSkjDN"
53,Hello there. It has been awhile since I last saw you all.. Social distancing eh? Morning run with otters down the Waterway. https://t.co/y0Suj7Vc4y
54,There’s no social distancing on the bus or train. SFEO  should enter the bus or train without paying to check. I will be happier https://t.co/EInn7zovu3
55,"Lagi pandemi harus social distancing, gak boleh rapatkan barisan atau berjabat tangan….🤣 https://t.co/RzM6Z6JHth"
56,"Numpties flying full hazmat suits, with FFP3s and visors. Then going outside in a tiny shelter, taking it all off and having a cig with no social distancing. At least this trip is entertaining"
57,"Social distancing has kept us safe from the virus. Likewise, we would like to use the same concept and remind everyone to keep you and your loved ones within one arm's length, whenever they are in water. 
 https://t.co/xPmysmRh51

#worlddrowningpreventionday #DrowningPrevention"
58,"How about you take public transportation into consideration? Look into the bus or MRT station CCTV, you don’t see the social distancing . https://t.co/pKSeovXrHr"
59,@haraNikkei @NikkeiAsia No social distancing ?
60,What is Social Distancing? Pag nakita ko siguro si @Torvas1 measure q muna height niya sabay yakap 🥴 Aba! Once in a lifetime lang yan noh! 🥴🥴🥴
61,"Yes. Allow us to travel. Just make sure ada social distancing, wear face masks, use hand sanitizer and so on. Nak tunggu vaccine ni sampai hujung tahun pun belum tentu dapat🖕 https://t.co/YTmt3deLlo"
62,"COVID-19 has made us understand the importance of social distancing by keeping one arm’s length apart, keeping us safe, protecting us against the virus.

There were 12 drowning and 3 near drowning cases in 2020-2021.

#worlddrowningpreventionday

https://t.co/u8sKMYtGox"
63,"This is Euro2020 at Wembley @BBCWorld @BBCNewsAsia @cnni @nytimes Where are your social distancing preachings that you profusely tried teaching during Kumbh Mela in India? 
@TOIIndiaNews @IndiaToday @ndtv learn from your brothers.they don’t belittle their countries 🤬🤬@PMOIndia https://t.co/HkhdwnzJXQ"
64,"The “immunity debt” phenomenon occurs because measures like lockdowns, hand-washing, social distancing and masks are not only effective at controlling Covid-19. They also suppress the spread of other illnesses that transmit in a similar way, including the flu, common"
65,"@HiFi_ingAuntie @dorothyho Have you heard about UK? Life goes back to pre-2020 on 19 July. No more masks, social distancing, everything open. Bars, clubs, etc.

UK has approx 50% fully vaccinated by now but still?! The gov is crazy. This move increases the risk for some segments of the population by a lot!"
66,@armyhot10 bts really said it's time for social distancing
67,@hazreenalee masing2 main peranan ena social distancing xde SOP jgn ckp lah hentam buta masa lalang balik bulan 10 tahun lpas nie cnfirm kes naik balik betul2 melambung masing2 kena main peranan spore kena varian india covid punca dari ica sorg jek merebak pegi hospital sampai 1 spore kena https://t.co/SKutnfIB2O
68,Kidney swaps that save lives -  is why we need social distancing to the end. #safedistance not #SocialDistance @washingtonpost https://t.co/WfM1IeZ0lG
69,Glad that Wimbledon is still happening but it’s puzzling how there are no measures taken during the pandemic. No masks &amp; no social distancing. 🤷🏻‍♂️
70,"YOU GUYS! We are doing Stand up Comedy open mic (with limited seating and social distancing) this WEEKEND! 

2nd and 3rd July get your tickets here

https://t.co/82NovjzTux (friday)
https://t.co/KrrOKJAVNA (Sat)"
71,"@diankono Bisa Antigen atau Genose sih, tapi karna saya ada penerbangan lanjutan ke luar negeri jadi sekalian ambil PCR. Duduk tengah kosong kalau ambil tiket yg mahal, kalau tiket biasa tidak ada social distancing."
72,"Completed second vaccine this morning.

Stay safe, wear mask, social distancing, wash hands well and get vaccinated early."
73,"Dear singaporeans ARMY, when BTS/meal arrived on 21st, please be reminded to abide the rules and also  don't forget social distancing. CNA posted about Indo news and I see our local express their hates. Let's show them how mature and respectful we are! @BANGTANSG 🙏😩 https://t.co/NMCNYEJjdt"
74,@globalARMYforc @BTS_twt bts really said social distancing 😁
75,Yang makin tak paham..semua nak panic buying dah knape..pastu social distancing semua ke laut..
76,"@juniorg5gti パンダンPCNですよね！
Grey headed fishing eagle いるんですよ！その追っかけですね。撮り鷹。
毎朝そこのスポットは人だかりでsocial distancing は完全無視。
最近パシリスのフクロウに押され気味です！がんばれイーグル！"
77,@GentleGiantNaz @Football__Tweet @dzuldanial18 Social distancing from the players bro
78,"@ArvindKejriwal Please go see youtube and see the situation in india how can you even compare it to singapore? No social distancing, during prayers no mask, no lockdown only as last resort, is there any contact tracing? When are yall going build new hospital ??"
79,A #hairwash before the #citywalk #wfh #healthylifestyle #7km #staysafe #mask #socialdistancing #covid19 #secondwave #wecandoit #takecareofyourself @iampimster @ Merlion Park https://t.co/QK5LIySV27
80,"So, it got me thinking now that we are in Phase 2 (Heightened Alert) in SG, which sees a reduction of social gathering from 5 to 2 people, and that at work, we needed to maintain 1m social distancing. 
Does this apply to the Transom personnel who are seen to be on duty in 4s? 🤔"
81,Social distancing is needed everywhere in PUBLIC except PUBLIC transport?
82,"@CurrymaGill Hi Karishma, attaching a picture from the original tweet, in this quarantine center, we can see both foreigners and Malaysians together in a cramped up space with little or non existing social distancing. Is this acceptable ? My tweet was in regards to this actually. https://t.co/OG5F0FQuic"
83,Someone pls educate him. Mixing covid positive patients together without social distancing is a ticking time bomb of a new Covid variant. https://t.co/2rstSID3gO
84,"Something’s cooking in the pot! My morning reading at the observation hall after getting my second dose of COVID-19 vaccination. Have you gotten yours? Stay safe Singapore!
#covid_19 #vaccination #washhands #socialdistancing #wearmask #stayhome #read #knowledge https://t.co/RYadrdjf19"
85,"A place where masks and social distancing are not mandatory anymore, vaccination tourism is encouraged, where public health orders are ignored, where quack cures run rampant, places desperately needing oxygen while locations are partying in nightclubs."
86,"Here’s wishing those celebrating a blessed Eid-ul Fitr. 
Stay home and eat kuih! 
#eidmubarak #selamathariraya #covid_19 #maafzahirbatin #stayhome #washhands #wearmask #socialdistancing #eatkuih #peacetopalestine https://t.co/8CKqGqSTrK"
87,The UK 🇬🇧 leading the way with #COVID19 recovery with #brits2021 with no masks and no social distancing  #BacktoNormal
88,"Well then. Better off hitting it indoors at home than to go to the gym wearing masks only to be allowed doing warmups and stretching. #COVID19 #SocialDistancing #StayHomeStaySafe #WearAMask 

https://t.co/BVe9bEWV0Z"
89,@LorettaTay Precisely! Social distancing what social distancing. At eateries everyone’s masks are off too and people are talking - how is that not as bad as gyms? 🙄
90,"Not sure about you, but I noticed that after Phase 3 started, social distancing ambassadors were scarce. A quarter of the people at the hawker centre in my area had their masks down. I saw an ad on Instagram looking for SDAs again 🤦🏻‍♀️"
91,@HossanLeong Yes it’s not over and everyone should remain vigilant.  The streets were still crowded yesterday and in some areas social distancing was at a minimum.
92,The set up #movieinamall #free #socialdistancing #covid_19 #singapore @ Our Tampines Hub https://t.co/Ecy5ppXmOY
93,Can you spare a square? #socialdistancing #safety #Singapore #masksandspace #covid #prevention #movieinthemall #free @ Our Tampines Hub https://t.co/rPuhHP1MWu
94,Thank you @govsingapore @sporeMOH for keeping us residents safe during this pandemic. Happy to share that I finally got my 2nd shot of @moderna_tx Pls get yourself vaccinated when it’s your turn. Keep our community safe besides mask wearing/social distancing. #COVID19 https://t.co/QPxeI3M9n7
95,How to get together ...without getting together! Social distancing means keeping a distance so a Monte Carlo type start from different parts of the island for today’s drive. @ Singapore https://t.co/LffMOX9kxw
96,"After a horrid past 14 day, was good to go to such a friendly place as 28HKS. Even though evicted at 20:30 due to full house and social distancing rules, it was still a good solo night. You know who your real friends are! Thank you #28hongkongstreet team! https://t.co/bVNK0ZVMOv"
97,"After a horrid past 14 day, was good to go to such a friendly place as 28HKS. Even though evicted at 20:30 due to full house and social distancing rules, it was still a good solo night. You know who your real friends are! Thank you #28hongkongstreet team! https://t.co/FpbpZLxYeu"
98,Why these ppl still go and protest and nvr wear mask and no social distancing!?!??? Plsssss lah.. I wanna go back UK badly. Don’t liddat leh. Let the world heal abit faster lah ppl..... I miss my kampong already u noe. https://t.co/22k6rXdSrT
99,@_andrea_arroyo Covid! Social distancing! Hahahaha
100,"ugh those sticks disguising themselves as social distancing measurement aid

but in effect demonstrating that brutal force can happen anytime

other countries give jobs to citizens to become social distancing ambassadors to help ensure safety compliance, they never carry sticks https://t.co/37Q6AIbrhu"
101,"@TIIIIIIIMOTHY People need to stop blaming the rakyat. I hate it when people be like ""tak ada social distancing, tak ikut sop, bla bla"". Yang introduce sop (govt authorities) tu la sepatutnya kena pantau whatsoever, so that everything will go smoothly."
102,@TIIIIIIIMOTHY Just look at this. Its not about social distancing. People just dont like him anymore. He disappointed everyone. https://t.co/yMSNt7Chfr
103,Saw someone tweet about how irresponsibly people are behaving and then stumbled on an Instagram story by same person socialising with a group with no masks or social distancing. Sums up Covid19 in India 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️.
104,"I always thought @DrVivekBindra  an intellectual and in this Covid era India going through hell you are celebrating your Bday with no masks , forget about social distancing.Society looks to you , Really disappointed from you #BadaBusiness #DrVivekBindra"
105,"I will continue  social distancing from some of you after all this is over. 

#MayWard #EdwardBarber 
@Barber_Edward_"
106,"So fast CB nw alrdy 1 year...
May Covid vanish in thin air...🤲
No matter wat, take care &amp; stay safe alwz! Social distancing still follow ok! https://t.co/3wYluhGCnr"
107,"Since the vaccines started, the attitude to social distancing in Singapore has really changed."
108,@AppleVGP Over here is strict with social distancing and mask. They just worried of kids passing off as adults instead 😂
109,A socially distanced Friday morning stand up meeting to get me doing for the day #socialdistancing #fridaymorning #singapore #pandemiclife @ Singapore https://t.co/g3s6qh6Tmh
110,"One year ago, this is unthinkable 😅
#Covid_19 #circuitbreakersg
#SocialDistancing
#facemasks"
111,"1 year ago today, this is unthinkable 😅
#Covid_19 #circuitbreakersg
#SocialDistancing https://t.co/gPubJhRP6M"
112,"1 year ago today, Singapore had entered the first day of lockdown aka ""circuit breaker""
Everyone had to stay at home, mainly to minimise the chances of catching the vaccineless super bug through social interactions and activities. 

#SocialDistancing 
 #Covid_19"
113,"Distance makes the heart grow fonder. 
#Covid_19
#SOCIALDISTANCING"
114,"Crowds at eateries outside are so crazy, it seems everyone’s back at the office 100% rather than 75%. Social distancing is impossible."
115,"I'm getting frustrated just by watching the news. 
These people demanded against lockdowns in their countries, but when interviewed on TV, majority of the people are not practicing social distancing, nor wearing face coverings! 🤦🏽‍♂️🤦🏽‍♂️"
116,Time flies... how did we get from social distancing to in my arms so quickly? Didnt even feel like 10 weeks.... #นิทานพันดาวตอนจบ  #1000stars 🥺🥺 i miss the show alrdy https://t.co/4Ije8HRpVb
117,"【エイプリルフールニュース】
子供たちの将来就きたい職業ランキングに変化が。これまでのYouTuberが順位を落とし、かわって一位に、Social distancing ambassador が、二位にSafety entrance の係となりました^_^"
118,"#Singapore views 
🎬 @trystane
#singapore ⁠#dmasiatravel #everythingextraordinary #remoteandaccessible #remoteaccessible #accessiblyremote #socialdistancing #marinabaysands https://t.co/KXKBQUKDTX"
119,"At 1043 on 26 Mar 2021

The art of social distancing

#socialdistancing #social #safedistancing @ Singapore https://t.co/pdJybzUSeL"
120,"OTT social distancing. Looks more like a crime scene.

看起来更像是犯罪现场。 https://t.co/tkWAgvBSGq"
121,Holi (noun): Antonym of social distancing https://t.co/qMpzyR2iZt
122,"The Anmon Resort Bintan😍
#bintan #anmonresort #Indonesia #indotravell #travel #Island #hotel #Resort #room #holidays #photography #PhotoOfTheDay #Photos #Explore #travelling #StaySafe #StayHealthy #WearAMask #SocialDistancing https://t.co/1nfv050sse"
123,@soft_wanning No f*cks given about personal space/social distancing. 🤷🏼‍♀️ https://t.co/uOTKR4wGF1
124,"Missed 3 buses in a row. Fully packed with ppl. 
So much for practicing social distancing"
125,Super impressed with the effort they put in #PestaPerdana2021 to observe social distancing measures 👏 👏 👏
126,ventured out to sketch while having breakfast. Social distancing is the norm now. https://t.co/D9QGjecHip
127,"@psych_k8 We’ve been dining in Restaurants in Singapore for months. Masks, social distancing, contract tracing, quarantine. FFS. https://t.co/AnoJZPsbSi"
128,Sunday mornings - quality not quantity? .. small numbers. Singapore social distancing requirements observed! @ Singapore https://t.co/tNjaoFd7U7
129,Social distancing to the limit! #techmeetup #chickenrice #sg https://t.co/fwIkrcikS6
130,Wanted to post a class photo to ig but my teacher said not to coz we ain't social distancing in the photo👀
131,‘Social Distancing’ https://t.co/u3NlKBljRJ
132,Tembak sambil pakai mask dan social distancing ke? https://t.co/ckZtUCyXZe
133,"Hope everybody still remember to maintain social distancing... @ Bukit Panjang, Singapore https://t.co/2TRxPskGjH"
134,"lol sometimes I wonder is there any hopeful politician that is left to steer Malaysia in the right direction. Had abit of hopes for this guy but if he can’t even digest proper social distancing, how can he lead a country ? PH PN BN semua bingung bersama. https://t.co/ik8saZv7sY"
135,On the eve of CNY tradition calls for reunion dinners when family’s get together from near and far - 2021 social distancing #cny #celebrate #family #friends #reunion #steamboat #springcleaning #staysafe 😷 https://t.co/K0mPWi37fX
136,Looks like social distancing is taking a holiday today judging from  the pre-CNY crowds
137,"Lepas ni tak perlu kuarantin, tak perlu social distancing, tak perlu pakai mask dsb. Semua orang sihat kan? 🥴 https://t.co/eK3bYpHGUi"
138,"While it was nice to go into the office for a bit today, it’s always painful to check in on my babies and seeing 200+ of them boxed up in storage like this...until social distancing restrictions relax and we can reopen our Office Game Cafe 🥺🥺😢😢😭😭 https://t.co/ThQht5isIp"
139,"At the polyclinic geylang east with mum 
Registration = no waiting socially distanced 
Doctor office = no waiting socially distanced 
Payment = social distancing died a horrible death! mass orgy for all"
140,"Sun, Sea and Social Distancing ☀️ 🏖 @ Lazarus Island https://t.co/9wQUYGu19L"
141,"Sebenarnya PKP 2.0 ni, semua benda boleh buat kecuali makan kat kedai makan. Kita amik tanggungjawab sendiri bersama, utk avoid crowded place, social distancing dan face mask. Kerajaan taknak jaga kita, kita jaga diri kita sendiri. Pergi mamputh dgn kerajaan. #MuhyiddinOut https://t.co/NPTIIN7Qht"
142,"Samsung Singapore is taking us through a use case where Keppel Offshore &amp; Marine uses smartwatches for fall detection, geofencing, social distancing, precautionary alerts, health monitoring, etc https://t.co/zDpRFuRXm1"
143,@KKMPutrajaya no social distancing...pls act asap.....😤😤😤 https://t.co/jlO3BFB1RN
144,Holly Friday #indonesiadijohorbahru #andriyfaraby #sholatjumat #socialdistancing #kjrijb @ Indonesian Consulate General Johor Bahru https://t.co/z5RuU0ytk8
145,@NasihaTaru Hhahhaha tak muat kalau rak buku kalau nak buat social distancing
146,"With auspicious red
We welcomed Chinese New Year
Together, apart

#chinesenewyear #cny #covid19 #socialdistancing @ Our Tampines Hub https://t.co/AXg9jx45u4"
147,no social distancing on the bus at all 😔
148,"#KGMU
#Lucknow 

#UttarPradesh 
में
#CoronaVaccine 

#vaccine 
लगवाकर फोटो खिंचवाना अच्छी बात है।
लेकिन हज़ूर , #मास्क क्यों हटा लिया आप लोगों ने?

और #socialdistancing क्यों maintaim नहीं कर रहे हैं आप ज़िम्मेदार लोग ?

तभी nic मीटिंग में #रजनीश दुबे चिल्ला चिल्ला कर पूछते हैं। https://t.co/eDTsRTM5qv"
149,"Accidentally elbowed someone behind me in the queue. 

Didn't apologize because fuck you non social distancing asshole."
150,@KustawBessems Hier legt een cartoonversie van Taiwans President Tsai Ing-wen op Instagram ‘social distancing’ uit onder het mom van ‘Engelse les van de dag’. (Tot zo’n dertig jaar terug was dit nog een ganzenpas-dictatuur!) https://t.co/3gxHWWVsiQ Waar is mijn Rutte-karikatuur met masker?!
151,"Boleh thumbs up 👍 je dengan jemaah tadi sebab social distancing. Itulah, so kita usaha jelah datang masjid. https://t.co/ZqN4DOE8ax"
152,Johor dalam PKP mana boleh makan ramai2..tak ada social distancing. @MKNJPM tak kompaun kesalahan ke? https://t.co/tA3UpFS8iK
153,2 doses. A minimum gap of 28 days. Keep on your masks and maintain social distancing. For the virus to be defeated and the vaccine to take effect listen to the experts. #COVIDー19 #AtmaNirbharBharat #LargestVaccineDrive https://t.co/BDbWeFuqHi
154,Fondly remembering when we could queue for hours for a single taco without having to worry about social distancing #OneTeam https://t.co/rZpGejthDO
155,"Sa 2023 pa daw talaga yung normal na normal. Yung walang mask, face shields, social distancing etc."
156,"Dan dirumah sakit itu gaada sedikitpun social distancing
 Sampai aku pikir untuk apa di rapid kalau ttp desak2 an bgni
Semua orng perlu cepat ngejar pswat blm lg yg blm chek in sama lapor bagasi"
157,"Nyampe bandara udh jam 11 rapid di bandara ngantri banget gaada social distancing sedikitpun pas bilang aku udh harus chek in dan gaada info suruh Rapid antigen
 Katanya rapid biasa cuman sampai tanggal 8 kemaren"
158,"Singapore is getting ready for the Chinese New Year of the Ox with no social distancing. 

(Some ox were wrapped in plastic bags, not real 🐂) https://t.co/WrnLDkuFFX"
159,"@AngelusArch @SnapeVoldemort @superherodaa @sekartweets Maybe instead of reading on who’s number 1 in Tamil film industry, and which actor backstabbed who, it’s more sensible to read on social distancing in cinemas and why it is important to control the spread of the coronavirus. https://t.co/2i3L2fxGuY"
160,"@FJ_Berry We have that even in every business here in Singapore... Offices, shops, restaurants. Temp check, check in via qr code and check out again, social distancing markings on floor/seats. Can't imagine it any other way, and yet....!"
161,"@zt000tz @adek_farid Ada je la chetom...
Ok2 stay safe tau...
Ingat social.distancing ngan ahboi tau..😂"
162,Nak kesian kan certain country pasal their number of COVID cases are rising memang kesian. Tapi ada country yang memang rakyat semua tak dengar cakap. Social distancing &amp; pakai mask pun susah.
163,"Either you travel, or go out of the house, practice strict SOP. QR scan, check temperature, sanitize hand, practice social distancing. Seriously it’s not difficult."
164,"😂😂😂 This is where me and the kids went yesterday. No problem with social distancing as it poured with rain all day and I'm pretty sure we were the only people there. By the way, it's impossible to breath wearing a soaking wet mask 😷 https://t.co/zWxRyQR9vV"
165,MATA SOCIAL DISTANCING
166,"The surat in the AL Quran is not able to help and pacify the Baby because of them who is still not aware of the subject and writing on the Book of The AL Quran .
I hope we will be able provide thou with more support using social distancing ."
167,"1. Mandatory mask wearing in public. No exceptions. Fines and jail for non-compliance
2. Social distancing. Enforced everywhere. Thousands of folks who lost their jobs were hired as “social distancing ambassadors” and paid decently to fan out across all public areas
2/"
168,@realDonaldTrump Racist Trump. Remember it your fault for doing nothing in December last year when you were aduved of the virus. You claimed it will disappear in 2-3 days. You have also not helped with not leading example by not wear mask and social distancing in your rallies. Time to go. https://t.co/79ehXTrRhg
169,"I used to be able to previously, unless it's some crazy, new normal, COVID pandemic, social distancing ruling I didn't know about."
170,"Scene from @DelhiAirport last night at the @airindiain counter. People not adhering to social distancing norms, lack of information with passengers from many flights not knowing where to go. The immigation and security check process were smooth. @HardeepSPuri 
@TheSanjivKapoor https://t.co/dxhmn2rl1I"
171,Wheres the fking fine for those celebrities who break the social distancing rules
172,"I am sorry to all the ships at ARC but I love how peaceful, quiet and SAFE this place really is! Muahahaha! 

Social distancing ACHIEVED! @ ARC - Alexandra Retail Centre https://t.co/I7L6m4oaHb"
173,The crowd at VIVOCITY is ridiculous! No social distancing and no crowd control! Makes you feel like COVID-19 was a thing of the past. @ HarbourFront Centre https://t.co/W7XBcC6Jwc
174,@JakubKrupa Did you note the lack of social distancing and mask of @vonderleyen and @MichelBarnier after that pathetic press call ?? Great examples.... #COVIDIOTS
175,"@Cleavon_MD Live in Singapore. Very safe. National plan and people protect one another. Mandatory masks, social distancing, technology based contact tracing and quarantine. Restaurants, malls, shops, schools open. 2 cases in about a month. Will take the vaccine when available."
176,So contradicting that I always hear Sonia on 987fm reminding others to practice social distancing.  Lol https://t.co/VFl9FEDz1j
177,This is the Tom Cruise's social distancing distance - length of his body flat.. https://t.co/QHXKa5Yg2Z
178,this girl rlly wore a ‘Singapore Social Distancing Club’ tshirt to office 💀💀💀
179,"@HarvardBiz YES.   In Singapore, good citizenship and focus on the common good over individualism are as important as wearing masks, social distancing and contact tracing."
180,"@TheRealHoarse Morning here. Heading out to do some grocery shopping and dim sum lunch. Feel safe in Singapore. Masks, social distancing, contact tracing, good citizenship. Business are open and people are complying. No magical thinking."
181,@patbourne @U2 Great music in pre-social-distancing reality... https://t.co/8Dqr39rprM
182,America get your ass together (while social distancing)!! Wear your mask to stop wearing that mask! https://t.co/uk8cLSsxxq
183,"Every day we receive updates via WhatsApp from the #Singapore 🇸🇬 government on #covid19. Today marked 14 straight days of zero local infection. 
Adherence to masking and social distancing guidelines and a national infrastructure for contact tracing is what makes this possible. https://t.co/0Iyio6Bk52"
184,"just the hustle and bustle in the morning of Deepavali, with social distancing of course https://t.co/PmCtlYMQ4F"
185,"Just in: today was the Singapore Scholar Symposium, a local finance conference w work from both faculty and phd students. 

We had it in person. W lunch and all.

(Social distancing + face masks.)

Sounds surreal, doesn't it? You can have it too if y'all comply w yo lockdown. 🤓"
186,"#Stay, Club VIBE! But social distancing so rather stay at home and create party!!!!!! #BETODAY #BE_BTS"
187,@FourFourJordan Breaks social distancing protocols &amp; all the guards have the rona now. Telles as a result is confined in the car for two weeks
