,Text
55,"Let’s Zumba with Coach Rozi and dance your festive calories away! Join us this Saturday, 5 Feb from 10am to 11am at SPACE@OTH on Level 2!

Sign up here to secure a spot:
https://t.co/dpDlHZw65y

All prevailing safe management measures apply! https://t.co/k260Y8THnU"
56,"The measures will allow higher-risk activities to resume in a safe manner, according to @sporeMOH. https://t.co/eqrFNcpKTH"
57,"US, Nato offered Moscow arms control, trust-building measures to defuse threat: Report

February 03, 2022 8:17 AMLeaked documents show both US and Nato urging Russia to restore diplomatic ties.

https://t.co/HRlylJHQ0U https://t.co/6ZalFY8nEk"
58,"认真过着属于我自己的每一天🤎

#Bonnie一日时尚

Styled and shot by @kllyhsu 
within safety measures https://t.co/eEGZbFVAKb"
59,@Independent it's the fall of western civilization as we know it. the elites are panicking and throwing out last desperate measures
60,"Italy PM lifts some Covid measures, vows further reopening https://t.co/ShdIOTlrbY https://t.co/IkyKgHyqKx"
61,"Measures cannot aim to indirectly force citizens to be vaccinated

But it is too late Singapore People Action Party 

🙃🙃🙃"
62,"US, Nato offered Moscow arms control, trust-building measures to defuse threat: Report https://t.co/47urpaUzNr"
63,"Italy PM lifts some Covid-19 measures, vows further reopening

February 03, 2022 4:01 AMDistance learning for primary and secondary school students to end, vaccination rules to be eased.

https://t.co/Z2tmwqNxA1 https://t.co/ad49Kdf5aJ"
64,"Italy PM lifts some Covid-19 measures, vows further reopening https://t.co/SmeE0CYgFb https://t.co/kiyfRQJkJa"
65,"Italy PM lifts some Covid-19 measures, vows further reopening https://t.co/AXbEqXCIXs"
66,"Swiss start relaxing pandemic measures

February 02, 2022 10:20 PMQuarantine rules and a work-from-home order will end on Thursday, the government says.

https://t.co/aWfbO1opjo https://t.co/sKDDDKUUrp"
67,Swiss start relaxing pandemic measures https://t.co/VVnzdZNXEZ
68,Swiss start relaxing pandemic measures https://t.co/CPNmwyb0Z2 https://t.co/SF219VyjdA
69,"India’s FY 2023 budget was heavily growth-focused, but with more measures to revive private sector investment and ensure a sustainable recovery from the pandemic in the medium term.  https://t.co/ES1FBE9tXx"
70,Wah the d*** k*** ig post go through more revisions than sg c*vid measures alr
71,"#poll talk of the town: last time this year, we had the least restrictive measures of 8 while the nation wasn't vaccinated. one year later, it's back to groups of 5 with some already boostered. thoughts? 

#2Feb #CNY"
72,"Large gatherings must ‘wait a little longer’ as Omicron forces strict measures: PM Lee 

 https://t.co/bdqskkmYf0"
73,"us hugely
We owed everything to scientific process

Singapore is not big country
Our hospital still have limits
So vaccinated differentiated measures is still necessary
Be grateful as we still can do alot of things within current rules"
74,"""If we continue to stay disciplined and comply with all the safe management measures, then we have a much higher chance of getting through this upcoming wave without having to kill any hamsters."" https://t.co/MW2UUivMbI"
75,"Actually Singaporeans can take preventive measures by just asking themselves ""Why is OCBC sending this to me?"" instead of just ""Follow Law""."
76,@DiegoEnPalabras @LodaBerg There are strict measures u can take to host an event. There are ways to do so as championships from other games are still running safely.
77,"Singapore hopes to ride through Omicron wave with measures tightened only as 'last resort' 

 https://t.co/bUc9HPnFk9"
78,"How might an Omicron wave develop in Singapore? Vaccinations, safety measures may 'wear impact' 

 https://t.co/b2ApgzgWen"
79,"""The designation came as a surprise in Singapore, which maintains far stricter testing and social distancing measures than in the U.S., and where the city-state’s Ministry of Health posts detailed virus statistics, in English, on its website every day. ""  https://t.co/9j4G8PvIjj"
80,Singapore may have no choice but to tighten measures if COVID-19 spread amplified by 'unnecessary' risks: Lawrence Wong https://t.co/AP5WpHdWaV
81,"Without math, how do medical doctor categorise stages in illness?

How do machine measures and describe how much of illness is present in a human body?

How do insurance and medical industry interact?

Math is everywhere"
82,Remove or Re-Calibrate The Latest VDS Measures &amp; Protect The Unvaccinated From Losing Jobs - Sign the Petition! https://t.co/5rKJNg1WHC via @Change
83,@nadiafernz Your employer did the right to protect the employees to stop the spread. Other measures is needed too because the virus is airborne and I found out when it took entire night shift office's employees.
84,"@flitz_please Up2U..but no country ever successful booster their way out, not w/out other mitigation measures."
85,"Omicron COVID-19 variant 'plainly milder'; new measures not needed, UK's Johnson says 

 https://t.co/eGz0Q0ubim"
86,My Paar EasyDens was just delivered. Measures ABV adjusted for temperature and sugar in degrees brix. Which rum should be the first to be checked?
87,The Government recently announced a package of measures to cool the private residential and HDB resale markets. Additional Buyer’s Stamp Duty (ABSD) rates will be raised and the Total Debt Servicing Ratio (TDSR) threshold will be tightened. https://t.co/4HWA5s39VH
88,"Plus: There is only a few media in CN/Chinese report the story (for many possible ""good"" reasons, I guess). However, I have seen multiple appeals/petitions like this in 2020/21, calling for an early go-back to CN despite the possible strict measures. It is indeed a big problem."
89,Workplace vaccination measures from 1 January 2022 https://t.co/13LH21cE2O
90,Updates to Safe Management Measures from 1 Jan 2022 https://t.co/18gBY8KTXh
91,Have not used twitter for years! But let me start with my thoughts on the new measures that the Singapore government implemented. #Singapore #realestate #coolingmeasures2021 https://t.co/C732Nqptww
92,sudden evolving covid variant really put all of us back to square one. With more and more cases. Counties is force to implement new measures to contain the virus. it really hit us this time. Twice 1st day concert is cancelled due to new measures.Hope jype can come out with sth
93,Singapore just released additional cooling measures for private home purchases. Do note this is “additional” on top of the standard taxes ~4% of the property price. @ChannelNewsAsia https://t.co/8qxuwJSOij
94,"Yeay! Survived the trip, didn’t bring covid back home. I’m free to go out now but will need to do rapid antigens test for 7 days, everyday! That’s Singapore’s safety measures for incoming traveller. #JustDoIt #VaccinatedTravelLane https://t.co/zqCSz6cZM8"
95,Our member to vote and decide on disciplinary measures . I hope you can understand Raeesah because the fact is that you make a big mistake .
96,Called Kolkata Airport. They said PCR test on arrival. 5-6 hrs of wait for the results! We were to fly with an 11-month-old infant! Now rethinking the whole trip. How does a 5-6hr wait make sense over home quarantine? Are safe-distancing measures even good enough to do this? https://t.co/YeM5kACdsO
97,"How is Singapore on India's list of 12 high-risk countries for #Omicron? There are no known cases here, the country is widely vaccinated and has strict safe-distancing measures @AAI_Official @IndiainSingapor @sporeMOH https://t.co/YeM5kACdsO https://t.co/HFSqdNnera"
98,Seems like people are starting to cancel their trip for December. Because of the new variant called Omicron. I’m worried that Thailand will impose stricter measures. 😭
99,"Plus govt measures all play a part the current speed of 1000/day
I do not know how future will pan out as
We have begun loosening now 
VTL is still ongoing despite banning South Africa and increasing SHM measures for high risk traveller due to NU variant
Death rate"
100,"December a litmus test that can signal need for tightening, or allow for more easing of Covid-19 measures https://t.co/Lua2w4IDUw"
101,"Unvaxxed people in S'pore cannot use PET to enter places with vaccination-differentiated measures from Jan. 1, 2022 https://t.co/nfJ1RPrTWI"
102,"Some we brainstorm and implement the safe management measures, I think most of us felt we failed them."
103,"S'pore easing Covid-19 measures step by step to avoid U-turns, human cost: PM Lee https://t.co/EBEVsfva84"
104,"New VTLs with Indonesia, India and Saudi Arabia, among others - here are Singapore's latest border measures at a glance.
https://t.co/L4IvQ2O69I"
105,@sarahcoldheart Wait people mistake for virtual drive security measures..
106,Would be great if they could find out how the transmission rate and new case numbers are still so high with all of the safety measures that are in place here. How are these numbers still so high!? How? I want them to research and report that with a sense exigency! Pls &amp; thx! https://t.co/qxKNkGmzsa
107,"As quarantine measures ease for more travellers, hotels serving as isolation facilities adapt 

 https://t.co/biRKsIiW2k"
108,"@rachel_reviews The last time I was in a very packed theatre was for Weathering with You in September 2019. I'm feeling that with social distancing measures in place, it's going to be much harder to secure good seats for the opening week...

Still hyped though!"
109,"Some COVID-19 measures may be eased if weekly infection rate drops below 1: Lawrence Wong 

 https://t.co/Ar6J9zSBhU"
110,"Quarantine, testing measures eased for travellers from several countries, including Malaysia and Indonesia 

 https://t.co/3Kq4MOc9tz"
111,Yoooo JJ's having a live show in SG?! Better have chosen a big af venue lol cuz venue capacities are cut by half bc of social distancing measures https://t.co/IEAnzLhIOl
112,"Brief queues but mostly smooth sailing as malls enforce vaccination-differentiated entry measures 

 https://t.co/bTF5cUoJwU"
113,"But this is after they tightened measures, requiring all dining in and shopping in malls to be vaccinated. https://t.co/10wqBvCid8"
114,"More COVID-19 safe management measures in Little India as Deepavali draws near 

 https://t.co/JWQVCuk8dZ"
115,"Protests in Italy over anti-virus measures turn violent

https://t.co/hFaD9VoyAK"
116,'I'll die before taking vaccine': Sceptics in S’pore angry with new vaccine differentiated measures https://t.co/eUS7ZwOnPx
117,Such a stupid speech- so much lip service. So many claims about how we are stronger and more resilient but we are still only allowed in groups of 2?? The ‘new Normal’ is not normal but there are still safe management measures? This is crazy
118,sounds like no new loosening measures… next!
119,"The end of an era - we really need more focus on the impact these lockdown measures are having on our F&amp;B operators. Who will be left standing?

https://t.co/o0w1766Cc6

#boatquay #singapore #covid19 #pennyblack #pennyblackSG #aussiesinsingapore #aussieexpat"
120,@TomPepinsky They also take out tape measures to make sure seats are at least one meter apart… exact to the centimeter…
121,ฮาโลวีนไนท์ปีนี้โค่ด lame อห แต่ก้เออเข้าใจแหละ covid measures 🥲
122,Some of y'all here complaining about every single measure. If there were no measures y'all will find smth to complain about too pls
123,"Good morning #tuesday 
It’s gonna be a slow week. With the new measures in place. #singapore #staysafe @ Singapore https://t.co/deWtOlBOcR"
124,"Unpopular opinion - I think the current tightened measures are needed because some people just don’t understand the severity of this virus. And the vaccine is not 100% effective so please, stay safe and bring your brain with you when you are heading out."
125,"Passenger limits for taxis and private-hire cars as part of tighter COVID-19 measures

https://t.co/YpccYKXoyR"
126,"Passenger limits for taxis and private-hire cars as part of tighter COVID-19 measures

https://t.co/YpccYKXoyR"
127,"Passenger limits for taxis and private-hire cars as part of tighter COVID-19 measures

https://t.co/YpccYKXoyR"
128,Words of wisdom from #Singaporeanoftheyear Our measures need to be guided by science and data rather than conservative policies @DrGopalIyer @JenL_ViREMiCS @EngEongOoi https://t.co/euqkw0csJv
129,"overheard this morning : “sir we should probably eat before we can’t anymore hahaha” this afternoon “… in case measures tighten”

now: https://t.co/rwYVNEkHkE"
130,"Govt measures will necessarily be reactive to covid at times.

U dunno now what u dun know.

U cannot be building things before hand as it cost alot of money and effort. 

Just like covid has time lag.

Govt policy and execution for 5 million people has its own nature."
131,"@RaajSanand @kunalsaraogi धुंधकारी महोदय@RaajSanand unless CE by China(28%), US(15%), India(7%), Russia(5%) and Japan(3%) goes down whatever measures RoW take its not gonna help do check contribution of Thermal Power to Carbon Footprints for these countries and do search ""धुंधकारी""(dhundkari) on Google 😂"
132,"https://t.co/MTnOTXoYYD
“But the strict mitigating measures do cause other problems. To keep hospital beds free for Covid-19 patients, a lot of non-urgent treatments are being postponed. Which have costs too” lots of other interesting trade offs discussed"
133,"The notion of moving back to imperial measures for UK is absolutely ridiculous. But it panders perfectly to the outdated notion that Britain was “great” in the 70s and the EU is to blame for everything. If you’re old enough and racist enough, you’ll happily agree with it! #sad"
134,"Singapore room for people dying is definitely going to go up eventually as our numbers have been low due to extra protective measures of govt and planning ahead.

But as whole world , whether they have die alot already or die little, is opening up business, except few"
135,"It's time. Mandatory by law... 
We should start making it 

S'pore should make Covid-19 vaccination mandatory, so measures can ease for everyone
https://t.co/u3mSPMsrVK"
136,"More Covid-19 patients can recover at home, shorter quarantine: New measures at a glance https://t.co/5cLnTgSebh"
137,"If you are curious to understand the languish + frustration of Singapore’s residents with Covid-19 restrictive measures in the county, read here 👇 https://t.co/UBQfVmXc8C"
138,"The best solution is a educated public who ownself know what to do once govt said we need to help with ICU risk. 

Singaporeans should not be so daft.

It's not even rocket science.

Even more student maths questions are way harder on what are covid measures u should do"
139,"Govt is right to shift responsibility to public now.

It's not the time to use govt money or future unborn babies savings..

Alot of covid measures is actually best public ownself heed command and they reduce accordingly.

This will best solution.

Not all business will"
140,"Singapore: ‘while the authorities will refrain from taking “last resort measures” including going back to the heightened alert, or the circuit breaker, they will not rule them out.’
https://t.co/MJSxjVtxRy"
141,"Do you know?

People who watched movie trailer goes straight to hell.

I am too woke to watch trailer. There is no foreplay needed.

Just go to the main course or dun go. No half fuck measures.

Hence I am definitely going to heaven."
142,What will be the control measures after entire population is vaccinated?
143,"Slog like here.

It's public turn to do their part.

Adjust your lifestyle .

Our era now at this juncture is to test regularly ourself. Continue good safety measures. Follow the rules .
And help convince to vaccinate those not vaccinated yet."
144,"Govt will continue to do all the other measures other than tightening the restriction or circuit breaker.

But the responsibility is now expecting individual to finally do their part.

Govt cannot be using up our coffer.

New behavior from individual is must.

Without teamwork"
145,Melbourne Lays Out 70% Vaccine Target for Easing Strict Measures https://t.co/67FWtTsZcO
146,Also I've been seeing takes where people say the merging of schools and faculties are cost cutting measures therefore not at all surprising- I don't disagree but that doesn't make it mutually exclusive to just cost cutting.
147,"[LIVE] National Day Rally 2021 - PM Lee Hsien Loong's English speech https://t.co/Q8l9u7ZQU8 via @YouTube

Platforms better take this as a strong signal that the G is going to crack down on the gig economy. Never let it be said that they aren’t afraid of heavy handed measures."
148,"After more than 1.5 years. Finally got to attend my 1st live concert! With small audience due to social distancing measures.

Candlelight: A Tribute to “Queen” at the old Parliament House’s Chamber.

#Candlelight https://t.co/6ZOdLdRbsA"
149,"SG is moving to a tiered system -- differentiating countries into 4 categories w/ border measures. Category 1 ‘very safe’: 🚫 quarantine. Category 2, similar risk to SG, 7-day SHN at 🏠. Category 3, ⬆️ SG’s risk level, 14-day SHN 🏠. Category 4, + ⬆️ risk, 14-day SHN at 🏨. https://t.co/9H5kC1ODVy"
150,"Yoooo!!! We backkk! (With safety measures) Open Mic Comedy!

20th August - https://t.co/jSHsRbqFoA
21st August - https://t.co/CmLWOkesAI https://t.co/jwZSW6eI1w"
151,"Right in front of stage. From my understanding it's less than 50 ppl due to social distancing measures. This is on level 5 black box @ Drama Centre, Victoria Street https://t.co/9cU8DSkjDN"
152,“Guidance on Improving Ventilation and Indoor Air Quality in Buildings amid the COVID-19 situation” provides building owners and facilities managers with updated recommended measures to enhance ventilation and air quality in indoor spaces. #covid19solutions #changiairport #jewel https://t.co/Nl68B72U63
153,@CaptainIberia Just because of the early morning or because of COVID measures?
154,"Ho Ching also reminded people in Singapore that the current measures are only a ""small inconvenience"" compared to what frontline doctors and nurses have been doing.

Alot of Singaporean anti vaxxer and anti govt people talked as if they are frontliners like that."
155,"Cancel culture so scary now every video I see they have to start with saying 

""This video is film with safety measures of the current time ""

Damn boliao.. just shoot the video and ignore cancel mob.

Let cancel mob prove how they know the video is break what rule."
156,"Starting tomorrow (10/08) 🇸🇬 will start it’s planned measures to slowly opening 🇸🇬.

Now people here are classified not based on exposure but rather as vaccinated or unvaccinated. There are more strict limitations for unvaccinated individuals.

https://t.co/IztAOUnnCb"
157,Desperate times call for desperate measures. I certainly am despairing. Hmm…
158,🤔🤔 Until when kaha before complete u-turn again? SG all out endemic measures. https://t.co/woQ8RIRTIR
159,"If you completed your Sinovac jabs, you’re considered fully vaccinated in Singapore. A string of new “endemic living” measures including lifting of dining bans were just announced https://t.co/VViziAEk8V"
160,"Hit it Dj, some serious Covid safety measures taken here @wsingapore @ W Singapore - Sentosa Cove https://t.co/uDrnGTvP5A"
161,Even the monkey also taking safety measures https://t.co/d3n19SrK8y
162,@dangerfield777 @idhi_nene Safety measures chuskuni chei baa.. sky diving okati undi naku list lo.. Dubai trip veste cheyyali
163,"I know we have better understanding and control measures than back in March 2020, but can’t help feeling like we are going back in time."
164,"🇺🇦 #SafetyinUkraine

In these pandemic times, it is more crucial than ever to adhere to all precautionary measures to ensure that you have a safe and fulfilling vacation

Check travel Information here ➡️ https://t.co/IaHoT1gHWq…

📸 Valentyn Vais https://t.co/wsx5JqE4z3"
165,"Only fully vaccinated individuals can go to the gym or dine in after the easing of the current Phase 2 (Heightened Alert) measures, according to Finance Minister Lawrence Wong. 

➡️ https://t.co/bxpjEFB4U3

Follow us on @mothershipsg https://t.co/AJgIr8SQkI"
166,"#simplywrapps #Soba with Grilled Cajun Chicken Thigh,  tasty choice, and scrumptious with generous salads and #veggies yet smooth with the noodles &amp; sousvide egg. Photo during pre heightened measures. https://t.co/Llh7qdsDKi"
167,"I legitimately feel this is really stupid. There’s no harm in NOT celebrating it and observe safety measures/precautions instead, and have JUST a National Day Rally. With that expenditure, the govt can allocate a budget for a 1 time grant to those affected. Example: F&amp;B industry. https://t.co/MOvzYtG4Lw"
168,Unprecedented times calls for unprecedented measures. https://t.co/ciICimwhwg
169,"Fully agreed. KTVs should just be shut down permanently or for the next 5 years, and gyms, who haven’t caused a single infection, should be allowed to remain open with measures in place. Can’t brain the measures.

https://t.co/AkjMDw5iVE"
170,last breakfast outside before the commencement of phase 2 coronavirus measures! https://t.co/LuhbjACMEE
171,"Grateful that @hear69sg and I got to catch the Substation’s last show and see a handful of friends before the Phase 2HA measures kicked back in. Dancing in your seat isn’t the same as moshing at a packed show, but any chance to see live music nowadays is a massive blessing 😩 https://t.co/s8JFn8QnCz"
172,"Brave decision, given the measures go over the national day."
173,"Lockdown crap can happen but so far we are no where the criteria!!

Stop misreading the signs like misreading someone anus lines pattern ..

We need govt to build up our capacity of Testing and tracing and managing logistic of safe measures!!!

If we blanket no dine. Close shops"
174,"Beautiful and perfect day to chill out with family at shangrila rasa sentosa😌☀️Awesome staycation👍🏻

The covid-19 measures will be more strict from next Monday due to it's getting increasing infected people again😮‍💨 https://t.co/yswJ2vwUdh"
175,When we bumped to each other and ends up having dinner 🥰 Making the most out of it Before tightening the Measures.❤️ https://t.co/HzQgdpJMGN
176,"ほらー、言わんこっちゃない。笑

Tighter Covid-19 measures introduced again for indoor gyms and fitness studios
https://t.co/rC5QmFtAYH"
177,"Right now.. govt is doing targeted measures..

So that everyone else can work.

Just send many people to quarantine.. cover the weak spot where people tend to not be traced ..

Then it will be controlled.. and numbers of cases will stabilise even if cannot get zero"
178,Win liao. Hari Raya Haji confirm back to  stricter measures. https://t.co/6f6WIs4qXr
179,Why are they targeted but not the politicians who flaunt and show blatant disregard for the MCO measures and the law in some cases? Malaysia is sadly going down and it pains me to see it. https://t.co/x7ODp3mdxD
180,"Unlike in Malaysia, Singaporean adhere to strict safety measures to live alongside Covid19, a standard Malaysia unable to achieve due to their conflicting political views. @KKMPutrajaya https://t.co/LFm8RrCQbi"
181,"The “immunity debt” phenomenon occurs because measures like lockdowns, hand-washing, social distancing and masks are not only effective at controlling Covid-19. They also suppress the spread of other illnesses that transmit in a similar way, including the flu, common"
182,"News story: China's Jun new energy vehicle (NEV) production and sales reached new highs in response to a strong recovery from the Covid-19 pandemic and supported by the govt's stimulus measures | #EVs #batteries #lithium

#ArgusMetals article: https://t.co/3tkazL3CFT https://t.co/53rMVYiGIs"
183,"🇸🇬 Updated Covid-19 Measures from July 12, 2021 @ChannelNewsAsia https://t.co/66wxMJCw8I"
184,"Close our economy. 

The draconian measures are needed cos vaccine is available now and they are mostly risk free.

If they choose not to take.. and hosptialisation or covid severe I jury and death go up, 

We will act in favour of those taking the vaccine who took the risk and"
185,"Unvaccinated teens are Britain , as well as Singapore, weakest link.

Teens and parents have to make their personal analysis after govt has put out the data and the persuasion.

If hospitalised cases shoot up.

The govt will be forced to make fraction measures.

But we will not https://t.co/ndJTxf70PM"
