,Text
48,"Do you have questions about the PPP or Paycheck Protection Program grant? The @ToledoLibrary &amp; @SBAgov  are hosting a Zoom question and answer period:
November 20, 2020
1- 2PM
Registration link: https://t.co/fnDPi5c97d"
49,@senatemajldr Are we still talking about blue states?  There are a lot more of them now. Do you plan to punish them too? Do you think anyone believes you care about paycheck protection? Bring the act up for a vote. What are you afraid of? Monster.
50,@leoarmbrust @MarkFellers66 @CalCowboy2020 The monies given to the Church were from the Paycheck Protection Program created time help small businesses and nonprofits.
51,I'm excited to attend Paycheck Protection Program Forgiveness Process at 2020 Mass. Black Expo tomorrow morning! @BECMAinc https://t.co/VPcX5DtDp8 @massblackexpo @sched
52,"Pelosi blocked the second stimulus, lockdowns dont help and is up to individual governors, WHO and CDC has released guidance on avoiding infection, no assistance to workers? Do you not remember the Paycheck protection program or mandatory leave? https://t.co/drxovvabah"
53,"4. Extension of the Paycheck Protection Program with greater focus on our very small, very unique businesses. We will be shut down the longest, so emphasis should be placed on event-based businesses #paycheckprotectionprogram"
54,Paycheck Protection Program fraud accusations continue to grow | Fox Business https://t.co/6DMJUNxsNm
55,UW-La Crosse sets online Paycheck Protection Program loan forgiveness sessions https://t.co/cG3KrprhAE via @La Crosse Tribune
56,Loan forgiveness available for Paycheck Protection Program https://t.co/WscMcskQ3l @SBAgov
57,"Her opponent received an unprecedented amount of money &amp; accused Collins of doing nothing for the people of ME even though Collins authored the Paycheck Protection Program, and her opponent closed the ME legislature—did literally nothing for the people of ME—during the pandemic."
58,"@SteveScalise @HouseGOP 🚨 Weekly Reminder: @GOP is STILL blocking bipartisan Paycheck Protection Program aid for workers and small businesses.

Americans in need don’t have time for her petty political games. They need help NOW."
59,"@gc_psk @g_bonfiglio He cannot order a national lockdown. That’s up to states when you look at US laws.

Federal response could cover paycheck protection and business relief to offset state lockdowns. It could fund test/trace/isolate efforts. Lots he can do but he can’t do that."
60,Just found out that PPP stands for paycheck protection program. This whole time I thought people were talking about personal pan pizzas.
61,"Harry’s Pizza Market pivoted by renovating their diner dine-in into Wisconsin’s first Roman style pizzeria in response to #COVID19. “The #PaycheckProtection money came really fast which was a big help,” says owner Al Latifi @SBAgreatlakes @ShebCoEDC @KohlerCU https://t.co/i4bjuV7AQc"
62,@SBAgreatlakes 🚘 in #Manitowoc &amp; #Sheboygan counties. First stop: @sepiachapeltworiverswi renovated a church in #TwoRivers for weddings and events. Owners Gina &amp; Barry Krahn have used @SBAgov financing and #PaycheckProtection. @uwgbsbdc https://t.co/NSQwz1TDz3
63,"Blue Mountain Electric is one of 1,000+ small businesses &amp; nonprofits in Island County that saved jobs with the help of a federal Paycheck Protection Program (PPP) loan. https://t.co/cPiRPDor7b"
64,"@cummings2020 can do a better job than @AOC @RepAOC to work for our district. This Is Rep. Ocasio Cortez voting record. This Rep. voted No/Nay on Paycheck Protection Program, Restoring Tax Fairness in the States (who is this Rep. protecting??), appropriation bill for FY 20-21 https://t.co/7vA14YFROT"
65,@KimKardashian Documents reveal that billionaire Kanye West’s fashion company Yeezy received more than $2 million through the Paycheck Protection Program (PPP) — he owns 100% of the company which Forbes estimates brought in close to $1.3 billion in 2019.https://t.co/9fV3y3nOkj
66,"Remember when, ""Billionaire @kanyewest's fashion Co. #Yeezy received &gt; $2Mil through the Paycheck Protection Program (#PPP). He owns 100% of the Co. which Forbes estimates brought in close to $1.3 billion in 2019."" 
Glad to see the servers are wearing 😷s.
https://t.co/zuPiy5hNma https://t.co/px4LvggB5Z"
67,"@MediumMyke It's Nancy Pelosi and the Dems to blame. They voted twice (Sep10 &amp; Oct21) to block the passage of $500 billion bill that would include a federal unemployment benefit, Paycheck Protection Program funding &amp; additional money for more COVID testing and schools https://t.co/2Khu5i0A9h"
68,@FortyDeuceTwits No no no get the rest of the story. The owner took millions for employee paycheck protection and spent it on stock instead. This is not on the up and up. Search twitter for the strand.
69,"Jazz Clubs Are in Crisis - JazzTimes https://t.co/Vs8ZrfryAF

John Dimitriou, owner of Jazz Alley in Seattle, is busy, but not with jazz. With help from the Paycheck Protection Program, he’s been able to retain members of his kitchen staff &amp; prepare meals for the needy."
70,"Businesses would have more money if Congress would approve more Paycheck Protection Program funds, along with comprehensive #COVID19 relief. 

#Debates2020"
71,"The bill includes increased federal unemployment benefits, another round of funding for the Paycheck Protection Program, money for schools, a small business rescue program and liability protections for businesses."
72,"Susan Collins did not WRITE the Paycheck Protection Program. She contributed to it along with several other senators. Given that it helped more wealthy businesses than it did small ones, she shouldn’t be bragging anyway. #votesaragideon"
73,@RealAaronWiles @nowthisnews @KardaszMichelle @ewarren Probably because there are many more issues that need addressing than just paycheck protection- that doesn’t help small businesses and restaurants that have overhead and other expenses- it takes so long to get the help to those who need it-it’s not efficient to do it piecemeal
74,"Confederate McConnell announced that the Senate’s “first order of business” when it returns on Oct. 19 will be to vote on a coronavirus relief bill, funding for the small business Paycheck Protection Program. &lt;-- this ain't nothing but class warfare. #capitalism"
75,The PPP is the small business association Paycheck Protection Program in which people get a paycheck from the government to help pay bills while everything is shut down. Nancy Pelosi has been sitting on the legislation for the second one  .... https://t.co/uWGvWOwd6V
76,"@ChadPergram @realDonaldTrump Majority Leader Mitch McConnell is set to vote on a $500 billion stand-alone bill to extend the Paycheck Protection Program, a loan for businesses to help retain employees during the ongoing coronavirus pandemic."
77,Paycheck protection program https://t.co/cRGhq0JbLs
78,Mitch and rest of republicans go home to a lap of luxery so why would they have feelings about me and my neighbors losing our home for paper boxes. Paycheck protection is a way to take s.s. puts no money in american peoples  pockets vote to remove all of currupt#mitchmconnell
79,"Seems like we need a different style of paycheck protection program. we need to be able to protect the American people, who are not cronies. we need to put in more safeguards to prevent future generations of crony capitalism. https://t.co/fWF3waX9Rx"
80,"Congress has allocated nearly $3 trillion since March &amp; passed the bipartisan Paycheck Protection Program Senator Collins co-authored, which has provided more than $2 billion to 28,000 Maine small businesses helping to sustain 250,000 jobs #mepolitics https://t.co/wSaMgqeflK"
81,"Gov. Lamont says the state’s Paycheck Protection Program and Bridge Loan money ran out. Next week, state rolls out new grant program. $50 million, focused on small businesses (1-20 employees) #wfsb"
82,"“Wealthy hotel conglomerates that have violated the Paycheck Protection Program at the expense of struggling workers should be prosecuted to the fullest extent of the law,” said @kpetersen11, co-president of Unite Here Local 11. https://t.co/hGGCJKpCtP"
83,"Update from @senatemajldr McConnell: “When the full Senate returns on October 19th, our first order of business will be voting again on targeted relief for American workers, including new funding for the PPP.” (Paycheck Protection Program)"
84,@JakeSherman Didn’t the paycheck protection program funds go to a bunch of trump henchmen with no oversight allowed?
85,"GOOD: Paycheck Protection Program loans are presumed to be forgivable, provided that small business owners meet certain criteria. Typically, debt retirement is treated as taxable income; however, that won't be the case with #PPPloan  forgiveness. 1/

https://t.co/cXQCV8MkJO"
86,"@Salilacharya Why restaurants, don't think anyone has been helped.. no stimulus packages, no paycheck protection programmes, no forgivable loans, nada.. its amazing!"
87,"Small-Business Loans Will Be Forgiven, but Don’t Ask How: Owners are flummoxed by how the loan forgiveness phase of the Paycheck Protection Program will work, as lenders await clarity and guidance. https://t.co/ilA2BoHEvc (vía NYtimes) https://t.co/MmmxnqmOgA"
88,"Today, the @SBAgov released a simpler loan forgiveness application for Paycheck Protection Program loans of $50k or less. Helps assure loan forgiveness for small businesses who need it most https://t.co/245wH7yTXp"
89,"@SteveScalise The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
90,"@KlasfeldReports @SpeakerPelosi @RepRaskin The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
91,"@TimRunsHisMouth The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
92,"@marklevinshow The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
93,"@thehill The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
94,"@Kellylivlifenow @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
95,"@Thompsonmr70 @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
96,"@cjkcirca68 @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
97,"@ericdahlberg @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
98,"@boopluver @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
99,"@KimVanlenten @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
100,"@jj_talking @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
101,"@KarenBeishuizen @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
102,"@jenkinsnicole12 @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
103,"@africanartemis @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
104,"@loladeantonia26 @SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
105,"@SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
106,"@SpeakerPelosi @mitchellreports The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
107,"@SpeakerPelosi @RepDebHaaland @NormaJTorres The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
108,"@SpeakerPelosi @Morning_Joe The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
109,"@SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
110,"@SpeakerPelosi @NitaLowey The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
111,"@SpeakerPelosi @HouseGOP The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
112,"@SpeakerPelosi @NewDemCoalition @RepDerekKilmer The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
113,"@SpeakerPelosi @FaceTheNation The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
114,"@SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
115,"@SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
116,"@SpeakerPelosi The House &amp; Senate should IMMEDIATELY Approve 25 Billion Dollars for Airline Payroll Support, &amp; 135 Billion Dollars for Paycheck Protection Program for Small Business. Both of these will be fully paid for with unused funds from the Cares Act. Have this money. I will sign now!"
117,"Please join us in congratulating Theresa Privette on being Employee of the Quarter. Theresa played a large part in the facilitation of the Paycheck Protection Program at FNB and helped many commercial customers.

Thank you, Theresa, for all your hard work! #workatFNB #banklocally https://t.co/qXsgRLNh2i"
118,"@rfortrue @marcorubio Your were elected to serve America, you weren't elected to have a partisan fight over adding another $250 billion to the Paycheck Protection Program, which ran out of funds in just two weeks because the corporation that fund your campaign got the chunk leaving us without funds. https://t.co/36Gz2BUN8l"
119,"@LadyBugAssassin @JsinLegacy I maybe wrong, but didn’t they give a bunch of money to execs? I didn’t really follow it too deeply. The paycheck protection program was bullshit if they still laid people off smh"
120,Paycheck protection where?🤔🤔🤔 https://t.co/tI1vFBgFHf
121,Through the paycheck protection program ..... that they refuse to fund now????
122,What’s the paycheck protection program? We have one of those??
123,"@ShareKhan2020 Paycheck Protection loans translates to $1,200 payments to the people."
124,"@realDonaldTrump Trump called on Congress to IMMEDIATELY approve $25 billion in airline payroll support and $135 billion in funding for the paycheck protection program through unused funds in the CARES Act, before adding that he would sign a standalone $1200 SO HUGE CORP NO UNEMPLOYMENT AGIN WOW"
125,"Trump called on Congress to “IMMEDIATELY approve” $25 billion in airline payroll support and $135 billion in funding for the paycheck protection program through unused funds in the CARES Act, before adding that he would sign a standalone $1200 SO HUGE CORPORATIONS NO UNEMPLOYMENT"
126,@realDonaldTrump Go to bed donnie...I bet ya 50% of paycheck protection is fraud.
127,The Paycheck Protection Program failed many Black-owned businesses https://t.co/Xp565EGdQo
128,"Warner asked the business owners how many got Paycheck Protection Plan loans — most raised their hand. Says a number of his Republican colleagues “don’t want to spend another dime” to help. Restaurant Act, $120million....”PPP on steroids,” was in House bill that passed last week."
129,"#ChaffeyFCU supports small businesses! We are proud to have provided 84 of our members with Paycheck Protection Loans worth a total of $3.05 million during the pandemic. Click the link below to read more about what we're doing for local businesses. 👇

https://t.co/ClTqkccxtA https://t.co/421tSYL9k7"
130,"Need to go back to hard core phase  1 shutdown. Only this time, $2000/month to every adult under 100k, New rounds of paycheck protection loans with special considerations for bars/restaurants about leeway paying them back."
131,"🙏🤞
With the President's diagnosis, perhaps more empathy and compassion have evolved. 
Lets hope they reach an agreement! 
Aid for schools, paycheck protection, childcare support, airlines, and stimulus checks.  https://t.co/CVdqV6Qtf9"
132,"He is also suspected of transferring $2 million of taxpayer funded Paycheck Protection Program (PPP) loans to his personal bank account. But there's more.
https://t.co/PqJ5MRURsj"
133,"WHEN #Democrats take back #Senate the first orders of business should be #paycheckprotection #Caresact and #VotingRightsAct then the National Defense Protection Act immediately deployed period! To begin fixing #COVID19 
💄Sheritha"
134,The Paycheck Protection Program has doled out billions in forgivable pandemic relief loans to businesses. Explore CNN’s database to see where much of that money went. https://t.co/nmQ7rEbNDz another example of PPP #fraud @FraudNY @Insurance_Fraud @NewYorkFBI @TheJusticeDept
135,"“The owner of the DoubleTree hotel accepted a loan of between $1 million and $2 million from the federal Paycheck Protection Program, with the stated intention of retaining 176 jobs. But months after taking the money, the hotel doesn’t seem to have anywhere near 176 employees.” https://t.co/LlkSCjY6pE"
136,The Paycheck Protection Program has doled out billions in forgivable pandemic relief loans to businesses. Explore CNN’s database to see where much of that money went. https://t.co/WGjPZBDPND
137,"“The findings reinforce long-standing concerns that the Paycheck Protection Program...was accessed by financially healthy companies that could have gone without a bailout.” 

https://t.co/4k5QI4ZBLP"
138,"As Congress heads home for the weekend, the fate of #COVID19 relief remains uncertain.

I spoke with Ohio GOP @RepSteveChabot today about his new effort to restart the Paycheck Protection Program that so many small businesses have relied on.

From @SpectrumNews1OH this evening: https://t.co/xHKtujo6XY"
139,"Well Goldman Sacs thinks I’m pretty good at my job, heading up a special small business paycheck protection program piloting off with 200 small businesses to create forgivable loan packages for these businesses to pay their employees and help them get through the Covid-19 crisis https://t.co/t7XibmY1pN"
140,A billion dollars meant for Covid was funneled by the pentagon to the military industrial complex (not including paycheck protection). @EsperDoD is an evil sonofabitch
141,"1.5 million Georgia jobs saved by the Paycheck Protection Program  👏👏👏
https://t.co/CkjyjbUIF0"
142,Giuliani’s Payroll Company Got a Paycheck Protection Loan But Lists No Employees https://t.co/Lx2h0b0YIW via @truthout
143,"""It was called the Paycheck Protection Program. It was meant to trace payroll, and what we see is that it traced payroll. It’s just that the tracing of payroll wasn’t that correlated to where COVID-19 was the highest."" https://t.co/Rn857fIRBU via @chicagoboothrev"
144,"@senatemajldr @SenToddYoung Mary Woodward said ""Kentuckians pocketed one-time $1,200 stimulus checks and over $48,000 businesses received Paycheck Protection loans. Wealthy business owners and corporations also reaped $86 million in taxpayer funded relief... as small businesses shuttered their doors."" https://t.co/t2q7JSMG9V"
