,Text
74,"#SIEDC Paycheck Protection Program #Webinar Part IV

January 27, 2021
3:00 p.m.

Panelists include James R. Grimaldi of Citrin Cooperman. 

To RSVP for this webinar and to receive the access link email jaclyn@siedc.org. https://t.co/rKX2cIX17K"
75,SBA to reopen Paycheck Protection Program on Jan. 15 https://t.co/BoeEMnkb8m
76,"Thank you @SenSchumer for making sure newspapers across the country are able to benefit from the lifeline of the Paycheck Protection Program. Reporters and most importantly, the readers, will benefit from continued strong local reporting. It’s never been more important. https://t.co/rmL95Rzj3p"
77,"#PPP is back!

In 2020, DC businesses and organizations drew $2.2B in #PaycheckProtection forgivable loans

Let’s exceed that in 2021! https://t.co/6UsvKiisQS"
78,"🚨Small Businesses / Non-Profits🚨 2nd Draw PPP loans are available today for organizations in underserved communities.

If you’re looking for a lender? Use @SBA_Houston’s lender match tool!⬇️
https://t.co/NlOjeV4Jps

@SBAgov @SBAJovita #PaycheckProtection"
79,"#SIEDC Paycheck Protection Program #Webinar Part IV

January 27, 2021
3:00 p.m.

Panelists include James R. Grimaldi of Citrin Cooperman. 

To RSVP for this webinar and to receive the access link email jaclyn@siedc.org. https://t.co/qJNQQE411Y"
80,Some small businesses can start applying for new PPP loans right now. The Paycheck Protection Program money could help struggling business owners. @SBA_Tennessee wants people to reach out to their office to see if they qualify to apply now. https://t.co/h4CaHQCLWO
81,"#SIEDC Paycheck Protection Program #Webinar Part IV

January 27, 2021
3:00 p.m.

Panelists include James R. Grimaldi of Citrin Cooperman. 

To RSVP for this webinar and to receive the access link email jaclyn@siedc.org. https://t.co/TpypCENUtj"
82,Helpful summary: Paycheck Protection Program – Where Are We Now? An Up-To-Date Guide to the Paycheck Protection Program https://t.co/PjcLc6mzpV
83,"Happy 😃 Tuesday!
Top Stories...
-Paycheck Protection Program challenges
-LA’s healthcare system still massively overwhelmed 
-Democrats say they will move to impeach President Trump a second time
#Cbs21NewsThisMorning 📺 is on NOW! https://t.co/OPkaMHCmsT"
84,"January 13th PPP UPDATE WEBINAR

@NexTier Bank invites you to join us to review recent Paycheck Protection Loan updates and second-draw applications with our CEO, Clem Rosenberger. Sessions will be hosted at 9:00am and 3:30pm.

Details can be found at:

https://t.co/KKDrEIZFq8 https://t.co/iTZxM7Wcnq"
85,"Today marks the opening of the second round of the #PaycheckProtection Program (PPP). Women, minority, and veteran organizations will get priority to these funds. 

I have a small list of initial banks participating, DM if interested.

https://t.co/61oBJ0OmRS"
86,"The Paycheck Protection Program (PPP) is re-opening with new guidance on who shall receive benefits. The first set of loans are being distributed today, January 11, 2021, and will only be available to small businesses that did not receive benefits from the program back in 2020. https://t.co/1HIBIWlirE"
87,ATTENTION NYC SMALL BUSINESSES: Federal Paycheck Protection Program reopens today. @NYC_SBS  is offering technical support for NYC businesses👇 https://t.co/gCj2tacTH8
88,"As a CDFI, @SunriseBanks Receives Early Access to Paycheck Protection Program Funding. Are you a small business and want to learn more? Check out the latest here:
@CDFIFund  @BCorporation @bankingonvalues https://t.co/LWt1CCq1qe"
89,"A saving grace for small businesses across the country. The Paycheck Protection Program will re-open for applications starting tomorrow. We’ll have everything you need to know about applying on https://t.co/Sv7ZqcApyD
@14News https://t.co/NYZXlNtBZB"
90,"The SBA #PaycheckProtection Program will re-open the week of January 11 for new borrowers and certain existing PPP borrowers.

For more information visit: https://t.co/y6QLiX2qph https://t.co/Fi4Zn34T1R"
91,"Small-Business Paycheck Protection Program Will Restart Monday. Initially, only community financial institutions will be able to make first draw loans to prioritize underserved borrowers, many who were left out of the last round. https://t.co/gjiHhmAOLN"
92,"The Paycheck Protection Program, a vital lifeline that helped keep small businesses afloat during the coronavirus pandemic, will reopen to applicants on Monday, the Trump administration announced Friday. #PPP #economicrecovery
https://t.co/NERmTzYfeG"
93,"💰 A crucial part of the $284 billion restart of the #PaycheckProtection Program (PPP) is about to get underway; the @SBAgov released guidance for the program: @SBA_Wisconsin

https://t.co/DJNtCxfoVL"
94,"🚨🚨🚨🚨 BREAKING NEWS: The @SBAgov just announced the Paycheck Protection Program (PPP) will RE-OPEN NEXT WEEK! 

Learn more ⬇️ https://t.co/yxFCMiy2Na"
95,"What I know to be True:  

All work has dignity. All paychecks must too. 

Union Way of Life is sacred + built this nation.

Healthcare is a basic human right.

LGBTQIA 🏳️‍🌈 deserves Equal Protection Under The Law.

Immigration Makes America, America 🇺🇸
https://t.co/x7TVtn01oI"
96,"@FrakerMonica Full-on Q-Nut was guy in Pelosi’s chair. And he may have taken $9,300 in Paycheck Protection ...Clearly a  socialist ?  😂 or National Socialist ? 
https://t.co/kjHnYzeFUM"
97,"Is your small business #PPPready?

In 2020, DC businesses received 💲2️⃣.2️⃣billion thru the Paycheck Protection Program (PPP), the federal govt’s forgivable loan program

Join us at 4 pm to learn how to take advantage PPP in 2021: Channel16, https://t.co/ZIY0P1tkbm or @MayorBowser https://t.co/lLWYMjVLxk"
98,"@JohnCornyn you are an ass. How Texas elected you is a wonder. Yes better stewards protect business from employee lawsuits. Paycheck protection? Small busibess help? You wouldn't let them borrow less than $250,000! And small business doesn't want that much. Just BIG ones who"
99,"@Gustavo65624352 @SenSchumer @NATOcinemas @SBAgov Things like the Paycheck Protection Program (PPP) and Economic Injury Disaster Loans (EIDL), to name two."
100,"@michaelharriot @JTGatlin That’s ridiculous. A whole lot of that went to paycheck protection programs, including PPP. Disappointing to see wildly inaccurate statements like this."
101,Back on air tonight at 11pm on @10TV. I’ll give you a deeper look at how small businesses will get help with the Paycheck Protection Program that will continue with the stimulus package.
102,A 2nd round of Paycheck Protection Program is now available. Qualifying for this lifeline is complex but an enormous amount of forgivable loans may be obtained. Join us  &amp; @AcChamber for a free webinar to unpack the details Jan 7. Register: https://t.co/3c1w0WZEvx @Estate_TaxLaw
103,We are encouraging businesses who apply for The Bridge Fund to keep their paperwork together bc the fed govt will soon reopen the Paycheck Protection Program (PPP). DC businesses prev received $2.2Bn in PPP. Our hope is they exceed that number in the next round. #PPPready #DCHOPE https://t.co/aKS2q7BtoS
104,"“...includes $20 billion for vaccine procurement, and $9 billion for vaccine distribution. K-12 schools, colleges and universities will get $82 billion to deal with pandemic.
Small businesses get the most funding; the Paycheck Protection Program will get $284 billion more...” https://t.co/VQjvRuc1kR"
105,"I guess I’m confused. Is this tweet arguing for the US to do lesser than it has done so far? Shouldn’t the ask be to do more?

The US government gave $600 a week in unemployment insurance on top of the state insurance. Add to that the $1200 checks and paycheck protection. https://t.co/t94UZykN73"
106,Alfredo Ortiz: Congress’s Backdoor Change to Paycheck Protection Program Is Shameful https://t.co/QS9RV9IADI via @BreitbartNews
107,"2)Commission’s confusing unemployment claim process.

The money in the first round of the federal Paycheck Protection Program designed to help support businesses has dried up, and the recent surge in coronavirus cases threatens businesses even more as people stay home to avoid"
108,"That's how it works In ""Trumpland""............Congress just approved $284 billion for the Paycheck Protection Program, but it won’t fix these key issues https://t.co/jpocGUiyJm"
109,"🚨Major victories for the Sixth District were included in the COVID-19 relief bill I supported. Some of these include:

✅284 billion in forgivable loans for the Paycheck Protection Program (PPP). KY-06 small businesses received $966 million in forgivable loans since April."
110,Asking for a friend. Did Putin cash in on the Paycheck Protection Program?
111,"This is so narrative driven. The US has given Paycheck Protection loans to small and large businesses, while also giving huge unemployment benefits. The relief that the US has provided during the pandemic has been better than arguably any nation other than Canada. https://t.co/L9pQl1Erke"
112,"@sethcallahan_ Paycheck protection program isn’t really a corporate bailout though, that money is targeted directly to small businesses"
113,@lolsjou You seem to be ignoring the additional $600 per week on top of regular unemployment that was paid out in the USA until the end of July and the Paycheck Protection Program for small businesses.
114,"The rest goes for the Paycheck Protection Program, federal unemployment aid, vaccination costs, movie theater bailouts...other stuff. https://t.co/O8hVwn3XWt"
115,"@CNBC Aid for struggling small businesses, including more than $284 billion for forgivable Paycheck Protection Program loans and $15 billion ""in dedicated funding for live venues, independent movie theaters, and cultural institutions"""
116,"Treasury economists estimate the Paycheck Protection Program saved 18 million jobs.
https://t.co/3tydVKQONK https://t.co/ToANi3o0PT"
117,How's that yacht that you bought with your Paycheck Protection money? Still enjoying it while actual small businesses are going out of business and Americans are losing their jobs because of it? https://t.co/UJHcTvyKSZ
118,"Did anyone who was furlough see any kind of Paycheck? Cause for a popular Paycheck Protection Plan, I sure didn’t get a paycheck... another scheme for the rich to get richer"
119,Scores Of Private Charitable Foundations Got Paycheck Protection Program Money https://t.co/gVi6N6wgux
120,Scores Of Private Charitable Foundations Got Paycheck Protection Program Money https://t.co/4eLcnF3SLE
121,Scores Of Private Charitable Foundations Got Paycheck Protection Program Money https://t.co/gVi6N6wgux
122,"Of course @joelosteen’s Lakewood Church received $4.4 million thru that Paycheck Protection Plan.. da fuq did y’all think? Y’all thought he WASN’T gonna bank on disparity OR did ya think he was going to share any of that with you?? Jesus told you before, watch out for these fools https://t.co/0zL64c0uPs"
123,"Why I distrust US evangelicals and their tax free ministries. 

Joel Osteen’s Lakewood Church received a $4.4 million Paycheck Protection Plan loan during the coronavirus pandemic.

U.S. SBA data showed that Lakewood Church's PPP loan was created by Bank of America. https://t.co/8ke2sGbLrA"
124,His last paycheck.  An annual income.  Money for a new office.  Life SS protection.  And the title Former President. 🤮 https://t.co/tES39jNn8k
125,The Scam That Was the Paycheck Protection Program Paid Out Millions to Hate Groups https://t.co/FZrImLvF7R via @TheRoot
126,"NY Times: How Bad Was Virus Aid Fraud? One Banker Was ‘Frustrated With Humanity’

The Paycheck Protection Program offered small businesses a few months of relief, but prosecutors will be running down fraud for years.

https://t.co/EAaliMwim6"
127,"NY Times: How Bad Was Virus Aid Fraud? One Banker Was ‘Frustrated With Humanity’

The Paycheck Protection Program offered small businesses a few months of relief, but prosecutors will be running down fraud for years.

https://t.co/YPFbFXXGNL"
128,"@propublica Would this bill protect rats that lied ?
Will all the problems with paycheck protection funds be sloughed off as a mistake by the government?things were crazy , rushed, we must heal as a nation , but  that guy stole millions, yes yes but its all gone now all gone."
129,"@Jim_Jordan paycheck protection act loans were granted to this administration,congressmen,&amp;family members.covid relief has been sitting in the senate for months&amp;hasnt been voted on or even negotiated-which is your fucking job!So how about doing your job&amp;getting to work for us rather then you"
130,"People, including library workers, need paycheck protection. Libraries need relief to keep providing access to broadband and telehealth and assistance finding employment and filing for benefits and [fill in the blank]. #LibrariesStrong https://t.co/JzKGP6KUBu"
131,"@NFL quarterback Tom Brady’s sports performance and nutrition company received a Paycheck Protection Program loan of $960,855 from the federal government, according to data released by the U.S. Small Business Administration #Resistance #CheatingRepublicans https://t.co/2oAPCXIc7T"
132,So Tom Brady receives nearly 1 million dollars from the Paycheck protection program for TB12. What a fucking joke! Another smug pos less deserving of what he gets. Why? Meanwhile people are going hungry. I am so disgusted with this Country!
133,"a ""paycheck protection plan"" doesn't work if your job can't open or operate at all"
134,.@realDonaldTrump - Please save construction jobs by signing legislation into law that blocks a surprise federal tax increase of up to 37 percent on Paycheck Protection Program loan forgiveness. #construction #agcadvocacy https://t.co/eWZavJ2nIP
135,.@realDonaldTrump - Please save construction jobs by signing legislation into law that blocks a surprise federal tax increase of up to 37 percent on Paycheck Protection Program loan forgiveness. https://t.co/PNpvRXNIyY
136,"""Paycheck Protection Program data released by Small Business Administration after lawsuit shows largest borrowers - The Washington Post"" https://t.co/PdsA7UeJEF"
137,Susan Collins (D) Maine says their framework for COVID-19 relief gives $228 billion to paycheck protection. #CovidReliefBillNow #covidrelief @CNYCentral
138,@senatemajldr You only want to help business with the paycheck protection and what money actually does get down to a actual employee won’t be much and a lot more people need help NOW like elderly and disabled and people who have lost their jobs. Stimulus for all not just your rich friends.SAD.
139,@senatemajldr You only want money for small business and nothing for all the people. You say it’s paycheck protection and I say it’s money for business people who may or may not use it to pay workers. While the rest of the country is in a food line. We all need help and you are greedy.
140,"The SBA said it has forgiven 367,321 Paycheck Protection Program loans worth $38.4 billion as of noon Sunday. In a new section of its PPP webpage, the agency also said it has received 595,144 loan submissions worth $83.2 billion. https://t.co/CKv9p7gUV1"
141,"The Paycheck Protection Program emphasized existing barriers.

https://t.co/vs1orhoqaw"
142,@braydenostan @_zstevenson This is where the federal government should come in and give money to people not fucking corporations. You see how many millionaires ripped of that PPP? (paycheck protection plan)
143,"@Hankersly @steveliesman @GOP The people in need are Small businesses and unemployed exactly what the bill targeted plus schools

""The GOP bill will include funding for schools, expanded unemployment benefits and a second round of the Paycheck Protection Program, McConnell said"""
144,"Do you have questions about the PPP or Paycheck Protection Program grant? The @ToledoLibrary &amp; @SBAgov  are hosting a Zoom question and answer period:
November 20, 2020
1- 2PM
Registration link: https://t.co/fnDPi5c97d"
145,@senatemajldr Are we still talking about blue states?  There are a lot more of them now. Do you plan to punish them too? Do you think anyone believes you care about paycheck protection? Bring the act up for a vote. What are you afraid of? Monster.
146,I'm excited to attend Paycheck Protection Program Forgiveness Process at 2020 Mass. Black Expo tomorrow morning! @BECMAinc https://t.co/VPcX5DtDp8 @massblackexpo @sched
