,Text,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun
10,"took, my, first, dose, couid, -, nineteen, vaccine, at, mahendra, collage, palantir, i, appeal, all, citizens, who, are, eligible, take, vaccine, request, everyone, encourage, people, around, you, get, vaccinated, ., together, ,, let, us, build, safe, &, amp, ;, healthy, nation, make, india, couid, -, nineteen, free","[('took', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('dose', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('at', 'IN'), ('mahendra', 'JJ'), ('collage', 'NN'), ('palantir', 'NN'), ('i', 'JJ'), ('appeal', 'VBP'), ('all', 'DT'), ('citizens', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('eligible', 'JJ'), ('take', 'JJ'), ('vaccine', 'NN'), ('request', 'NN'), ('everyone', 'NN'), ('encourage', 'NN'), ('people', 'NNS'), ('around', 'IN'), ('you', 'PRP'), ('get', 'VBP'), ('vaccinated', 'VBN'), ('together', 'RB'), ('let', 'VB'), ('us', 'PRP'), ('build', 'VB'), ('safe', 'JJ'), ('amp', 'NN'), ('healthy', 'JJ'), ('nation', 'NN'), ('make', 'VBP'), ('india', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('free', 'JJ')]","['took', 'first', 'dose', 'couid', 'nineteen', 'vaccine', 'mahendra', 'collage', 'palantir', 'appeal', 'citizen', 'eligible', 'take', 'vaccine', 'request', 'everyone', 'encourage', 'people', 'around', 'get', 'vaccinated', 'together', 'let_us', 'build', 'safe', 'amp', 'healthy', 'nation', 'make', 'india', 'couid', 'nineteen', 'free']","['take', 'first', 'vaccine', 'collage', 'appeal', 'citizen', 'eligible', 'take', 'vaccine', 'request', 'encourage', 'people', 'around', 'get', 'vaccinate', 'together', 'let_us', 'build', 'safe', 'amp', 'healthy', 'nation', 'make', 'couid', 'free']","['vaccine', 'collage', 'citizen', 'take', 'vaccine', 'request', 'people', 'amp', 'nation']"
11,"pin, sarah, literally, caused, situation, we, are, now, ., stupid, train, frequency, being, reduced, caused, new, couid, clusters, ., large, scale, sanitation, is, waste, millions, ringgits, which, could, i, ve, gone, towards, pipes, or, vaccines, .","[('pin', 'NN'), ('sarah', 'NN'), ('literally', 'RB'), ('caused', 'VBN'), ('situation', 'NN'), ('we', 'PRP'), ('are', 'VBP'), ('now', 'RB'), ('stupid', 'JJ'), ('train', 'NN'), ('frequency', 'NN'), ('being', 'VBG'), ('reduced', 'VBN'), ('caused', 'VBD'), ('new', 'JJ'), ('couid', 'NN'), ('clusters', 'NNS'), ('large', 'JJ'), ('scale', 'JJ'), ('sanitation', 'NN'), ('is', 'VBZ'), ('waste', 'JJ'), ('millions', 'NNS'), ('ringgits', 'NNS'), ('which', 'WDT'), ('could', 'MD'), ('i', 'VB'), ('ve', 'FW'), ('gone', 'VBN'), ('towards', 'NNS'), ('pipes', 'NNS'), ('or', 'CC'), ('vaccines', 'NNS')]","['pin', 'sarah', 'literally', 'caused', 'situation', 'stupid', 'train', 'frequency', 'reduced', 'caused', 'new', 'couid', 'cluster', 'large', 'scale', 'sanitation', 'waste', 'million', 'ringgit', 'could', 'gone', 'towards', 'pipe', 'vaccine']","['pin', 'literally', 'cause', 'situation', 'stupid', 'train', 'frequency', 'reduce', 'cause', 'new', 'couid', 'cluster', 'large', 'scale', 'sanitation', 'waste', 'million', 'ringgit', 'go', 'pipe', 'vaccine']","['pin', 'situation', 'train', 'frequency', 'couid', 'scale', 'sanitation', 'waste', 'million', 'ringgit', 'pipe', 'vaccine']"
12,"today, i, received, my, first, dose, couid, nineteen, vaccine, at, ugh, hospital, bangkok, thailand, ., thank, you, everything, you, i, re, doing, folded_hands, #, covidvaccine, #, astrazenecavaccine","[('today', 'NN'), ('i', 'VBP'), ('received', 'VBN'), ('my', 'PRP$'), ('first', 'JJ'), ('dose', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('at', 'IN'), ('ugh', 'JJ'), ('hospital', 'NN'), ('bangkok', 'NN'), ('thailand', 'NN'), ('thank', 'NN'), ('you', 'PRP'), ('everything', 'NN'), ('you', 'PRP'), ('i', 'VBP'), ('re', 'VBP'), ('doing', 'VBG'), ('covidvaccine', 'NN'), ('astrazenecavaccine', 'NN')]","['today', 'received', 'first', 'dose', 'couid', 'nineteen', 'vaccine', 'ugh', 'hospital', 'bangkok', 'thailand', 'thank', 'everything', 'covidvaccine', 'astrazenecavaccine']","['today', 'receive', 'first', 'couid', 'vaccine', 'hospital', 'thank', 'covidvaccine', 'astrazenecavaccine']","['today', 'vaccine', 'hospital', 'covidvaccine', 'astrazenecavaccine']"
13,"rakesh, jhunjhunwala, -, owned, pharma, stock, may, see, couid, vaccine, windfalls, ;, i'ii, direct, sees, twenty-six, %, upside, #, nifty, #, sipgrab, #, unitingpeoplewiththepossibilities","[('rakesh', 'JJ'), ('jhunjhunwala', 'NN'), ('owned', 'VBD'), ('pharma', 'JJ'), ('stock', 'NN'), ('may', 'MD'), ('see', 'VB'), ('couid', 'JJ'), ('vaccine', 'NN'), ('windfalls', 'NNS'), ('direct', 'JJ'), ('sees', 'NNS'), ('upside', 'JJ'), ('nifty', 'JJ'), ('sipgrab', 'NN'), ('unitingpeoplewiththepossibilities', 'NNS')]","['rakesh', 'jhunjhunwala', 'owned', 'pharma', 'stock', 'may', 'see', 'couid', 'vaccine', 'windfall', 'direct', 'see', 'upside', 'nifty_sipgrab', 'unitingpeoplewiththepossibilities']","['rakesh', 'own', 'stock', 'see', 'couid', 'vaccine', 'windfall', 'direct', 'see', 'upside', 'nifty_sipgrab', 'unitingpeoplewiththepossibilitie']","['rakesh', 'stock', 'vaccine', 'windfall', 'unitingpeoplewiththepossibilitie']"
14,"is, there, new, rule, that, i, he, two, undergo, roper, test, before, getting, vaccine, for, couid, nineteen, today, i, had, do, so, my, est, dose, coaxing, at, pic, indra, varanasi, ., there, was, no, arrangement, social, distancing, was, pushed, crowd, my, turn, ., disappointed, .","[('is', 'VBZ'), ('there', 'EX'), ('new', 'JJ'), ('rule', 'NN'), ('that', 'IN'), ('i', 'VBZ'), ('he', 'PRP'), ('two', 'CD'), ('undergo', 'JJ'), ('roper', 'JJR'), ('test', 'NN'), ('before', 'IN'), ('getting', 'VBG'), ('vaccine', 'NN'), ('for', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('today', 'NN'), ('i', 'NN'), ('had', 'VBD'), ('do', 'VBP'), ('so', 'RB'), ('my', 'PRP$'), ('est', 'JJS'), ('dose', 'JJ'), ('coaxing', 'NN'), ('at', 'IN'), ('pic', 'NN'), ('indra', 'NN'), ('varanasi', 'NN'), ('there', 'EX'), ('was', 'VBD'), ('no', 'DT'), ('arrangement', 'NN'), ('social', 'JJ'), ('distancing', 'NN'), ('was', 'VBD'), ('pushed', 'VBN'), ('crowd', 'JJ'), ('my', 'PRP$'), ('turn', 'NN'), ('disappointed', 'JJ')]","['new', 'rule', 'two', 'undergo', 'roper', 'test', 'getting', 'vaccine', 'couid', 'nineteen', 'today', 'est', 'dose', 'coaxing', 'pic', 'indra', 'varanasi', 'arrangement', 'social_distancing', 'pushed', 'crowd', 'turn', 'disappointed']","['new', 'rule', 'undergo', 'roper', 'test', 'get', 'vaccine', 'couid', 'today', 'est', 'dose', 'pic', 'arrangement', 'social_distancing', 'push', 'crowd', 'turn', 'disappointed']","['rule', 'roper', 'test', 'vaccine', 'today', 'est', 'dose', 'pic', 'arrangement', 'social_distancing', 'crowd']"
15,"assay, #, coaxing, shortage, grows, into, crisis, ,, some, miss, second, dose, deadline, #, vaccinationdrive, #, covidvaccine, #, 24topnews","[('assay', 'RB'), ('coaxing', 'VBG'), ('shortage', 'NN'), ('grows', 'NNS'), ('into', 'IN'), ('crisis', 'NN'), ('some', 'DT'), ('miss', 'VBP'), ('second', 'JJ'), ('dose', 'JJ'), ('deadline', 'NN'), ('vaccinationdrive', 'JJ'), ('covidvaccine', 'NN')]","['assay', 'coaxing', 'shortage', 'grows', 'crisis', 'miss', 'second', 'dose', 'deadline', 'vaccinationdrive', 'covidvaccine']","['assay', 'shortage', 'grow', 'crisis', 'miss', 'second', 'dose', 'deadline', 'vaccinationdrive', 'covidvaccine']","['shortage', 'crisis', 'dose', 'deadline', 'covidvaccine']"
16,"after, vaccine, second, most, important, things, people, need, is, positive, motivation, move, ahead, ., #, happinessmantra, #, vaccineregistration, #, couid","[('after', 'IN'), ('vaccine', 'JJ'), ('second', 'JJ'), ('most', 'RBS'), ('important', 'JJ'), ('things', 'NNS'), ('people', 'NNS'), ('need', 'VBP'), ('is', 'VBZ'), ('positive', 'JJ'), ('motivation', 'NN'), ('move', 'NN'), ('ahead', 'RB'), ('happinessmantra', 'JJ'), ('vaccineregistration', 'NN'), ('couid', 'NN')]","['vaccine', 'second', 'important', 'thing', 'people', 'need', 'positive', 'motivation', 'move', 'ahead', 'happinessmantra', 'vaccineregistration', 'couid']","['vaccine', 'second', 'important', 'thing', 'people', 'need', 'positive', 'motivation', 'move', 'ahead', 'happinessmantra', 'vaccineregistration', 'couid']","['vaccine', 'thing', 'people', 'motivation', 'vaccineregistration', 'couid']"
17,"u, ., i, ., boosts, taiwan, ', i, couid, -, nineteen, fight, with, vaccines, ,, even, as, china, is, accused, blocking, access","[('u', 'NN'), ('i', 'NN'), ('boosts', 'VBZ'), ('taiwan', 'VBP'), ('i', 'JJ'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('fight', 'NN'), ('with', 'IN'), ('vaccines', 'NNS'), ('even', 'RB'), ('as', 'IN'), ('china', 'NN'), ('is', 'VBZ'), ('accused', 'VBN'), ('blocking', 'VBG'), ('access', 'NN')]","['u', 'boost', 'taiwan', 'couid', 'nineteen', 'fight', 'vaccine', 'even', 'china', 'accused', 'blocking', 'access']","['boost', 'fight', 'vaccine', 'even', 'accuse', 'block', 'access']","['fight', 'vaccine', 'access']"
18,"#, novaccinenovacancy, #, release_uttarakhand_je_ae_vacancy, today, our, country, is, facing, double, attack, couid, unemployment, ., as, you, all, know, that, due, acute, shortage, vaccines, people, are, facing, difficulty, get, vaccinated, .","[('novaccinenovacancy', 'NN'), ('today', 'NN'), ('our', 'PRP$'), ('country', 'NN'), ('is', 'VBZ'), ('facing', 'VBG'), ('double', 'JJ'), ('attack', 'NN'), ('couid', 'NN'), ('unemployment', 'NN'), ('as', 'IN'), ('you', 'PRP'), ('all', 'DT'), ('know', 'VBP'), ('that', 'IN'), ('due', 'JJ'), ('acute', 'JJ'), ('shortage', 'NN'), ('vaccines', 'NNS'), ('people', 'NNS'), ('are', 'VBP'), ('facing', 'VBG'), ('difficulty', 'NN'), ('get', 'NN'), ('vaccinated', 'VBD')]","['novaccinenovacancy', 'today', 'country', 'facing', 'double', 'attack', 'couid', 'unemployment', 'know', 'due', 'acute', 'shortage', 'vaccine', 'people', 'facing', 'difficulty', 'get', 'vaccinated']","['novaccinenovacancy', 'today', 'country', 'face', 'double', 'attack', 'unemployment', 'know', 'due', 'acute', 'shortage', 'vaccine', 'people', 'face', 'difficulty', 'get', 'vaccinate']","['novaccinenovacancy', 'today', 'country', 'attack', 'unemployment', 'shortage', 'vaccine', 'people', 'difficulty']"
19,"Five, generations, of, the, family, together, ., This, complete, and, joint, family, of, ours, from, grandmother, to, grandson, ., Grandmother, ,, mother, -, father, ,, family, of, three, brothers, and, one, sister, ,, niece, -, son, -, in, -, law, ,, grandson, all, together, ., This, is, the, happiest, experience, of, #, lockdown, ., Both, forty-five, +, family, members, and, eighteen, +, members, have, taken, the, first, dose, of, #, covidvaccine, .","[('five', 'CD'), ('generations', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('family', 'NN'), ('together', 'RB'), ('this', 'DT'), ('complete', 'JJ'), ('and', 'CC'), ('joint', 'JJ'), ('family', 'NN'), ('of', 'IN'), ('ours', 'NNS'), ('from', 'IN'), ('grandmother', 'NN'), ('to', 'TO'), ('grandson', 'VB'), ('grandmother', 'NN'), ('mother', 'NN'), ('father', 'VBD'), ('family', 'NN'), ('of', 'IN'), ('three', 'CD'), ('brothers', 'NNS'), ('and', 'CC'), ('one', 'CD'), ('sister', 'NN'), ('niece', 'NN'), ('son', 'NN'), ('in', 'IN'), ('law', 'NN'), ('grandson', 'NN'), ('all', 'DT'), ('together', 'RB'), ('this', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('happiest', 'JJS'), ('experience', 'NN'), ('of', 'IN'), ('lockdown', 'JJ'), ('both', 'DT'), ('family', 'NN'), ('members', 'NNS'), ('and', 'CC'), ('eighteen', 'JJ'), ('members', 'NNS'), ('have', 'VBP'), ('taken', 'VBN'), ('the', 'DT'), ('first', 'JJ'), ('dose', 'NN'), ('of', 'IN'), ('covidvaccine', 'NN')]","['five', 'generation', 'family', 'together', 'complete', 'joint', 'family', 'grandmother', 'grandson', 'grandmother', 'mother', 'father', 'family', 'three', 'brother', 'one', 'sister', 'niece', 'son', 'law', 'grandson', 'together', 'happiest', 'experience', 'lockdown', 'family_members', 'eighteen', 'member', 'taken', 'first', 'dose', 'covidvaccine']","['generation', 'family', 'together', 'complete', 'joint', 'family', 'grandmother', 'grandson', 'grandmother', 'mother', 'brother', 'grandson', 'together', 'happy', 'experience', 'lockdown', 'family_member', 'member', 'take', 'first', 'dose', 'covidvaccine']","['generation', 'family', 'family', 'grandmother', 'grandson', 'grandmother', 'mother', 'brother', 'grandson', 'experience', 'lockdown', 'family_member', 'member', 'dose', 'covidvaccine']"
20,"no, couid, vaccines, till, now, eighteen, +, sauna, i, sada, -, two hundred and seventy-five thousand, two hundred and four, ., kindly, help, us, getting, it","[('no', 'DT'), ('couid', 'NN'), ('vaccines', 'NNS'), ('till', 'RB'), ('now', 'RB'), ('eighteen', 'JJ'), ('sauna', 'NN'), ('i', 'NN'), ('sada', 'VBP'), ('kindly', 'RB'), ('help', 'VBP'), ('us', 'PRP'), ('getting', 'VBG'), ('it', 'PRP')]","['couid', 'vaccine', 'till', 'eighteen', 'sauna', 'sada', 'kindly', 'help', 'u', 'getting']","['couid', 'vaccine', 'kindly', 'help', 'get']",['vaccine']
21,"another, indian, vaccine, called, i, corbevax, i, being, developed, &, amp, ;, will, be, available, after, august, twentynine, ., it, could, be, cheapest, couid, -, nineteen, vaccine, available, ., goi, places, order, thirty, crore, doses, .","[('another', 'DT'), ('indian', 'JJ'), ('vaccine', 'NN'), ('called', 'VBN'), ('i', 'NN'), ('corbevax', 'NN'), ('i', 'NN'), ('being', 'VBG'), ('developed', 'VBN'), ('amp', 'NN'), ('will', 'MD'), ('be', 'VB'), ('available', 'JJ'), ('after', 'IN'), ('august', 'JJ'), ('twentynine', 'NN'), ('it', 'PRP'), ('could', 'MD'), ('be', 'VB'), ('cheapest', 'JJS'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('available', 'JJ'), ('goi', 'NN'), ('places', 'NNS'), ('order', 'NN'), ('thirty', 'NN'), ('crore', 'NN'), ('doses', 'NNS')]","['another', 'indian', 'vaccine', 'called', 'corbevax', 'developed', 'amp', 'available', 'august', 'twentynine', 'could', 'cheapest', 'couid', 'nineteen', 'vaccine', 'available', 'goi', 'place', 'order', 'thirty', 'crore', 'dos']","['indian', 'vaccine', 'call', 'develop', 'amp', 'available', 'cheapest', 'couid', 'vaccine', 'available', 'goi', 'place', 'order', 'crore', 'dose']","['vaccine', 'amp', 'vaccine', 'goi', 'place', 'crore', 'dose']"
22,"hon, ., minister, states, that, no, doubt, should, arise, availability, second, dose, #, couid, vaccine, that, all, sri, lankan, will, be, provided, with, required, vaccine, doses, ., sinaina, -, seven, ., six, ., two thousand and twenty-one","[('hon', 'NN'), ('minister', 'NN'), ('states', 'NNS'), ('that', 'IN'), ('no', 'DT'), ('doubt', 'NN'), ('should', 'MD'), ('arise', 'VB'), ('availability', 'NN'), ('second', 'JJ'), ('dose', 'JJ'), ('couid', 'NN'), ('vaccine', 'NN'), ('that', 'IN'), ('all', 'DT'), ('sri', 'JJ'), ('lankan', 'NN'), ('will', 'MD'), ('be', 'VB'), ('provided', 'VBN'), ('with', 'IN'), ('required', 'JJ'), ('vaccine', 'NN'), ('doses', 'VBZ'), ('sinaina', 'JJ'), ('seven', 'CD'), ('six', 'CD')]","['hon', 'minister', 'state', 'doubt', 'arise', 'availability', 'second', 'dose', 'couid', 'vaccine', 'sri', 'lankan', 'provided', 'required', 'vaccine', 'dos', 'sinaina', 'seven']","['arise', 'availability', 'second', 'dose', 'vaccine', 'sri', 'provide', 'require', 'vaccine', 'dose', 'sinaina']","['availability', 'dose', 'vaccine', 'sri', 'vaccine']"
23,"u, ., i, ., administers, three hundred and one, ., six, million, doses, couid, -, nineteen, vaccines, i, cac, #, sipgrab, #, unitingpeoplewiththepossibilities","[('u', 'JJ'), ('i', 'NN'), ('administers', 'NNS'), ('six', 'CD'), ('million', 'CD'), ('doses', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccines', 'NNS'), ('i', 'VBP'), ('cac', 'VBP'), ('sipgrab', 'JJ'), ('unitingpeoplewiththepossibilities', 'NNS')]","['u_administers', 'million', 'dos', 'couid', 'nineteen', 'vaccine', 'cac', 'sipgrab_unitingpeoplewiththepossibilities']","['u_administer', 'dose', 'couid', 'vaccine', 'cac', 'sipgrab_unitingpeoplewiththepossibilitie']","['dose', 'vaccine', 'cac', 'sipgrab_unitingpeoplewiththepossibilitie']"
24,"i, take, first, shot, couid, vaccinesyringethumbs_up, #, vaccinated","[('i', 'NNS'), ('take', 'VBP'), ('first', 'JJ'), ('shot', 'NN'), ('couid', 'NN'), ('vaccinated', 'VBD')]","['take', 'first', 'shot', 'couid', 'vaccinated']","['take', 'first', 'vaccinate']",[]
