,Text,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun
10,"The, important, thing, is, the, ivermectin, vaccine, ,, if, the, two, functions, can, reduce, the, symptoms, of, couid, ,, what, has, wrong, with, consuming, whichever, of, the, liver, ', i, choice, ., not, so, bang","[('the', 'DT'), ('important', 'JJ'), ('thing', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('ivermectin', 'JJ'), ('vaccine', 'NN'), ('if', 'IN'), ('the', 'DT'), ('two', 'CD'), ('functions', 'NNS'), ('can', 'MD'), ('reduce', 'VB'), ('the', 'DT'), ('symptoms', 'NNS'), ('of', 'IN'), ('couid', 'NN'), ('what', 'WP'), ('has', 'VBZ'), ('wrong', 'JJ'), ('with', 'IN'), ('consuming', 'VBG'), ('whichever', 'NN'), ('of', 'IN'), ('the', 'DT'), ('liver', 'NN'), ('i', 'NN'), ('choice', 'NN'), ('not', 'RB'), ('so', 'RB'), ('bang', 'JJ')]","['important', 'thing', 'ivermectin', 'vaccine', 'two', 'function', 'reduce', 'symptom', 'couid', 'wrong', 'consuming', 'whichever', 'liver', 'choice', 'not', 'bang']","['important', 'thing', 'ivermectin', 'vaccine', 'function', 'reduce', 'symptom', 'couid', 'wrong', 'consume', 'liver', 'choice', 'bang']","['thing', 'ivermectin', 'vaccine', 'function', 'symptom', 'liver', 'choice']"
11,"please, do, not, open, school, colleges, till, couid, is, not, finished, if, govt, want, open, school, colleges, first, they, have, vaccine, all, students, teachers, only, they, have, open, ., school, college, ', i, country, it, is, my, request, govt, not, open, school, cog, .","[('please', 'VB'), ('do', 'VB'), ('not', 'RB'), ('open', 'VB'), ('school', 'NN'), ('colleges', 'NNS'), ('till', 'VBP'), ('couid', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('finished', 'VBN'), ('if', 'IN'), ('govt', 'JJ'), ('want', 'VBP'), ('open', 'JJ'), ('school', 'NN'), ('colleges', 'NNS'), ('first', 'RB'), ('they', 'PRP'), ('have', 'VBP'), ('vaccine', 'VBN'), ('all', 'DT'), ('students', 'NNS'), ('teachers', 'NNS'), ('only', 'RB'), ('they', 'PRP'), ('have', 'VBP'), ('open', 'JJ'), ('school', 'NN'), ('college', 'NN'), ('i', 'JJ'), ('country', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('my', 'PRP$'), ('request', 'NN'), ('govt', 'NN'), ('not', 'RB'), ('open', 'JJ'), ('school', 'NN'), ('cog', 'NN')]","['please', 'not', 'open', 'school', 'college', 'till', 'couid', 'not', 'finished', 'govt', 'want', 'open', 'school', 'college', 'first', 'vaccine', 'student', 'teacher', 'open', 'school', 'college', 'country', 'request', 'govt', 'not', 'open', 'school', 'cog']","['open', 'school', 'college', 'couid', 'finish', 'govt', 'want', 'open', 'school', 'college', 'first', 'vaccine', 'student', 'teacher', 'open', 'school', 'college', 'country', 'request', 'govt', 'open', 'school', 'cog']","['school', 'college', 'govt', 'school', 'college', 'vaccine', 'student', 'teacher', 'school', 'college', 'country', 'request', 'govt', 'school', 'cog']"
12,"couid, -, nineteen, came, to, attack, ,, without, the, involvement, of, the, enemy, struck, ;, the, whole, world, is, at, war, ,, the, terrible, test, of, mankind, ., ., ., #, vaccine, #, covid_19, #, astrazeneca","[('couid', 'NN'), ('nineteen', 'NN'), ('came', 'VBD'), ('to', 'TO'), ('attack', 'VB'), ('without', 'IN'), ('the', 'DT'), ('involvement', 'NN'), ('of', 'IN'), ('the', 'DT'), ('enemy', 'NN'), ('struck', 'VBD'), ('the', 'DT'), ('whole', 'JJ'), ('world', 'NN'), ('is', 'VBZ'), ('at', 'IN'), ('war', 'NN'), ('the', 'DT'), ('terrible', 'JJ'), ('test', 'NN'), ('of', 'IN'), ('mankind', 'NN'), ('vaccine', 'NN'), ('astrazeneca', 'NN')]","['couid', 'nineteen', 'came', 'attack', 'without', 'involvement', 'enemy', 'struck', 'whole', 'world', 'war', 'terrible', 'test', 'mankind', 'vaccine', 'astrazeneca']","['come', 'attack', 'involvement', 'enemy', 'strike', 'whole', 'world', 'war', 'terrible', 'test', 'mankind', 'vaccine', 'astrazeneca']","['attack', 'involvement', 'enemy', 'world', 'war', 'test', 'mankind', 'vaccine', 'astrazeneca']"
13,"anger_symbol, who, can, get, couid, -, nineteen, vaccine, and, how, effective, is, any, vaccine, i, #, collected, #, collected, #, vaccine, #, covishield, #, modern, #, pfizer, #, oxford, #, astrazeneca, #, socialmediamanagement, #, digitalmarketing, #, health, #, disease, #, time, #, couid","[('who', 'WP'), ('can', 'MD'), ('get', 'VB'), ('couid', 'JJ'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('and', 'CC'), ('how', 'WRB'), ('effective', 'JJ'), ('is', 'VBZ'), ('any', 'DT'), ('vaccine', 'NN'), ('i', 'NN'), ('collected', 'VBD'), ('collected', 'JJ'), ('vaccine', 'NN'), ('covishield', 'NN'), ('modern', 'JJ'), ('pfizer', 'NN'), ('oxford', 'NN'), ('astrazeneca', 'NN'), ('socialmediamanagement', 'NN'), ('digitalmarketing', 'VBG'), ('health', 'NN'), ('disease', 'NN'), ('time', 'NN'), ('couid', 'NN')]","['get', 'couid', 'nineteen', 'vaccine', 'effective', 'vaccine', 'collected', 'collected', 'vaccine', 'covishield', 'modern', 'pfizer', 'oxford', 'astrazeneca', 'socialmediamanagement', 'digitalmarketing', 'health', 'disease', 'time', 'couid']","['get', 'couid', 'vaccine', 'effective', 'vaccine', 'collect', 'collect', 'vaccine', 'covishield', 'modern', 'pfizer', 'oxford', 'astrazeneca', 'socialmediamanagement', 'digitalmarkete', 'health', 'disease', 'time']","['vaccine', 'vaccine', 'vaccine', 'pfizer', 'oxford', 'astrazeneca', 'health', 'disease', 'time']"
14,"assay, has, successfully, administered, over, one, ,, zero, ,, zero, ,, zero, doses, vaccines, ,, attaining, landmark, records, ., this, includes, ,, eighty-three, ,, ninety-six, ,, eight hundred and eighty-five, first, doses, eighteen, ,, forty-one, ,, two hundred and seventy-seven, second, doses, #, couid, #, covid_19, #, covidvaccine","[('assay', 'NN'), ('has', 'VBZ'), ('successfully', 'RB'), ('administered', 'VBN'), ('over', 'IN'), ('one', 'CD'), ('zero', 'NN'), ('zero', 'NN'), ('zero', 'NN'), ('doses', 'VBZ'), ('vaccines', 'NNS'), ('attaining', 'VBG'), ('landmark', 'NN'), ('records', 'NNS'), ('this', 'DT'), ('includes', 'VBZ'), ('first', 'JJ'), ('doses', 'NNS'), ('eighteen', 'JJ'), ('second', 'JJ'), ('doses', 'NNS'), ('couid', 'VBP'), ('covidvaccine', 'NN')]","['assay', 'successfully', 'administered', 'one', 'zero', 'zero', 'zero', 'dos', 'vaccine', 'attaining', 'landmark', 'record', 'includes', 'first', 'dos', 'eighteen', 'second', 'dos', 'couid', 'covidvaccine']","['assay', 'successfully', 'administer', 'dose', 'vaccine', 'attain', 'landmark', 'record', 'include', 'first', 'dose', 'second', 'dose', 'couid', 'covidvaccine']","['vaccine', 'landmark', 'record', 'dose', 'dose', 'covidvaccine']"
15,"dear, visas, polical, ,, congratulations, you, have, successfully, completed, schedule, all, doses, couid, -, nineteen, vaccine, ., thanks, all, frontline, workers, ., #, covidvaccine, #, largestvaccinedrive","[('dear', 'JJ'), ('visas', 'JJ'), ('polical', 'JJ'), ('congratulations', 'NNS'), ('you', 'PRP'), ('have', 'VBP'), ('successfully', 'RB'), ('completed', 'VBN'), ('schedule', 'NN'), ('all', 'DT'), ('doses', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('thanks', 'NNS'), ('all', 'DT'), ('frontline', 'VBP'), ('workers', 'NNS'), ('covidvaccine', 'VBP'), ('largestvaccinedrive', 'JJ')]","['dear', 'visa', 'polical', 'congratulation', 'successfully', 'completed_schedule', 'dos', 'couid', 'nineteen', 'vaccine', 'thanks', 'frontline', 'worker', 'covidvaccine', 'largestvaccinedrive']","['dear', 'visa', 'polical', 'congratulation', 'successfully', 'completed_schedule', 'dose', 'couid', 'vaccine', 'thank', 'frontline', 'worker', 'covidvaccine', 'largestvaccinedrive']","['visa', 'congratulation', 'dose', 'vaccine', 'thank', 'frontline', 'worker']"
16,"eighty-two, ., nine, %, adult, population, slang, valley, have, received, their, est, dose, couid, -, nineteen, vaccine, smiling_face_with_hearts, #, roadtoherdimmunity","[('nine', 'CD'), ('adult', 'NN'), ('population', 'NN'), ('slang', 'NN'), ('valley', 'NN'), ('have', 'VBP'), ('received', 'VBN'), ('their', 'PRP$'), ('est', 'JJS'), ('dose', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('roadtoherdimmunity', 'NN')]","['nine', 'adult', 'population', 'slang', 'valley', 'received', 'est', 'dose', 'couid', 'nineteen', 'vaccine', 'roadtoherdimmunity']","['adult', 'population', 'receive', 'dose', 'vaccine', 'roadtoherdimmunity']","['adult', 'population', 'dose', 'vaccine', 'roadtoherdimmunity']"
17,"What, has, the, motive, for, poisoning, -, mass, murder, and, legitimizing, *, benefit, influence, *, under, all, the, couid, -, nineteen, vaccines, ..., rolling_on_the_floor_laughing","[('what', 'WDT'), ('has', 'VBZ'), ('the', 'DT'), ('motive', 'NN'), ('for', 'IN'), ('poisoning', 'VBG'), ('mass', 'NN'), ('murder', 'NN'), ('and', 'CC'), ('legitimizing', 'JJ'), ('benefit', 'NN'), ('influence', 'NN'), ('under', 'IN'), ('all', 'PDT'), ('the', 'DT'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccines', 'NNS')]","['motive', 'poisoning', 'mass', 'murder', 'legitimizing', 'benefit', 'influence', 'couid', 'nineteen', 'vaccine']","['motive', 'poison', 'mass', 'murder', 'legitimize', 'benefit', 'influence', 'couid', 'vaccine']","['murder', 'benefit', 'influence', 'vaccine']"
18,"oh, ..., blame, the, people, who, did, not, get, the, couid, -, nineteen, vaccine, ..., so, those, who, blamed, it, ..., can, you, get, the, couid, -, nineteen, info, ..., do, you, know, what, couid, -, nineteen, is, ?, i, scientists, -, medical, of, the, whole, world, organization, are, being, deceived, by, information, released, by, ...","[('oh', 'UH'), ('blame', 'VB'), ('the', 'DT'), ('people', 'NNS'), ('who', 'WP'), ('did', 'VBD'), ('not', 'RB'), ('get', 'VB'), ('the', 'DT'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('so', 'IN'), ('those', 'DT'), ('who', 'WP'), ('blamed', 'VBD'), ('it', 'PRP'), ('can', 'MD'), ('you', 'PRP'), ('get', 'VB'), ('the', 'DT'), ('couid', 'NN'), ('nineteen', 'JJ'), ('info', 'NN'), ('do', 'VBP'), ('you', 'PRP'), ('know', 'VB'), ('what', 'WP'), ('couid', 'NN'), ('nineteen', 'NN'), ('is', 'VBZ'), ('i', 'JJ'), ('scientists', 'NNS'), ('medical', 'JJ'), ('of', 'IN'), ('the', 'DT'), ('whole', 'JJ'), ('world', 'NN'), ('organization', 'NN'), ('are', 'VBP'), ('being', 'VBG'), ('deceived', 'VBN'), ('by', 'IN'), ('information', 'NN'), ('released', 'VBN'), ('by', 'IN')]","['blame', 'people', 'not', 'get', 'couid', 'nineteen', 'vaccine', 'blamed', 'get', 'couid', 'nineteen', 'info', 'know', 'couid', 'nineteen', 'scientist', 'medical', 'whole', 'world', 'organization', 'deceived', 'information', 'released']","['blame', 'people', 'get', 'couid', 'vaccine', 'blame', 'get', 'couid', 'info', 'know', 'couid', 'scientist', 'medical', 'whole', 'world', 'organization', 'deceive', 'information', 'release']","['people', 'vaccine', 'info', 'scientist', 'world', 'organization', 'information']"
19,"eam, mentions, following, :, afghanistan, indo, pacific, gulf, vaccines, couid, crisis, myanmar, unsc, reforms","[('eam', 'JJ'), ('mentions', 'NNS'), ('following', 'VBG'), ('afghanistan', 'JJ'), ('indo', 'NN'), ('pacific', 'NN'), ('gulf', 'NN'), ('vaccines', 'NNS'), ('couid', 'VBP'), ('crisis', 'NN'), ('myanmar', 'NN'), ('unsc', 'NN'), ('reforms', 'NNS')]","['eam', 'mention', 'following', 'afghanistan', 'indo', 'pacific', 'gulf', 'vaccine', 'couid', 'crisis', 'myanmar', 'unsc', 'reform']","['eam', 'mention', 'follow', 'indo', 'reform']","['eam', 'mention', 'indo', 'reform']"
20,"Alhamdulillah, couid, -, nineteen, coronavirus, modern, vaccine, first, dose, Alhamdulillah, couid, -, nineteen, coronavirus, modern, vaccine, first, dose","[('alhamdulillah', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('coronavirus', 'NN'), ('modern', 'JJ'), ('vaccine', 'NN'), ('first', 'RB'), ('dose', 'JJ'), ('alhamdulillah', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('coronavirus', 'NN'), ('modern', 'JJ'), ('vaccine', 'NN'), ('first', 'RB'), ('dose', 'VB')]","['alhamdulillah', 'couid', 'nineteen', 'coronavirus', 'modern', 'vaccine', 'first', 'dose', 'alhamdulillah', 'couid', 'nineteen', 'coronavirus', 'modern', 'vaccine', 'first', 'dose']","['modern', 'vaccine', 'first', 'modern', 'vaccine', 'first']","['vaccine', 'vaccine']"
21,"#, covid19indiahelp, #, couid, #, covidvaccine, #, gap","[('couid', 'NN'), ('covidvaccine', 'NN'), ('gap', 'NN')]","['couid', 'covidvaccine', 'gap']","['couid', 'covidvaccine', 'gap']","['covidvaccine', 'gap']"
22,"lies, couid, deaths, vaccines, ., draconian, farm, laws, ,, citizenship, amendment, act, ,, curbing, press, freedom, ,, detention, custodial, deaths, humanrights, activists, ,, torture, killing, dalits, minorities, ..., religious, fundamentalism, ...","[('lies', 'NNS'), ('couid', 'VBP'), ('deaths', 'NNS'), ('vaccines', 'NNS'), ('draconian', 'JJ'), ('farm', 'NN'), ('laws', 'NNS'), ('citizenship', 'VBP'), ('amendment', 'NN'), ('act', 'NN'), ('curbing', 'VBG'), ('press', 'NN'), ('freedom', 'NN'), ('detention', 'NN'), ('custodial', 'JJ'), ('deaths', 'NNS'), ('humanrights', 'NNS'), ('activists', 'NNS'), ('torture', 'VBP'), ('killing', 'VBG'), ('dalits', 'NNS'), ('minorities', 'NNS'), ('religious', 'JJ'), ('fundamentalism', 'NN')]","['lie', 'couid', 'death', 'vaccine', 'draconian', 'farm', 'law', 'citizenship', 'amendment', 'act', 'curbing', 'press', 'freedom', 'detention', 'custodial', 'death', 'humanrights', 'activist', 'torture', 'killing', 'dalits', 'minority', 'religious', 'fundamentalism']","['lie', 'couid', 'death', 'vaccine', 'draconian', 'farm', 'law', 'citizenship', 'amendment', 'act', 'curb', 'press', 'freedom', 'detention', 'custodial', 'death', 'humanright', 'activist', 'torture', 'kill', 'dalit', 'minority', 'religious', 'fundamentalism']","['death', 'farm', 'law', 'citizenship', 'amendment', 'act', 'press', 'freedom', 'detention', 'death', 'activist', 'torture', 'dalit', 'minority', 'fundamentalism']"
23,"if, you, are, doctor, you, told, someone, that, they, i, don, i, i, need, vaccine, i, you, don, i, i, deserve, be, doctor, ., #, covidvaccine, #, covid19sl, #, pleasegetvaccinated","[('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('doctor', 'VBG'), ('you', 'PRP'), ('told', 'VBD'), ('someone', 'NN'), ('that', 'IN'), ('they', 'PRP'), ('i', 'VBP'), ('don', 'VBP'), ('i', 'NN'), ('i', 'VBP'), ('need', 'VBP'), ('vaccine', 'NN'), ('i', 'NN'), ('you', 'PRP'), ('don', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('deserve', 'VBP'), ('be', 'VB'), ('doctor', 'JJ'), ('covidvaccine', 'NN'), ('pleasegetvaccinated', 'VBD')]","['doctor', 'told', 'someone', 'need', 'vaccine', 'deserve', 'doctor', 'covidvaccine', 'pleasegetvaccinated']","['doctor', 'tell', 'need', 'vaccine', 'deserve', 'doctor', 'covidvaccine', 'pleasegetvaccinate']","['doctor', 'need', 'vaccine', 'doctor', 'covidvaccine']"
24,"#, unite2fightcorona, #, largestvaccinedrive, busting, myths, around, women, couid, -, nineteen, vaccine, .","[('largestvaccinedrive', 'JJ'), ('busting', 'VBG'), ('myths', 'NNS'), ('around', 'IN'), ('women', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccine', 'NN')]","['largestvaccinedrive', 'busting', 'myth', 'around', 'woman', 'couid', 'nineteen', 'vaccine']","['largestvaccinedrive', 'bust', 'myth', 'woman', 'couid', 'vaccine']","['myth', 'woman', 'vaccine']"
