,Text,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun
10,"The, government, of, up, ', i, double, engine, is, working, so, fast, that, the, certificate, of, getting, both, doses, is, being, given, just, by, getting, the, single, dose, vaccine, of, couid, ..., development, is, at, it, is, peak, i","[('the', 'DT'), ('government', 'NN'), ('of', 'IN'), ('up', 'IN'), ('i', 'NN'), ('double', 'JJ'), ('engine', 'NN'), ('is', 'VBZ'), ('working', 'VBG'), ('so', 'RB'), ('fast', 'RB'), ('that', 'IN'), ('the', 'DT'), ('certificate', 'NN'), ('of', 'IN'), ('getting', 'VBG'), ('both', 'DT'), ('doses', 'NNS'), ('is', 'VBZ'), ('being', 'VBG'), ('given', 'VBN'), ('just', 'RB'), ('by', 'IN'), ('getting', 'VBG'), ('the', 'DT'), ('single', 'JJ'), ('dose', 'JJ'), ('vaccine', 'NN'), ('of', 'IN'), ('couid', 'NN'), ('development', 'NN'), ('is', 'VBZ'), ('at', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('peak', 'JJ'), ('i', 'NN')]","['government', 'double', 'engine', 'working', 'fast', 'certificate', 'getting', 'dos', 'given', 'getting', 'single', 'dose', 'vaccine', 'couid', 'development', 'peak']","['government', 'double', 'engine', 'work', 'fast', 'certificate', 'get', 'dose', 'give', 'get', 'single', 'dose', 'vaccine', 'development', 'peak']","['government', 'engine', 'certificate', 'dose', 'dose', 'vaccine', 'development', 'peak']"
11,"way, spread, cough, ,, fever, ,, cold, ,, headache, ..., on, lighter, note, ,, couid, -, nineteen, virus, coming, after, having, #, vaccinesideeffects, #, vaccine, ...., madness, ...., in, villages, i, its, spreading, like, fire, i, even, though, it, is, not, deadly, ,, people, are, experiencing, it","[('way', 'NN'), ('spread', 'JJ'), ('cough', 'NN'), ('fever', 'NN'), ('cold', 'JJ'), ('headache', 'NN'), ('on', 'IN'), ('lighter', 'JJR'), ('note', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('virus', 'NN'), ('coming', 'VBG'), ('after', 'IN'), ('having', 'VBG'), ('vaccinesideeffects', 'NNS'), ('vaccine', 'JJ'), ('madness', 'NN'), ('in', 'IN'), ('villages', 'NNS'), ('i', 'VBP'), ('its', 'PRP$'), ('spreading', 'NN'), ('like', 'IN'), ('fire', 'NN'), ('i', 'NN'), ('even', 'RB'), ('though', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('deadly', 'JJ'), ('people', 'NNS'), ('are', 'VBP'), ('experiencing', 'VBG'), ('it', 'PRP')]","['way', 'spread', 'cough', 'fever', 'cold', 'headache', 'lighter', 'note', 'couid', 'nineteen', 'virus', 'coming', 'vaccinesideeffects', 'vaccine', 'madness', 'village', 'spreading', 'like', 'fire', 'even', 'though', 'not', 'deadly', 'people', 'experiencing']","['way', 'spread', 'cough', 'fever', 'cold', 'headache', 'light', 'note', 'couid', 'virus', 'come', 'vaccinesideeffect', 'vaccine', 'madness', 'village', 'spread', 'fire', 'even', 'deadly', 'people', 'experience']","['way', 'cough', 'fever', 'headache', 'note', 'virus', 'vaccinesideeffect', 'vaccine', 'madness', 'village', 'fire', 'people']"
12,"it, has, been, almost, two, years, into, pandemic, ., we, must, know, that, :, -, masks, work, they, save, lives, -, vaccines, work, not, getting, one, can, kill, you, -, children, can, get, it, too, -, open, less, crowded, places, lower, your, risk, -, long, couid, exists, -, media, articles, are, not, references","[('it', 'PRP'), ('has', 'VBZ'), ('been', 'VBN'), ('almost', 'RB'), ('two', 'CD'), ('years', 'NNS'), ('into', 'IN'), ('pandemic', 'JJ'), ('we', 'PRP'), ('must', 'MD'), ('know', 'VB'), ('that', 'IN'), ('masks', 'NNS'), ('work', 'VBP'), ('they', 'PRP'), ('save', 'VBP'), ('lives', 'NNS'), ('vaccines', 'NNS'), ('work', 'VBP'), ('not', 'RB'), ('getting', 'VBG'), ('one', 'CD'), ('can', 'MD'), ('kill', 'VB'), ('you', 'PRP'), ('children', 'NNS'), ('can', 'MD'), ('get', 'VB'), ('it', 'PRP'), ('too', 'RB'), ('open', 'JJ'), ('less', 'RBR'), ('crowded', 'JJ'), ('places', 'NNS'), ('lower', 'JJR'), ('your', 'PRP$'), ('risk', 'NN'), ('long', 'RB'), ('couid', 'JJ'), ('exists', 'NNS'), ('media', 'NNS'), ('articles', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('references', 'NNS')]","['almost', 'two', 'year', 'pandemic', 'must', 'know', 'mask', 'work', 'save', 'life', 'vaccine', 'work', 'not', 'getting', 'one', 'kill', 'child', 'get', 'open', 'le', 'crowded', 'place', 'lower', 'risk', 'long', 'couid', 'exists', 'medium', 'article', 'not', 'reference']","['almost', 'year', 'pandemic', 'know', 'mask', 'work', 'save', 'live', 'vaccine', 'work', 'get', 'kill', 'child', 'get', 'open', 'less', 'crowded', 'place', 'low', 'risk', 'long', 'couid', 'exist', 'media', 'article', 'reference']","['year', 'mask', 'work', 'vaccine', 'kill', 'child', 'place', 'risk', 'couid', 'media', 'article', 'reference']"
13,"took, sputnik, doses, yet, positive, smiling_face_with_tear, #, omicron, #, covidvaccine, #, #, indiafightscorona","[('took', 'VBD'), ('sputnik', 'NN'), ('doses', 'NNS'), ('yet', 'RB'), ('positive', 'JJ'), ('omicron', 'NN'), ('covidvaccine', 'NN'), ('indiafightscorona', 'NN')]","['took', 'sputnik', 'dos', 'yet', 'positive', 'omicron', 'covidvaccine', 'indiafightscorona']","['take', 'sputnik', 'dose', 'positive', 'omicron', 'covidvaccine', 'indiafightscorona']","['sputnik', 'dose', 'omicron', 'covidvaccine', 'indiafightscorona']"
14,"face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_hand_over_mouth, #, covid19, #, coaxing, #, covidtesting, #, covishield, #, covidvaccine, #, omicronvarient","[('coaxing', 'VBG'), ('covidtesting', 'VBG'), ('covishield', 'JJ'), ('covidvaccine', 'NN'), ('omicronvarient', 'NN')]","['coaxing', 'covidtesting', 'covishield', 'covidvaccine', 'omicronvarient']","['covidteste', 'covishield', 'covidvaccine', 'omicronvarient']","['covishield', 'omicronvarient']"
15,"if, you, are, married, more, than, five, years, have, two, children, ,, trust, me, you, are, living, life, similar, isolation, i, no, big, difference, ., #, covid19, #, covidtesting, #, couid, #, covidvaccine","[('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('married', 'VBN'), ('more', 'RBR'), ('than', 'IN'), ('five', 'CD'), ('years', 'NNS'), ('have', 'VBP'), ('two', 'CD'), ('children', 'NNS'), ('trust', 'IN'), ('me', 'PRP'), ('you', 'PRP'), ('are', 'VBP'), ('living', 'VBG'), ('life', 'NN'), ('similar', 'JJ'), ('isolation', 'NN'), ('i', 'NN'), ('no', 'DT'), ('big', 'JJ'), ('difference', 'NN'), ('covidtesting', 'VBG'), ('couid', 'NNS'), ('covidvaccine', 'NN')]","['married', 'five', 'year', 'two', 'child', 'trust', 'living', 'life', 'similar', 'isolation', 'big', 'difference', 'covidtesting', 'couid', 'covidvaccine']","['marry', 'year', 'child', 'trust', 'live', 'life', 'similar', 'isolation', 'big', 'difference', 'covidteste', 'couid', 'covidvaccine']","['year', 'child', 'life', 'isolation', 'difference', 'covidvaccine']"
16,"new, india, ,, new, records, with, over, one hundred and sixty, crore, vaccines, administered, so, far, ,, india, takes, yet, another, leap, it, is, fight, against, couid, -, nineteen, ., #, indiafightscorona, #, largestvaccinedrive","[('new', 'JJ'), ('india', 'JJ'), ('new', 'JJ'), ('records', 'NNS'), ('with', 'IN'), ('over', 'IN'), ('crore', 'JJR'), ('vaccines', 'NNS'), ('administered', 'VBD'), ('so', 'RB'), ('far', 'RB'), ('india', 'JJ'), ('takes', 'VBZ'), ('yet', 'RB'), ('another', 'DT'), ('leap', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('fight', 'VBN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('indiafightscorona', 'NN'), ('largestvaccinedrive', 'NN')]","['new', 'india', 'new', 'record', 'crore', 'vaccine', 'administered', 'far', 'india', 'take', 'yet', 'another', 'leap', 'fight', 'couid', 'nineteen', 'indiafightscorona', 'largestvaccinedrive']","['new', 'new', 'record', 'crore', 'vaccine', 'administer', 'far', 'take', 'yet', 'leap', 'fight', 'couid', 'indiafightscorona', 'largestvaccinedrive']","['record', 'vaccine', 'leap', 'fight', 'indiafightscorona', 'largestvaccinedrive']"
17,"my, wife, resident, dubai, has, taken, couid, -, nineteen, vaccine, covisheild, two, doses, india, ., can, she, take, pfizer, booster, dose, here, dubai","[('my', 'PRP$'), ('wife', 'NN'), ('resident', 'NN'), ('dubai', 'NN'), ('has', 'VBZ'), ('taken', 'VBN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('covisheild', 'NN'), ('two', 'CD'), ('doses', 'NNS'), ('india', 'VBP'), ('can', 'MD'), ('she', 'PRP'), ('take', 'VB'), ('pfizer', 'NN'), ('booster', 'NN'), ('dose', 'NN'), ('here', 'RB'), ('dubai', 'NN')]","['wife', 'resident', 'dubai', 'taken', 'couid', 'nineteen', 'vaccine', 'covisheild', 'two', 'dos', 'india', 'take', 'pfizer', 'booster', 'dose', 'dubai']","['take', 'vaccine', 'covisheild', 'dose', 'take', 'pfizer', 'booster']","['vaccine', 'dose', 'pfizer', 'booster']"
18,"It, is, true, that, the, cac, in, America, recommended, ,, but, the, World, Health, Organization, did, not, object, ., cac, recommends, everyone, ages, five, years, older, get, couid, -, nineteen, vaccine, help, protect, against, couid, -, nineteen, .","[('it', 'PRP'), ('is', 'VBZ'), ('true', 'JJ'), ('that', 'IN'), ('the', 'DT'), ('cac', 'NN'), ('in', 'IN'), ('america', 'NN'), ('recommended', 'VBN'), ('but', 'CC'), ('the', 'DT'), ('world', 'NN'), ('health', 'NN'), ('organization', 'NN'), ('did', 'VBD'), ('not', 'RB'), ('object', 'VB'), ('cac', 'NN'), ('recommends', 'VBZ'), ('everyone', 'NN'), ('ages', 'VBZ'), ('five', 'CD'), ('years', 'NNS'), ('older', 'JJR'), ('get', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('help', 'NN'), ('protect', 'VB'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'NN')]","['true', 'cac', 'america', 'recommended', 'world', 'health', 'organization', 'not', 'object', 'cac', 'recommends', 'everyone', 'age', 'five', 'year', 'older', 'get', 'couid', 'nineteen', 'vaccine', 'help', 'protect', 'couid', 'nineteen']","['true', 'recommend', 'world', 'health', 'organization', 'object', 'cac', 'recommend', 'age', 'year', 'old', 'get', 'couid', 'vaccine', 'help', 'protect']","['world', 'health', 'organization', 'cac', 'age', 'year', 'vaccine']"
19,"Not, only, the, government, alone, can, deal, with, such, a, very, sad, situation, ,, but, the, society, also, has, some, responsibility, ., With, as, much, dedication, as, you, have, made, videos, ,, could, not, you, explain, it, with, the, same, dedication, ,, both, the, government, and, society, failed, #, covid19, #, covidvaccine","[('not', 'RB'), ('only', 'RB'), ('the', 'DT'), ('government', 'NN'), ('alone', 'RB'), ('can', 'MD'), ('deal', 'VB'), ('with', 'IN'), ('such', 'PDT'), ('a', 'DT'), ('very', 'RB'), ('sad', 'JJ'), ('situation', 'NN'), ('but', 'CC'), ('the', 'DT'), ('society', 'NN'), ('also', 'RB'), ('has', 'VBZ'), ('some', 'DT'), ('responsibility', 'NN'), ('with', 'IN'), ('as', 'RB'), ('much', 'JJ'), ('dedication', 'NN'), ('as', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('made', 'VBN'), ('videos', 'NNS'), ('could', 'MD'), ('not', 'RB'), ('you', 'PRP'), ('explain', 'VBP'), ('it', 'PRP'), ('with', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('dedication', 'NN'), ('both', 'DT'), ('the', 'DT'), ('government', 'NN'), ('and', 'CC'), ('society', 'NN'), ('failed', 'VBD'), ('covidvaccine', 'NN')]","['not', 'government', 'alone', 'deal', 'sad', 'situation', 'society', 'also', 'responsibility', 'much', 'dedication', 'made', 'video', 'could', 'not', 'explain', 'dedication', 'government', 'society', 'failed', 'covidvaccine']","['government', 'alone', 'deal', 'sad', 'situation', 'society', 'also', 'responsibility', 'much', 'dedication', 'make', 'video', 'explain', 'dedication', 'government', 'society', 'fail', 'covidvaccine']","['government', 'situation', 'society', 'dedication', 'video', 'dedication', 'government', 'society', 'covidvaccine']"
20,"couid, -, nineteen, vaccine, dose3check_mark_button","[('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN')]","['couid', 'nineteen', 'vaccine']","['couid', 'vaccine']",['vaccine']
21,"kerala, becomes, thirteenth, state, administer, five, crore, couid, -, nineteen, vaccine, doses, .","[('kerala', 'NN'), ('becomes', 'VBZ'), ('thirteenth', 'JJ'), ('state', 'NN'), ('administer', 'NN'), ('five', 'CD'), ('crore', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('doses', 'NNS')]","['kerala', 'becomes', 'thirteenth', 'state_administer', 'five', 'crore', 'couid', 'nineteen', 'vaccine', 'dos']","['become', 'thirteenth', 'crore', 'couid', 'vaccine', 'dose']","['crore', 'vaccine', 'dose']"
22,"right, pocket, -, couid, vaccine, certificate, left, pocket, -, paracetamol, five hundred, caller, tune, -, india, has, completed, one, ., cry, vac, ....., bwhaaahaaha","[('right', 'JJ'), ('pocket', 'NN'), ('couid', 'NN'), ('vaccine', 'NN'), ('certificate', 'NN'), ('left', 'VBD'), ('pocket', 'NN'), ('paracetamol', 'NN'), ('caller', 'NN'), ('tune', 'NN'), ('india', 'NN'), ('has', 'VBZ'), ('completed', 'VBN'), ('one', 'CD'), ('cry', 'NN'), ('vac', 'NN'), ('bwhaaahaaha', 'NN')]","['right', 'pocket', 'couid', 'vaccine', 'certificate', 'left', 'pocket', 'paracetamol', 'caller', 'tune', 'india', 'completed', 'one', 'cry', 'vac']","['right', 'pocket', 'couid', 'vaccine', 'certificate', 'leave', 'pocket', 'paracetamol', 'caller', 'tune', 'complete', 'cry']","['pocket', 'vaccine', 'certificate', 'pocket', 'paracetamol', 'caller', 'tune', 'cry']"
23,"dog, faridabad, is, committed, wellbeing, it, is, parents, ,, students, community, ., get, vaccinated, ,, stay, safefolded_hands, #, dpsgschools, #, wearedpsg, #, getvaccinatedtobeprotected, #, vaccinatedandhappy, #, vaccinesbringuscloser, #, couid, #, covidvaccine, #, healthcare, #, healthcareworkers","[('dog', 'NN'), ('faridabad', 'NN'), ('is', 'VBZ'), ('committed', 'VBN'), ('wellbeing', 'VBG'), ('it', 'PRP'), ('is', 'VBZ'), ('parents', 'JJ'), ('students', 'NNS'), ('community', 'NN'), ('get', 'VBP'), ('vaccinated', 'VBN'), ('stay', 'NN'), ('dpsgschools', 'NNS'), ('wearedpsg', 'VBP'), ('getvaccinatedtobeprotected', 'VBN'), ('vaccinatedandhappy', 'JJ'), ('vaccinesbringuscloser', 'NN'), ('couid', 'NN'), ('covidvaccine', 'NN'), ('healthcare', 'NN'), ('healthcareworkers', 'NNS')]","['dog', 'faridabad', 'committed', 'wellbeing', 'parent', 'student', 'community', 'get', 'vaccinated', 'stay', 'dpsgschools', 'wearedpsg', 'getvaccinatedtobeprotected', 'vaccinatedandhappy', 'vaccinesbringuscloser', 'couid', 'covidvaccine', 'healthcare', 'healthcareworkers']","['dog', 'faridabad', 'commit', 'wellbee', 'parent', 'student', 'community', 'get', 'vaccinate', 'stay', 'dpsgschool', 'wearedpsg', 'getvaccinatedtobeprotecte', 'vaccinatedandhappy', 'vaccinesbringuscloser', 'couid', 'covidvaccine', 'healthcare', 'healthcareworker']","['dog', 'faridabad', 'parent', 'student', 'community', 'stay', 'dpsgschool', 'wearedpsg', 'vaccinesbringuscloser', 'covidvaccine', 'healthcare', 'healthcareworker']"
24,"swiss, researchers, launch, trial, couid, -, nineteen, ', patch, ', vaccine","[('swiss', 'JJ'), ('researchers', 'NNS'), ('launch', 'JJ'), ('trial', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('patch', 'NN'), ('vaccine', 'NN')]","['swiss', 'researcher', 'launch', 'trial', 'couid', 'nineteen', 'patch', 'vaccine']","['swiss', 'researcher', 'launch', 'trial', 'couid', 'patch', 'vaccine']","['researcher', 'trial', 'patch', 'vaccine']"
