,Text,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun
10,"we, are, frontline, workers, ., we, stand, by, couid, vaccines, ., #, largestvaccinationdrive, #, indiafightscorona","[('we', 'PRP'), ('are', 'VBP'), ('frontline', 'JJ'), ('workers', 'NNS'), ('we', 'PRP'), ('stand', 'VBP'), ('by', 'IN'), ('couid', 'NN'), ('vaccines', 'NNS'), ('largestvaccinationdrive', 'JJ'), ('indiafightscorona', 'NN')]","['frontline_workers', 'stand', 'couid', 'vaccine', 'largestvaccinationdrive', 'indiafightscorona']","['frontline_worker', 'stand', 'couid', 'vaccine', 'largestvaccinationdrive', 'indiafightscorona']","['frontline_worker', 'vaccine', 'indiafightscorona']"
11,"couid, vaccine, check_mark_button","[('couid', 'NN'), ('vaccine', 'NN')]","['couid', 'vaccine']","['couid', 'vaccine']",['vaccine']
12,":, eu, set, curb, exports, couid, -, nineteen, vaccines, :, report, #, nifty, #, sipgrab, #, unitingpeoplewiththepossibilities","[('eu', 'NN'), ('set', 'VBN'), ('curb', 'NN'), ('exports', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccines', 'NNS'), ('report', 'NN'), ('nifty', 'IN'), ('sipgrab', 'JJ'), ('unitingpeoplewiththepossibilities', 'NNS')]","['set', 'curb', 'export', 'couid', 'nineteen', 'vaccine', 'report', 'nifty_sipgrab', 'unitingpeoplewiththepossibilities']","['set', 'curb', 'export', 'couid', 'vaccine', 'report', 'nifty_sipgrab', 'unitingpeoplewiththepossibilitie']","['curb', 'export', 'vaccine', 'nifty_sipgrab', 'unitingpeoplewiththepossibilitie']"
13,"maharashtrian, :, more, than, one, ,, eighty, ,, zero, people, we, are, inoculated, with, #, covidー19, preventive, vaccine, state, yesterday, ., meanwhile, ,, view, surge, couid, cases, ,, pathani, district, will, be, placed, under, lockdown, seven, am, today, till, just, this, month, .","[('maharashtrian', 'RB'), ('more', 'JJR'), ('than', 'IN'), ('one', 'CD'), ('eighty', 'NN'), ('zero', 'CD'), ('people', 'NNS'), ('we', 'PRP'), ('are', 'VBP'), ('inoculated', 'VBN'), ('with', 'IN'), ('preventive', 'JJ'), ('vaccine', 'NN'), ('state', 'NN'), ('yesterday', 'NN'), ('meanwhile', 'RB'), ('view', 'NN'), ('surge', 'NN'), ('couid', 'NN'), ('cases', 'NNS'), ('pathani', 'VBP'), ('district', 'NN'), ('will', 'MD'), ('be', 'VB'), ('placed', 'VBN'), ('under', 'IN'), ('lockdown', 'JJ'), ('seven', 'CD'), ('am', 'VBP'), ('today', 'NN'), ('till', 'NN'), ('just', 'RB'), ('this', 'DT'), ('month', 'NN')]","['maharashtrian', 'one', 'eighty', 'zero', 'people', 'inoculated', 'preventive', 'vaccine', 'state', 'yesterday', 'meanwhile', 'view', 'surge', 'couid', 'case', 'pathani', 'district', 'placed', 'lockdown', 'seven', 'today', 'till', 'month']","['people', 'inoculate', 'preventive', 'vaccine', 'state', 'yesterday', 'meanwhile', 'view', 'surge', 'case', 'pathani', 'district', 'place', 'today', 'month']","['people', 'vaccine', 'state', 'yesterday', 'surge', 'case', 'pathani', 'district', 'today', 'month']"
14,"#, vaccinated, i, am, really, pleased, have, taken, my, first, couid, -, nineteen, vaccine, this, morning, ,, at, manhood, health, care, center, ,, dubai, ,, use, we, must, all, support, effort, rolling, out, vaccine, as, many, people, as, possible, ., #, togetherwerecover","[('vaccinated', 'VBN'), ('i', 'NN'), ('am', 'VBP'), ('really', 'RB'), ('pleased', 'JJ'), ('have', 'VBP'), ('taken', 'VBN'), ('my', 'PRP$'), ('first', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('this', 'DT'), ('morning', 'NN'), ('at', 'IN'), ('manhood', 'NN'), ('health', 'NN'), ('care', 'NN'), ('center', 'NN'), ('dubai', 'NN'), ('use', 'NN'), ('we', 'PRP'), ('must', 'MD'), ('all', 'DT'), ('support', 'VB'), ('effort', 'NN'), ('rolling', 'VBG'), ('out', 'RP'), ('vaccine', 'NN'), ('as', 'IN'), ('many', 'JJ'), ('people', 'NNS'), ('as', 'IN'), ('possible', 'JJ'), ('togetherwerecover', 'NN')]","['vaccinated', 'really', 'pleased', 'taken', 'first', 'couid', 'nineteen', 'vaccine', 'morning', 'manhood', 'health', 'care', 'center', 'dubai', 'use', 'must', 'support', 'effort', 'rolling', 'vaccine', 'many', 'people', 'possible', 'togetherwerecover']","['vaccinate', 'really', 'pleased', 'take', 'first', 'vaccine', 'morning', 'dubai', 'use', 'support', 'effort', 'rolling', 'vaccine', 'many', 'people', 'possible', 'togetherwerecover']","['vaccine', 'morning', 'dubai', 'use', 'effort', 'rolling', 'vaccine', 'people', 'togetherwerecover']"
15,"russian, manufactured, i, sputnik, i, i, couid, -, nineteen, vaccine, will, be, administered, allocated, zones, ., read, full, story, here, via, #, srilanka, #, la, #, covidvaccine, #, sputnikvaccine, #, sinopharm, #, russia, #, china, #, covid19sl, #, covid19lk","[('russian', 'JJ'), ('manufactured', 'VBD'), ('i', 'JJ'), ('sputnik', 'VBP'), ('i', 'NN'), ('i', 'VBP'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('will', 'MD'), ('be', 'VB'), ('administered', 'VBN'), ('allocated', 'JJ'), ('zones', 'NNS'), ('read', 'VBP'), ('full', 'JJ'), ('story', 'NN'), ('here', 'RB'), ('via', 'IN'), ('srilanka', 'NN'), ('la', 'FW'), ('covidvaccine', 'JJ'), ('sputnikvaccine', 'NN'), ('sinopharm', 'NN'), ('russia', 'NN'), ('china', 'NN')]","['russian', 'manufactured', 'sputnik', 'couid', 'nineteen', 'vaccine', 'administered', 'allocated', 'zone', 'read_full', 'story', 'via', 'srilanka_la', 'covidvaccine', 'sputnikvaccine', 'sinopharm', 'russia', 'china']","['vaccine', 'administer', 'allocate', 'zone', 'read_full', 'story', 'srilanka_la', 'covidvaccine', 'sputnikvaccine']","['vaccine', 'zone', 'read_full', 'story', 'srilanka_la', 'covidvaccine', 'sputnikvaccine']"
16,"this, is, kuala, lump, ., nurse, is, making, wait, bearable, people, who, have, been, waiting, get, their, couid, -, nineteen, vaccine, ., impressive, cherry_blossom","[('this', 'DT'), ('is', 'VBZ'), ('kuala', 'JJ'), ('lump', 'JJ'), ('nurse', 'NN'), ('is', 'VBZ'), ('making', 'VBG'), ('wait', 'RBR'), ('bearable', 'JJ'), ('people', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('been', 'VBN'), ('waiting', 'VBG'), ('get', 'VB'), ('their', 'PRP$'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('impressive', 'NN')]","['kuala', 'lump', 'nurse', 'making', 'wait', 'bearable', 'people', 'waiting', 'get', 'couid', 'nineteen', 'vaccine', 'impressive']","['lump', 'nurse', 'make', 'wait', 'bearable', 'people', 'wait', 'get', 'couid', 'vaccine', 'impressive']","['lump', 'nurse', 'people', 'vaccine']"
17,"assalamu, o, alaikum, tip, ', i, letter, am, regarding, import, permission, private, sector, couid, vaccine, is, alarming, ., unjustified, approval, high, prices, must, be, reviewed, ., opposition, is, targeting, all, such, opportunities, pressurize, your, govt, ., please, act, strongly, .","[('assalamu', 'NN'), ('o', 'MD'), ('alaikum', 'VB'), ('tip', 'NN'), ('i', 'JJ'), ('letter', 'NN'), ('am', 'VBP'), ('regarding', 'VBG'), ('import', 'NN'), ('permission', 'NN'), ('private', 'JJ'), ('sector', 'NN'), ('couid', 'NN'), ('vaccine', 'NN'), ('is', 'VBZ'), ('alarming', 'VBG'), ('unjustified', 'JJ'), ('approval', 'NN'), ('high', 'JJ'), ('prices', 'NNS'), ('must', 'MD'), ('be', 'VB'), ('reviewed', 'VBN'), ('opposition', 'NN'), ('is', 'VBZ'), ('targeting', 'VBG'), ('all', 'DT'), ('such', 'JJ'), ('opportunities', 'NNS'), ('pressurize', 'VBP'), ('your', 'PRP$'), ('govt', 'JJ'), ('please', 'NN'), ('act', 'NN'), ('strongly', 'RB')]","['assalamu', 'alaikum', 'tip', 'letter', 'regarding', 'import', 'permission', 'private', 'sector', 'couid', 'vaccine', 'alarming', 'unjustified', 'approval', 'high', 'price', 'must', 'reviewed', 'opposition', 'targeting', 'opportunity', 'pressurize', 'govt', 'please', 'act', 'strongly']","['assalamu', 'alaikum', 'tip', 'letter', 'regard', 'import', 'permission', 'private', 'sector', 'couid', 'vaccine', 'alarm', 'unjustified', 'approval', 'high', 'price', 'review', 'opposition', 'target', 'opportunity', 'pressurize', 'govt', 'act', 'strongly']","['alaikum', 'tip', 'letter', 'import', 'permission', 'sector', 'vaccine', 'approval', 'price', 'opposition', 'opportunity', 'govt']"
18,"#, angelamerkel, refused, walk, front, of, /, or, next, scientists, ,, do, ., igor, shaheen, &, amp, ;, his, wife, oblem, tureen, ,, who, discovered, i, couid, nineteen, "", vaccine, ., walking, after, them, appreciation, ,, at, their, honoring, ceremony, ,, she, said, "", the, scholars, are, ones, who, lead, nations, ,, sirs, ’’#, respect","[('angelamerkel', 'NN'), ('refused', 'VBD'), ('walk', 'NN'), ('front', 'NN'), ('of', 'IN'), ('or', 'CC'), ('next', 'JJ'), ('scientists', 'NNS'), ('do', 'VBP'), ('igor', 'RB'), ('shaheen', 'VB'), ('amp', 'IN'), ('his', 'PRP$'), ('wife', 'NN'), ('oblem', 'NN'), ('tureen', 'NN'), ('who', 'WP'), ('discovered', 'VBD'), ('i', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('walking', 'NN'), ('after', 'IN'), ('them', 'PRP'), ('appreciation', 'NN'), ('at', 'IN'), ('their', 'PRP$'), ('honoring', 'NN'), ('ceremony', 'NN'), ('she', 'PRP'), ('said', 'VBD'), ('the', 'DT'), ('scholars', 'NNS'), ('are', 'VBP'), ('ones', 'NNS'), ('who', 'WP'), ('lead', 'VBP'), ('nations', 'NNS'), ('sirs', 'NNS'), ('respect', 'VBP')]","['angelamerkel', 'refused', 'walk', 'front', 'next', 'scientist', 'igor', 'shaheen', 'amp', 'wife', 'oblem', 'tureen', 'discovered', 'couid', 'nineteen', 'vaccine', 'walking', 'appreciation', 'honoring', 'ceremony', 'said', 'scholar', 'one', 'lead', 'nation', 'sir', 'respect']","['angelamerkel', 'refuse', 'walk', 'front', 'next', 'scientist', 'igor', 'shaheen', 'amp', 'wife', 'discover', 'couid', 'vaccine', 'walk', 'appreciation', 'honoring', 'ceremony', 'say', 'one', 'lead', 'nation', 'sir', 'respect']","['angelamerkel', 'front', 'scientist', 'amp', 'wife', 'vaccine', 'appreciation', 'honoring', 'ceremony', 'one', 'nation', 'respect']"
19,"my, father, took, first, dose, covisheild, couid, -, nineteen, vaccine, at, bhai, global, hospital, ,, new, delhi, today, ., let, i, i, make, india, couid, free","[('my', 'PRP$'), ('father', 'NN'), ('took', 'VBD'), ('first', 'RB'), ('dose', 'JJ'), ('covisheild', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('at', 'IN'), ('bhai', 'NN'), ('global', 'JJ'), ('hospital', 'NN'), ('new', 'JJ'), ('delhi', 'NN'), ('today', 'NN'), ('let', 'VBP'), ('i', 'NN'), ('i', 'NNS'), ('make', 'VBP'), ('india', 'JJ'), ('couid', 'NN'), ('free', 'JJ')]","['father', 'took', 'first', 'dose', 'covisheild', 'couid', 'nineteen', 'vaccine', 'global', 'hospital', 'new', 'delhi', 'today', 'let', 'make', 'india', 'couid', 'free']","['take', 'first', 'dose', 'covisheild', 'couid', 'vaccine', 'hospital', 'today', 'let', 'make', 'couid', 'free']","['dose', 'covisheild', 'vaccine', 'hospital', 'today']"
20,"why, fuck, is, government, focusing, distribution, vaccines, other, nations, compromising, vaccination, their, own, people, ,, just, sake, international, relations, three, ,, sixty, ,, zero, plus, active, cases, india, ,, today, #, vaccine, #, covidvaccine","[('why', 'WRB'), ('fuck', 'NN'), ('is', 'VBZ'), ('government', 'NN'), ('focusing', 'VBG'), ('distribution', 'NN'), ('vaccines', 'NNS'), ('other', 'JJ'), ('nations', 'NNS'), ('compromising', 'VBG'), ('vaccination', 'NN'), ('their', 'PRP$'), ('own', 'JJ'), ('people', 'NNS'), ('just', 'RB'), ('sake', 'VBP'), ('international', 'JJ'), ('relations', 'NNS'), ('three', 'CD'), ('sixty', 'NN'), ('zero', 'CD'), ('plus', 'CC'), ('active', 'JJ'), ('cases', 'NNS'), ('india', 'VBP'), ('today', 'NN'), ('vaccine', 'NN'), ('covidvaccine', 'NN')]","['fuck', 'government', 'focusing', 'distribution', 'vaccine', 'nation', 'compromising', 'vaccination', 'people', 'sake', 'international', 'relation', 'three', 'sixty', 'zero', 'plus', 'active', 'case', 'india', 'today', 'vaccine', 'covidvaccine']","['fuck', 'government', 'focus', 'distribution', 'vaccine', 'nation', 'compromise', 'vaccination', 'people', 'sake', 'international', 'relation', 'active', 'case', 'today', 'vaccine', 'covidvaccine']","['government', 'distribution', 'vaccine', 'nation', 'vaccination', 'people', 'relation', 'case', 'today', 'vaccine', 'covidvaccine']"
21,"get, yourself, tested, staying, at, home, housesstar, -, struck, &, amp, ;, save, upto, twenty, %, your, bill, call, now, book, your, appointment, install, app, now, -, #, covid_19, #, goodmorning, #, vaccinated, #, wednesdaythought, #, vaccine, #, happyholi, #, engvsind, #, belagavi, #, belgium, #, medicine, *, tac","[('get', 'VB'), ('yourself', 'PRP'), ('tested', 'VBN'), ('staying', 'VBG'), ('at', 'IN'), ('home', 'NN'), ('housesstar', 'NN'), ('struck', 'VBD'), ('amp', 'JJ'), ('save', 'NN'), ('upto', 'JJ'), ('twenty', 'RB'), ('your', 'PRP$'), ('bill', 'NN'), ('call', 'VB'), ('now', 'RB'), ('book', 'NN'), ('your', 'PRP$'), ('appointment', 'NN'), ('install', 'NN'), ('app', 'NN'), ('now', 'RB'), ('goodmorning', 'VBG'), ('vaccinated', 'VBN'), ('wednesdaythought', 'JJ'), ('vaccine', 'NN'), ('happyholi', 'NN'), ('engvsind', 'IN'), ('belagavi', 'JJ'), ('belgium', 'NN'), ('medicine', 'NN'), ('tac', 'NN')]","['get', 'tested', 'staying', 'home', 'housesstar', 'struck', 'amp', 'save', 'upto', 'twenty', 'bill', 'call', 'book', 'appointment', 'install', 'app', 'goodmorning', 'vaccinated', 'wednesdaythought', 'vaccine', 'happyholi', 'engvsind', 'belagavi', 'belgium', 'medicine', 'tac']","['get', 'test', 'stay', 'home', 'housesstar', 'strike', 'amp', 'save', 'appointment', 'install', 'app', 'goodmorning', 'vaccinated', 'wednesdaythought', 'vaccine', 'engvsind', 'medicine', 'tac']","['home', 'housesstar', 'amp', 'appointment', 'app', 'goodmorning', 'vaccine', 'medicine', 'tac']"
