,Text,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun
10,"all, content, creators, ,, influencers, ig, reels, creators, stop, making, bullshit, content, ,, reels, ., please, start, creating, some, awareness, motivational, videos, #, covid19, #, covidvaccine","[('all', 'DT'), ('content', 'JJ'), ('creators', 'NNS'), ('influencers', 'NNS'), ('ig', 'VBP'), ('reels', 'NNS'), ('creators', 'NNS'), ('stop', 'VBP'), ('making', 'VBG'), ('bullshit', 'JJ'), ('content', 'JJ'), ('reels', 'NNS'), ('please', 'JJ'), ('start', 'VB'), ('creating', 'VBG'), ('some', 'DT'), ('awareness', 'JJ'), ('motivational', 'JJ'), ('videos', 'NNS'), ('covidvaccine', 'NN')]","['content', 'creator', 'influencers', 'ig', 'reel', 'creator', 'stop', 'making', 'bullshit', 'content', 'reel', 'please', 'start', 'creating', 'awareness', 'motivational', 'video', 'covidvaccine']","['content', 'creator', 'influencer', 'reel', 'creator', 'stop', 'make', 'bullshit', 'content', 'reel', 'start', 'create', 'awareness', 'motivational', 'video', 'covidvaccine']","['content', 'creator', 'reel', 'creator', 'content', 'reel', 'awareness', 'motivational', 'video']"
11,"dear, tone, condition, couid, is, too, bad, india, ,, they, do, not, have, even, enough, vaccine, support, people, ,, i, am, your, follower, india","[('dear', 'JJ'), ('tone', 'NN'), ('condition', 'NN'), ('couid', 'NN'), ('is', 'VBZ'), ('too', 'RB'), ('bad', 'JJ'), ('india', 'NN'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('even', 'RB'), ('enough', 'RB'), ('vaccine', 'JJ'), ('support', 'NN'), ('people', 'NNS'), ('i', 'VBP'), ('am', 'VBP'), ('your', 'PRP$'), ('follower', 'NN'), ('india', 'NN')]","['dear', 'tone', 'condition', 'couid', 'bad', 'india', 'not', 'even', 'enough', 'vaccine', 'support', 'people', 'follower', 'india']","['dear', 'tone', 'condition', 'couid', 'bad', 'even', 'enough', 'vaccine', 'support', 'people', 'follower']","['tone', 'condition', 'vaccine', 'people']"
12,"central, government, told, supreme, court, that, it, had, not, given, any, aid, or, grant, research, development, two, couid, -, nineteen, vaccines, being, used, country, i, i, mass, immunization, program, ., totally, agree, that, vaccine, orders, should, have, been, placed, earlier, .","[('central', 'JJ'), ('government', 'NN'), ('told', 'VBD'), ('supreme', 'JJ'), ('court', 'NN'), ('that', 'IN'), ('it', 'PRP'), ('had', 'VBD'), ('not', 'RB'), ('given', 'VBN'), ('any', 'DT'), ('aid', 'NN'), ('or', 'CC'), ('grant', 'JJ'), ('research', 'NN'), ('development', 'NN'), ('two', 'CD'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccines', 'NNS'), ('being', 'VBG'), ('used', 'JJ'), ('country', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('mass', 'NN'), ('immunization', 'NN'), ('program', 'NN'), ('totally', 'RB'), ('agree', 'VBP'), ('that', 'IN'), ('vaccine', 'NN'), ('orders', 'NNS'), ('should', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('placed', 'VBN'), ('earlier', 'RBR')]","['central', 'government', 'told', 'supreme_court', 'not', 'given', 'aid', 'grant', 'research', 'development', 'two', 'couid', 'nineteen', 'vaccine', 'used', 'country', 'mass', 'immunization', 'program', 'totally', 'agree', 'vaccine', 'order', 'placed', 'earlier']","['central', 'government', 'tell', 'give', 'aid', 'grant', 'research', 'development', 'couid', 'vaccine', 'use', 'country', 'mass', 'immunization', 'program', 'totally', 'agree', 'vaccine', 'order', 'place', 'early']","['government', 'aid', 'grant', 'research', 'development', 'vaccine', 'country', 'mass', 'immunization', 'program', 'vaccine', 'order']"
13,"fda, authorizes, pfizer, -, biotech, couid, -, nineteen, vaccine, emergency, use, adolescents, another, important, action, fight, against, pandemic, #, nifty, #, sipgrab","[('fda', 'NN'), ('authorizes', 'VBZ'), ('pfizer', 'NN'), ('biotech', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('emergency', 'NN'), ('use', 'NN'), ('adolescents', 'VBZ'), ('another', 'DT'), ('important', 'JJ'), ('action', 'NN'), ('fight', 'NN'), ('against', 'IN'), ('pandemic', 'JJ'), ('nifty', 'JJ'), ('sipgrab', 'NN')]","['fda', 'authorizes', 'pfizer', 'biotech', 'couid', 'nineteen', 'vaccine', 'emergency_use', 'adolescent', 'another', 'important', 'action', 'fight', 'pandemic', 'nifty_sipgrab']","['authorize', 'couid', 'vaccine', 'emergency_use', 'adolescent', 'important', 'action', 'fight', 'pandemic']","['vaccine', 'adolescent', 'action', 'fight', 'pandemic']"
14,"i, saw, it, video, when, pregnant, doctor, died, because, couid, nineteen, ., she, must, obviously, be, double, vaccinated, ., i, have, always, been, strong, proponent, efficacy, vaccines, ,, but, my, mind, blows, out, if, some, vaccinated, person, dies, due, this","[('i', 'NN'), ('saw', 'VBD'), ('it', 'PRP'), ('video', 'RP'), ('when', 'WRB'), ('pregnant', 'JJ'), ('doctor', 'NN'), ('died', 'VBD'), ('because', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('she', 'PRP'), ('must', 'MD'), ('obviously', 'RB'), ('be', 'VB'), ('double', 'JJ'), ('vaccinated', 'VBN'), ('i', 'NNS'), ('have', 'VBP'), ('always', 'RB'), ('been', 'VBN'), ('strong', 'JJ'), ('proponent', 'NN'), ('efficacy', 'NN'), ('vaccines', 'NNS'), ('but', 'CC'), ('my', 'PRP$'), ('mind', 'NN'), ('blows', 'VBZ'), ('out', 'RP'), ('if', 'IN'), ('some', 'DT'), ('vaccinated', 'VBD'), ('person', 'NN'), ('dies', 'NNS'), ('due', 'VBP'), ('this', 'DT')]","['saw', 'video', 'pregnant', 'doctor', 'died', 'couid', 'nineteen', 'must', 'obviously', 'double', 'vaccinated', 'always', 'strong', 'proponent', 'efficacy', 'vaccine', 'mind', 'blow', 'vaccinated', 'person', 'due']","['see', 'video', 'pregnant', 'doctor', 'die', 'obviously', 'double', 'vaccinated', 'always', 'strong', 'proponent', 'efficacy', 'vaccine', 'mind', 'blow', 'vaccinated', 'person', 'die', 'due']","['video', 'doctor', 'efficacy', 'vaccine', 'mind', 'person']"
15,"just, want, ask, ji, did, bop, take, corona, vaccine, or, not, #, covidvaccine","[('just', 'RB'), ('want', 'VB'), ('ask', 'JJ'), ('ji', 'NN'), ('did', 'VBD'), ('bop', 'NNS'), ('take', 'VB'), ('corona', 'NNS'), ('vaccine', 'VB'), ('or', 'CC'), ('not', 'RB'), ('covidvaccine', 'VB')]","['want', 'ask', 'bop', 'take', 'corona', 'vaccine', 'not', 'covidvaccine']","['want', 'ask', 'take', 'vaccine', 'covidvaccine']",['vaccine']
16,"madam, ,, government, had, no, business, be, business, ., get, lost, this, useless, business, selling, couid, vaccine, other, countries, letting, our, own, indian, die, ., govt, is, well, prepared, distribution, vaccine, once, it, is, approved, i, i, u, ready, i, people, i, ready","[('madam', 'JJ'), ('government', 'NN'), ('had', 'VBD'), ('no', 'DT'), ('business', 'NN'), ('be', 'VB'), ('business', 'NN'), ('get', 'NN'), ('lost', 'VBN'), ('this', 'DT'), ('useless', 'JJ'), ('business', 'NN'), ('selling', 'VBG'), ('couid', 'NN'), ('vaccine', 'NN'), ('other', 'JJ'), ('countries', 'NNS'), ('letting', 'VBG'), ('our', 'PRP$'), ('own', 'JJ'), ('indian', 'JJ'), ('die', 'NN'), ('govt', 'NN'), ('is', 'VBZ'), ('well', 'RB'), ('prepared', 'JJ'), ('distribution', 'NN'), ('vaccine', 'NN'), ('once', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('approved', 'VBN'), ('i', 'JJ'), ('i', 'VBP'), ('u', 'VBP'), ('ready', 'JJ'), ('i', 'JJ'), ('people', 'NNS'), ('i', 'VBP'), ('ready', 'JJ')]","['madam', 'government', 'business', 'business', 'get', 'lost', 'useless', 'business', 'selling', 'couid', 'vaccine', 'country', 'letting', 'indian', 'die', 'govt', 'well', 'prepared', 'distribution', 'vaccine', 'approved', 'u', 'ready', 'people', 'ready']","['business', 'business', 'get', 'lose', 'useless', 'business', 'sell', 'couid', 'vaccine', 'country', 'let', 'indian', 'die', 'govt', 'well', 'prepare', 'distribution', 'vaccine', 'approve', 'ready', 'people', 'ready']","['business', 'business', 'business', 'vaccine', 'country', 'govt', 'distribution', 'vaccine', 'people']"
17,"some, very, interesting, data, this, dashboard, ., hope, we, can, somehow, increase, vaccine, availability, as, that, seems, be, most, crucial, thing, prevent, future, couid, waves, -, lockdown, though, needed, at, times, is, only, stop, gap, solution, but, we, need, vaccinate, vaccinate, vaccinate","[('some', 'DT'), ('very', 'RB'), ('interesting', 'JJ'), ('data', 'NNS'), ('this', 'DT'), ('dashboard', 'NN'), ('hope', 'NN'), ('we', 'PRP'), ('can', 'MD'), ('somehow', 'VB'), ('increase', 'VB'), ('vaccine', 'JJ'), ('availability', 'NN'), ('as', 'IN'), ('that', 'DT'), ('seems', 'VBZ'), ('be', 'VB'), ('most', 'RBS'), ('crucial', 'JJ'), ('thing', 'NN'), ('prevent', 'NN'), ('future', 'NN'), ('couid', 'NN'), ('waves', 'VBZ'), ('lockdown', 'JJ'), ('though', 'IN'), ('needed', 'VBN'), ('at', 'IN'), ('times', 'NNS'), ('is', 'VBZ'), ('only', 'RB'), ('stop', 'JJ'), ('gap', 'NN'), ('solution', 'NN'), ('but', 'CC'), ('we', 'PRP'), ('need', 'VBP'), ('vaccinate', 'JJ'), ('vaccinate', 'NN'), ('vaccinate', 'NN')]","['interesting', 'data', 'dashboard', 'hope', 'somehow', 'increase', 'vaccine', 'availability', 'seems', 'crucial', 'thing', 'prevent', 'future', 'couid', 'wave', 'lockdown', 'though', 'needed', 'time', 'stop', 'gap', 'solution', 'need', 'vaccinate', 'vaccinate', 'vaccinate']","['interesting', 'datum', 'dashboard', 'hope', 'somehow', 'increase', 'vaccine', 'availability', 'seem', 'crucial', 'thing', 'prevent', 'future', 'couid', 'wave', 'lockdown', 'need', 'time', 'stop', 'gap', 'solution', 'need', 'vaccinate']","['datum', 'dashboard', 'hope', 'vaccine', 'availability', 'thing', 'wave', 'time', 'gap', 'solution', 'vaccinate']"
18,"sir, appreciated, folded_hands, allow, all, international, couid, nineteen, vaccine, manufacturing, companies, produce, vaccines, india, at, moment, crisis, .","[('sir', 'NN'), ('appreciated', 'VBD'), ('allow', 'IN'), ('all', 'DT'), ('international', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('manufacturing', 'NN'), ('companies', 'NNS'), ('produce', 'VBP'), ('vaccines', 'NNS'), ('india', 'VBP'), ('at', 'IN'), ('moment', 'NN'), ('crisis', 'NN')]","['sir', 'appreciated', 'allow', 'international', 'couid', 'nineteen', 'vaccine', 'manufacturing', 'company', 'produce', 'vaccine', 'india', 'moment', 'crisis']","['appreciate', 'allow', 'vaccine', 'manufacture', 'company', 'produce', 'vaccine', 'moment', 'crisis']","['vaccine', 'company', 'vaccine', 'moment', 'crisis']"
19,"To, protect, against, the, second, wave, of, #, CoronaPandemic, ,, get, the, corona, vaccine, done, ,, do, not, go, out, of, the, house, without, reason, ., Follow, the, Corona, Health, Protocol, issued, by, the, state, government, and, stay, safe, ., #, rajasthan, #, sonic, #, covidvaccine, #, epidemic_red_alert_public_diskipline_lockdown, #, stanhope, #, vaccinated","[('to', 'TO'), ('protect', 'VB'), ('against', 'IN'), ('the', 'DT'), ('second', 'JJ'), ('wave', 'NN'), ('of', 'IN'), ('coronapandemic', 'JJ'), ('get', 'VB'), ('the', 'DT'), ('corona', 'NN'), ('vaccine', 'NN'), ('done', 'VBN'), ('do', 'VBP'), ('not', 'RB'), ('go', 'VB'), ('out', 'IN'), ('of', 'IN'), ('the', 'DT'), ('house', 'NN'), ('without', 'IN'), ('reason', 'NN'), ('follow', 'VBP'), ('the', 'DT'), ('corona', 'NN'), ('health', 'NN'), ('protocol', 'NN'), ('issued', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('state', 'NN'), ('government', 'NN'), ('and', 'CC'), ('stay', 'VB'), ('safe', 'JJ'), ('rajasthan', 'NN'), ('sonic', 'JJ'), ('covidvaccine', 'NN'), ('stanhope', 'NN'), ('vaccinated', 'VBD')]","['protect', 'second_wave', 'coronapandemic', 'get', 'corona', 'vaccine', 'done', 'not', 'go', 'house', 'without', 'reason', 'follow', 'corona', 'health', 'protocol', 'issued', 'state', 'government', 'stay_safe', 'rajasthan', 'sonic', 'covidvaccine', 'stanhope', 'vaccinated']","['protect', 'coronapandemic', 'get', 'vaccine', 'do', 'go', 'house', 'reason', 'follow', 'issue', 'state', 'government', 'sonic', 'covidvaccine', 'stanhope', 'vaccinate']","['vaccine', 'house', 'reason', 'state', 'government', 'covidvaccine', 'stanhope']"
20,"our, am, &, amp, ;, india, has, been, lucky, have, our, own, three, different, vaccines, own, couid, medicines, ,, oxygen, &, amp, ;, medical, systems, too, i, amp, ;, alongwith, other, countries, help, we, should, get, over, present, tight, position, ., moreover, i, age, wise, as, compared, world, average, we, are, not, lagging","[('our', 'PRP$'), ('am', 'VBP'), ('amp', 'JJ'), ('india', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('lucky', 'VBN'), ('have', 'VBP'), ('our', 'PRP$'), ('own', 'JJ'), ('three', 'CD'), ('different', 'JJ'), ('vaccines', 'NNS'), ('own', 'JJ'), ('couid', 'NN'), ('medicines', 'NNS'), ('oxygen', 'NN'), ('amp', 'VBP'), ('medical', 'JJ'), ('systems', 'NNS'), ('too', 'RB'), ('i', 'JJ'), ('amp', 'VBP'), ('alongwith', 'IN'), ('other', 'JJ'), ('countries', 'NNS'), ('help', 'VBP'), ('we', 'PRP'), ('should', 'MD'), ('get', 'VB'), ('over', 'IN'), ('present', 'JJ'), ('tight', 'JJ'), ('position', 'NN'), ('moreover', 'NN'), ('i', 'JJ'), ('age', 'NN'), ('wise', 'NN'), ('as', 'IN'), ('compared', 'VBN'), ('world', 'NN'), ('average', 'NN'), ('we', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('lagging', 'VBG')]","['amp', 'india', 'lucky', 'three', 'different', 'vaccine', 'couid', 'medicine', 'amp', 'medical', 'system', 'amp', 'alongwith', 'country', 'help', 'get', 'present', 'tight', 'position', 'moreover', 'age', 'wise', 'compared', 'world', 'average', 'not', 'lagging']","['lucky', 'different', 'vaccine', 'couid', 'medicine', 'amp', 'system', 'country', 'help', 'get', 'present', 'tight', 'position', 'moreover', 'age', 'wise', 'compare', 'world', 'average', 'lag']","['vaccine', 'medicine', 'amp', 'system', 'country', 'position', 'age', 'world', 'average']"
21,"gujaratis, can, be, model, state, at, couid, and, it, will, praised, ,, only, need, oxygen, injection, vaccine, god, ground, civil, la, hospital, unmehata, ., see, changes, please, listen, carefully, .","[('gujaratis', 'NN'), ('can', 'MD'), ('be', 'VB'), ('model', 'VBN'), ('state', 'NN'), ('at', 'IN'), ('couid', 'NN'), ('and', 'CC'), ('it', 'PRP'), ('will', 'MD'), ('praised', 'VBN'), ('only', 'RB'), ('need', 'VB'), ('oxygen', 'JJR'), ('injection', 'NN'), ('vaccine', 'NN'), ('god', 'NN'), ('ground', 'NN'), ('civil', 'JJ'), ('la', 'NN'), ('hospital', 'NN'), ('unmehata', 'JJ'), ('see', 'NN'), ('changes', 'NNS'), ('please', 'VBP'), ('listen', 'VB'), ('carefully', 'RB')]","['gujarati', 'model', 'state', 'couid', 'praised', 'need', 'injection', 'vaccine', 'god', 'ground', 'civil', 'la', 'hospital', 'unmehata', 'see', 'change', 'please', 'listen', 'carefully']","['state', 'couid', 'praise', 'need', 'injection', 'vaccine', 'grind', 'civil', 'hospital', 'unmehata', 'see', 'change', 'listen', 'carefully']","['state', 'couid', 'injection', 'vaccine', 'hospital', 'unmehata', 'change']"
22,"bac, has, issued, global, bid, today, acquire, one, crore, corona, vaccines, vaccinate, citizens, mumbai, at, earliest, massive, scale, it, is, decisive, fight, against, couid, virus, says, bac, commissioner, is, chapel, .","[('bac', 'NN'), ('has', 'VBZ'), ('issued', 'VBN'), ('global', 'JJ'), ('bid', 'NN'), ('today', 'NN'), ('acquire', 'VB'), ('one', 'CD'), ('crore', 'NN'), ('corona', 'NN'), ('vaccines', 'NNS'), ('vaccinate', 'VBP'), ('citizens', 'NNS'), ('mumbai', 'VBP'), ('at', 'IN'), ('earliest', 'JJS'), ('massive', 'JJ'), ('scale', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('decisive', 'JJ'), ('fight', 'NN'), ('against', 'IN'), ('couid', 'NN'), ('virus', 'NN'), ('says', 'VBZ'), ('bac', 'NN'), ('commissioner', 'NN'), ('is', 'VBZ'), ('chapel', 'JJ')]","['bac', 'issued', 'global', 'bid', 'today', 'acquire', 'one', 'crore', 'corona', 'vaccine', 'vaccinate', 'citizen', 'mumbai', 'earliest', 'massive', 'scale', 'decisive', 'fight', 'couid', 'virus', 'say', 'bac', 'commissioner', 'chapel']","['issue', 'global', 'bid', 'today', 'acquire', 'crore', 'vaccine', 'vaccinate', 'citizen', 'mumbai', 'early', 'massive', 'scale', 'decisive', 'fight', 'couid', 'virus', 'say']","['bid', 'today', 'crore', 'vaccine', 'citizen', 'scale', 'fight', 'virus']"
