Text,Label
"['seems', 'like', 'steel', 'man', 'many', 'mandate', 'mask', 'vaccination', 'testing', 'etc', 'much', 'still', 'place', 'relatively', 'low', 'cost', 'not', 'zero', 'cost']",0
"['kill', 'sally', 'field']",1
"['jesus_christ', 'vaccination', 'not', 'forced', 'carry', 'pregnancy', 'term']",0
"['amazon', 'allow', 'work', 'without', 'face', 'mask', 'require', 'vaccination', 'paid', 'couid', 'leave']",1
"['five', 'government', 'primary', 'concern', 'justification', 'compulsory', 'couid', 'vaccination', 'prevent', 'hospital', 'icu', 'emergency', 'depth', 'inundated', 'thus', 'running', 'medical', 'resource', 'bed', 'space', 'equipment', 'staff', 'perhaps', 'govt', 'require', 'hospital']",0
"['two', 'couid', 'vaccine', 'proven', 'not', 'prevent', 'spread', 'couid', 'even', 'esp', 'omicron', 'called', 'breakthrough_cases', 'became', 'positive', 'couid', 'case', 'omicron', 'care', 'vaccine', 'status', 'real', 'driving', 'force', 'vaccination', 'become', 'minimizing']",0
"['vaccination', 'syringe', 'new', 'video', 'via']",1
"['think', 'eighty', 'game', 'never', 'full', 'anyway', 'meant', 'download_app', 'get', 'green_light', 'based', 'vaccination', 'status', 'allow', 'enter', 'stadium', 'not', 'ground', 'unsure', 'enforce', 'much']",0
"['see', 'alberta', 'business', 'legally', 'still', 'requires', 'obtain', 'proof', 'vaccination', 'yes', 'still', 'legally', 'required']",0
"['medical', 'specialist', 'involved', 'vaccination', 'effort']",1
"['reaction', 'vaccine', 'according', 'cac', 'anaphylaxis', 'couid', 'nineteen', 'vaccination', 'extremely_rare', 'occurred', 'five', 'people', 'per', 'one', 'million', 'vaccinated', 'united_states', 'five', 'vaccination']",0
"['chickahominy', 'health', 'district', 'holding', 'vaccination', 'clinic', 'february', 'twentyfour', 'three', 'sargent', 'reynolds', 'community', 'college', 'please', 'use', 'link', 'register', 'walk_ins', 'accepted']",1
"['bad', 'right', 'body', 'belongs', 'not', 'wear', 'better', 'fight', 'fight', 'compulsory', 'vaccination', 'required', 'business', 'employer', 'government']",0
"['nothing', 'report', 'document', 'trump', 'took', 'gave', 'back', 'bullshit', 'happened', 'january', 'let', 'close', 'border', 'let', 'end', 'mask', 'vaccination', 'mandate', 'seriously', 'people']",0
"['conclusion', 'definitely', 'cannot', 'draw', 'mask', 'mandate', 'work', 'since', 'death', 'rate', 'much', 'lower', 'state', 'probably', 'primarily', 'due', 'higher', 'vaccination', 'rate']",0
"['never', 'suggested', 'vaccination', 'issue', 'one', 'way']",0
"['trump', 'arrested', 'yet', 'look', 'like', 'laughingstock', 'rest', 'world', 'still', 'also', 'terrified', 'trucker', 'not', 'coming', 'vaccination', 'mandate', 'coming', 'big', 'lie', 'perceived', 'reinstatement', 'tag']",0
"['couid', 'positive', 'died', 'amazed', 'spun', 'couid', 'death', 'push', 'vaccination', 'agenda']",0
"['not', 'crossed', 'data', 'vaccination']",1
"['school', 'not', 'gonna', 'ask', 'vaccination', 'proof', 'respect', 'individuality', 'health', 'decision', 'everyone', 'choice', 'stay', 'virtually', 'lol', 'hate']",0
"['linked', 'republican', 'controlled', 'state', 'tend', 'state', 'without', 'mask', 'mandate', 'far', 'worse', 'democratic', 'controlled', 'state', 'course', 'also', 'state', 'lower', 'vaccination', 'rate', 'hard', 'draw', 'strong', 'conclusion']",0
"['close', 'neighbor', 'pig', 'got', 'one', 'lowest', 'couid', 'vaccination', 'rate', 'world']",0
"['vaccination', 'campaign', 'gone', 'exemplary', 'miserable', 'failure']",0
"['advocacy', 'update', 'physician', 'group', 'urge', 'supreme_court', 'uphold', 'vaccination', 'requirement', 'highlight', 'parity', 'enforcement', 'regulatory', 'agenda', 'mentalhealth', 'psychtwitter']",0
"['putting', 'together', 'spreadsheet', 'oscar', 'nominee', 'celebrity', 'attended', 'vaccination', 'required', 'event', 'publicly', 'spoken', 'vaccine']",0
"['indian', 'health', 'department', 'sorry', 'trust', 'people', 'look', 'like', 'think', 'israel', 'ninety', 'vaccination', 'rate', 'hard', 'time', 'couid', 'right']",0
"['camera', 'longer', 'require', 'proof', 'vaccination', 'entry', 'camera', 'game', 'event', 'blue_cross', 'arena', 'beginning', 'thursday_february']",1
"['employer', 'mask', 'mandatory', 'vaccination', 'policy', 'even', 'provincial', 'federal', 'government', 'remove', 'mandate', 'employer', 'still', 'mask', 'mandatory', 'vaccination', 'policy', 'cannoli_poli']",0
"['demystify', 'vaccination', 'provided', 'master', 'subject', 'let', 'go']",1
"['need', 'uniformed', 'rule', 'mask', 'vaccination']",0
"['conservative', 'anti', 'abortion', 'anti', 'vaccination', 'people', 'thought', 'prayer', 'forget', 'prayer']",0
"['classic', 'simpson', 'paradox', 'death', 'among', 'elderly', 'people', 'nearly', 'vaccinated', 'lower', 'vaccination', 'rate', 'total', 'number', 'fatality', 'would', 'much', 'higher']",1
"['sound', 'like', 'planning', 'masking', 'kid', 'indefinitely', 'bus', 'hospitalization', 'rate', 'vaccination', 'rate', 'etc', 'deeming', 'necessary', 'finally', 'let', 'kid', 'finally', 'get', 'back', 'normalcy', 'need', 'number']",0
"['case', 'gone', 'state', 'highest', 'vaccination', 'rate', 'january', 'ate', 'bullshit', 'obvious', 'fake', 'news', 'site', 'spoon', 'insulting', 'intelligence']",0
"['lot', 'people', 'speaking', 'like', 'pro', 'choice', 'abortion', 'pro', 'choice', 'relating', 'vaccine', 'disagree', 'abortion', 'remove', 'choice', 'human', 'ending', 'human', 'life', 'forced', 'coerced', 'vaccination', 'remove', 'choice', 'forcing', 'human', 'risk', 'permanent_damage']",0
"['not', 'delusional', 'endemic', 'going', 'live', 'not', 'u', 'vaccination', 'lockdown', 'mask', 'couid', 'still', 'live', 'fear', 'get', 'taking', 'precaution', 'necessary', 'based', 'age', 'health', 'condition']",0
"['tell', 'vaccinated', 'people', 'died', 'couid', 'unfortunately', 'not', 'true', 'vaccination', 'indeed', 'prevent', 'dire', 'result', 'couid', 'infection', 'pretty', 'well', 'established']",0
"['tool', 'surgeon_general', 'refuse', 'disclose', 'couid', 'nineteen', 'vaccination', 'status']",0
"['quebec', 'asking', 'vaccinating', 'physician', 'return', 'regular', 'activity', 'due', 'sharp', 'drop', 'attendance', 'vaccination', 'clinic', 'radio', 'canada', 'reported', 'morning', 'vaccination', 'twiddling_thumbs', 'polic']",1
"['thank', 'keeping', 'mask', 'mandate', 'school', 'need', 'get', 'vaccination', 'rate', 'education', 'outreach', 'get', 'student', 'sibling', 'five', 'vaccinated', 'lifting', 'mask', 'mandate']",0
"['according', 'vaccination', 'abortion', 'thing', 'welcome']",0
"['care', 'explain', 'mental_health', 'anything', 'vaccine', 'not', 'talking', 'person', 'may', 'feel', 'one', 'way', 'talking', 'genuine', 'mental_health', 'issue', 'due', 'vaccination', 'not', 'exist']",0
"['find', 'fixed', 'vaccination', 'site', 'area', 'getvaccinated', 'today', 'visit', 'call', 'one', 'love']",1
"['three', 'eric_adams', 'also', 'repeatedly', 'renewed', 'key', 'executive', 'order', 'requires', 'anyone', 'age', 'five', 'show', 'proof', 'full', 'vaccination', 'participate', 'indoor_activities', 'anyone', 'eighteen', 'older', 'proof', 'id', 'along', 'proof', 'vaccination', 'required']",0
"['make', 'sad', 'also', 'angry', 'discouraged', 'vaccination']",0
"['time', 'well', 'done', 'everyone', 'faught', 'proud', 'u', 'revoking', 'vaccination', 'condition_deployment', 'across', 'health', 'social', 'care']",0
"['oscar', 'couid', 'nineteen', 'vaccination', 'not', 'required', 'person_attendees', 'exclusive', 'via']",1
"['two', 'proof', 'vaccination', 'still', 'required', 'indoor_dining', 'event', 'arena', 'gyms_theaters', 'museum', 'indoor', 'entertainment', 'new_york', 'city', 'part', 'initiative', 'started', 'former', 'mayor']",1
"['make', 'american', 'think', 'right', 'challenge', 'sovereign', 'nation', 'rule', 'regarding', 'vaccination', 'testing', 'problem', 'creation', 'putting', 'self', 'need', 'country', 'vaccineswork', 'canada']",0
"['following', 'end', 'nevada', 'mask', 'mandate', 'morning', 'followed', 'suit', 'employee', 'student', 'member', 'public', 'longer', 'required', 'wear', 'face_coverings', 'inside', 'building', 'irrespective', 'couid', 'nineteen', 'vaccination', 'status', 'effective', 'immediately']",1
"['stake', 'applicant', 'not', 'forcible', 'vaccination', 'rather', 'consequence', 'one', 'choice', 'remain', 'vaccinated']",0
"['trading', 'player', 'injured', 'claim', 'injury', 'report', 'like', 'firing', 'non', 'vaccinated', 'claiming', 'vaccination', 'rate']",0
"['really', 'get', 'vaccination', 'lesson', 'symptom', 'immediate', 'long_term', 'still', 'get', 'unlikely', 'serious', 'cause', 'long_term', 'damage', 'ifs', 'keep']",0
"['member', 'public', 'health', 'professional', 'submit', 'suspected', 'side_effect', 'yellow', 'card', 'scheme', 'nature', 'yellow', 'card', 'reporting', 'mean', 'reported', 'event', 'not', 'always', 'proven', 'side_effect', 'event', 'may', 'happened', 'anyway', 'regardless', 'vaccination']",1
"['strange', 'people', 'claiming', 'want', 'u', 'stop', 'living', 'fear', 'causing', 'lot', 'fear', 'mask', 'vaccination', 'ever', 'caused', 'u', 'held_hostage']",0
"['kicking', 'night', 'one', 'superbowlmusicfest', 'special', 'guest', 'door', 'limited', 'number', 'ticket', 'remain', 'guest', 'two', 'amp', 'older', 'must', 'show', 'proof', 'full', 'vaccination', 'neg', 'test', 'amp', 'id', 'info']",1
"['vaccination', 'rate', 'quite', 'low', 'twelve', 'age_range', 'thought', 'needed', 'benefit', 'risk', 'unmasked', 'indoor', 'instruction', 'glad', 'allows', 'unmasked', 'outdoor', 'activity', 'fab', 'socal', 'weather', 'make', 'easy', 'get', 'fresh', 'air']",0
"['truly', 'feel', 'mentally', 'unstable', 'head', 'concerning', 'answer', 'time', 'time', 'ninety', 'vaccination']",0
"['tend', 'let', 'slide', 'injure', 'doc', 'notice', 'awhile', 'since', 'quit', 'using', 'horse', 'serum', 'good', 'vaccination']",0
"['since', 'mid', 'september', 'required', 'everyone', 'two', 'year', 'age', 'older', 'wear_mask', 'indoors', 'regardless', 'couid', 'nineteen', 'vaccination', 'status', 'beginning', 'feb', 'day', 'president', 'day', 'longer', 'case']",1
"['justified', 'frustrated', 'people', 'get', 'vaccine', 'job', 'fair', 'require', 'vaccination', 'remain', 'employed', 'really', 'going', 'try', 'starve']",0
"['biden_administration', 'adopted', 'recommendation', 'make', 'health', 'care', 'worker', 'vaccination', 'condition', 'medicare', 'medicaid', 'fund', 'scout', 'upheld', 'rule', 'important', 'patient', 'safety']",0
"['required', 'preregistration', 'open', 'meadville', 'medical', 'center', 'next', 'couid', 'nineteen', 'vaccination', 'clinic', 'set', 'feb', 'eighteen', 'ten', 'one', 'water', 'clinic', 'pfizer', 'vaccine']",1
"['yes', 'prevention', 'long_term', 'involves', 'vaccination', 'mask', 'reduce', 'speaks', 'either', 'vaccination', 'mask', 'let', 'get', 'real', 'not', 'going', 'beat', 'couid', 'new', 'flu', 'two', 'flu', 'shot', 'year', 'going', 'forward', 'difference', 'virus', 'higher', 'kill', 'rate']",0
"['seems', 'way', 'reasonable', 'yield', 'far', 'positive', 'result', 'rescinding', 'vaccination', 'mandate', 'letting', 'people', 'make', 'decision']",0
"['come', 'one', 'come', 'altar', 'valencia', 'los_angeles', 'free', 'produce', 'testing', 'vaccination']",0
"['absurd', 'please', 'take', 'look', 'mirror', 'man', 'fellow', 'conservative', 'expressly', 'supporting', 'blockade', 'not', 'main', 'culprit', 'inflamed', 'rhetoric', 'calling', 'vaccination', 'respect', 'public', 'health', 'order']",0
"['fan', 'receive', 'est', 'booster', 'dose', 'couid', 'vaccine', 'super_bowl', 'experience', 'receive', 'free', 'ticket', 'enter', 'experience', 'day', 'future', 'date', 'sure', 'visit', 'vaccination', 'site', 'south', 'hall', 'see', 'superbowlexperience', 'solve']",1
"['got', 'unease', 'part', 'pas', 'adult', 'make', 'choice', 'suffer', 'consequence', 'deal', 'yet', 'low', 'vaccination', 'rate', 'five_eleven', 'least', 'twelve_seventeen', 'fifty']",0
"['physical', 'vaccination', 'card', 'gross', 'digital', 'thanks']",1
"['allied', 'universal', 'looking', 'hire', 'phenomenal', 'security', 'site', 'supervisor', 'unarmed', 'vaccination', 'required', 'las_vegas', 'join', 'diverse', 'team', 'hiringphenomenaltalent', 'security']",1
"['especially', 'vehicle', 'towed', 'u', 'not', 'allowed', 'cross_border', 'get', 'wait', 'u', 'requires', 'proof', 'vaccination', 'cross', 'u']",1
"['link', 'paper', 'within', 'article', 'new', 'paper', 'emphasizes', 'danger', 'amp', 'harm', 'mandatory', 'couid', 'vaccination', 'policy']",1
"['forced', 'vaccination']",0
"['myocarditis', 'foundation', 'website', 'known', 'potential', 'benefit', 'couid', 'nineteen', 'vaccination', 'outweigh', 'known', 'potential', 'risk', 'including', 'possible', 'risk', 'myocarditis_pericarditis']",0
"['politician', 'across', 'country', 'continue', 'infringe', 'personal', 'liberty', 'guise', 'public', 'safety', 'today', 'filed', 'lawsuit', 'city', 'chicago', 'cook_county', 'end', 'illegal', 'discriminatory', 'proof', 'vaccination', 'requirement']",0
"['governor', 'control', 'lockdown', 'started', 'long', 'biden', 'biden', 'opened', 'thing', 'vaccination', 'program', 'not', 'sure', 'tracking', 'right', 'trump', 'spent', 'far', 'biden', 'fed', 'failed', 'increase', 'rate', 'presidency']",0
"['talking', 'couid', 'vaccination']",0
"['regulation', 'size', 'rim', 'three', 'point', 'line', 'vaccination', 'mandate']",1
"['monday', 'proof', 'vaccination', 'negative', 'couid', 'nineteen', 'test', 'longer', 'required', 'staff', 'visitor', 'saskatoon', 'public', 'school']",1
"['amor', 'resort', 'activated', 'couid', 'nineteen', 'protocol', 'welcome', 'guest', 'strictly', 'observes', 'social_distancing', 'face', 'mask', 'wearing', 'enforce', 'vaccination', 'card', 'entry']",1
"['centenary_hospital', 'scarborough_ord', 'dose', 'modern', 'spots_added', 'first', 'available', 'date', 'two', 'ten', 'book', 'see_detailed', 'availability_con']",1
"['centenary_hospital', 'margaret_birch', 'wing_scarborough', 'dose', 'pfizer', 'modern', 'spots_added', 'first', 'available', 'date', 'two', 'ten', 'book', 'see_detailed', 'availability_con']",1
"['centenary_hospital', 'margaret_birch', 'wing_scarborough', 'est', 'dose', 'pfizer', 'modern', 'spots_added', 'first', 'available', 'date', 'two', 'ten', 'book', 'see_detailed', 'availability_con']",1
"['health', 'emergency', 'law', 'force', 'give', 'quebec', 'sweeping', 'power', 'legal', 'said', 'dropped', 'national', 'assembly', 'adopts', 'new', 'legislation', 'specifying', 'measure', 'maintained', 'vaccination', 'passport', 'legaultmustresign', 'legal']",1
"['ability', 'always', 'free', 'restriction', 'vaccination', 'supposed', 'point', 'mandate', 'trust', 'broken', 'closed', 'business', 'jan', 'may', 'able', 'go', 'restaurant', 'guarantee', 'april']",1
"['genuinely', 'curious', 'find', 'clip', 'quote', 'trump', 'telling', 'base', 'anyone', 'anything', 'remotely', 'anti', 'vaccine', 'everything', 'said', 'seen', 'extremely', 'pro', 'vaccination', 'maybe', 'source', 'could', 'cite']",0
"['swastika', 'displayed', 'canadian', 'freedom_convoy', 'protest', 'vaccination', 'mandate']",1
"['treatment', 'not', 'vaccine', 'obviously', 'not', 'natural_immunity', 'definition', 'know', 'original', 'response', 'said', 'right', 'know', 'vaccination', 'occurs', 'prior', 'illness', 'not', 'illness', 'right']",0
"['couid', 'vaccination', 'not', 'prevent', 'spread', 'stop', 'disinformation']",0
"['absolutely', 'since', 'live', 'ohio', 'county', 'one', 'lowest', 'vaccination', 'rate']",0
"['rig', 'thick', 'yogurt', 'like', 'substance', 'feel', 'vaccination', 'clearly', 'tell', 'apart', 'normal', 'rabies', 'jab', 'got', 'bitten', 'forgot', 'administer', 'must', 'really', 'rabies', 'vaccine', 'effective', 'post', 'trauma']",0
"['meanwhile', 'death', 'threat', 'superintendent', 'upheaval', 'littlejohn', 'public', 'school', 'vaccination', 'locale']",1
"['proof', 'vaccination', 'get', 'lifted', 'elderly', 'forced', 'isolate', 'protect']",0
"['appeals_court', 'not', 'block', 'order_barring', 'biden', 'federal', 'staff', 'vaccination', 'mandate', 'newsbreak']",1
"['agreed', 'suspect', 'european_country', 'higher', 'uptake', 'part', 'honored', 'recovery', 'previously_infected', 'individual', 'adjusted', 'vaccination', 'recommendation', 'result']",0
"['mandatory', 'mumps', 'measles', 'rubella', 'vaccination', 'fake', 'outrage', 'particular', 'vaccine']",0
"['divorce', 'rate', 'rise', 'vaccination', 'add', 'stress', 'co', 'parenting']",1
"['vaccination', 'away', 'special']",0
"['ugh', 'suck', 'school', 'marin', 'mass', 'vaccination', 'day', 'support', 'dog', 'pretty', 'much', 'every', 'school_district', 'twenty_minutes']",0
"['keep', 'eye', 'vaccination', 'clinic', 'opening', 'sign', 'gem']",1
"['fair', 'parent', 'set', 'much', 'mass', 'vaccination', 'infrastructure', 'grownup', 'got', 'valued', 'easy', 'hell', 'barely', 'twenty_minutes', 'including', 'fifteen', 'min', 'observation', 'kid', 'second', 'dose', 'two', 'hour', 'waiting', 'damp', 'cold']",0
"['would', 'pay', 'list', 'nominee', 'would', 'blacklisted', 'oscar', 'academy', 'blinked', 'vaccination', 'requirement', 'imagine', 'meltdown', 'twitter', 'would', 'wag', 'weighted', 'much', 'liked', 'movie', 'based', 'shot', 'god']",0
"['im', 'saying', 'stopping', 'vaccination', 'ending', 'inquiry', 'arbitrary', 'european_union', 'allows', 'titer', 'negative', 'test', 'pas', 'system']",1
"['councilman', 'vaccinated', 'said', 'people', 'champ', 'vaccination', 'rate', 'continuing', 'lag', 'district', 'leader', 'help', 'return_normal', 'especially', 'given', 'tweet', 'deleted', 'restaurant']",0
"['government', 'offer', 'free', 'vaccine', 'help', 'boost', 'immune_system', 'place', 'mostly', 'private', 'business', 'not', 'government', 'mandate', 'need', 'show', 'proof', 'vaccination', 'negative_test', 'feel', 'like', 'oppression']",0
"['saying', 'memory_cells', 'remember', 'thing', 'term', 'thing', 'like', 'spike_proteins', 'depends', 'disease', 'vaccination', 'example', 'hepatitis', 'vaccine', 'mainly', 'based', 'surface', 'protein']",1
"['care', 'people', 'say', 'personally', 'fact', 'possibly', 'care', 'le', 'anyone', 'care', 'shown', 'u', 'exactly', 'amp', 'think', 'pal', 'simply', 'agree', 'forced', 'vaccination', 'care']",0
"['wish', 'everyone', 'vaccinated', 'mandatory', 'vaccination', 'measure', 'based', 'science']",0
"['hope', 'ontario', 'drop', 'proof', 'vaccination', 'soon', 'cause', 'bring', 'way', 'much', 'unnecessary', 'conflict', 'worker', 'especially', 'wanna', 'change', 'type', 'vacation', 'proof', 'dime']",0
"['tyrannical', 'biden_administration', 'want', 'mandatory', 'vaccination', 'protestors', 'canada', 'crushed', 'beneath', 'grinding', 'wheel', 'federal', 'authority']",0
"['since', 'couid', 'hospitalization', 'denmark', 'also', 'ticking', 'upwards', 'despite', 'highest', 'booster', 'vaccination', 'rate', 'far', 'europe', 'please', 'take', 'look', 'hospitalization', 'chart', 'world', 'data']",0
"['love', 'see', 'mental', 'gymnastics', 'perform', 'argue', 'protesting', 'vaccination', 'akin', 'protesting', 'police', 'brutality', 'minority']",0
"['see', 'put', 'defundcbc', 'defundbbc', 'unfortunately', 'pal', 'behind', 'vaccination', 'extravaganza', 'pal', 'funding', 'news', 'network', 'sayin', 'totally', 'though', 'fund', 'coming', 'baddie']",0
"['broadway', 'mask', 'vaccination', 'requirement', 'remains', 'april', 'thirty']",1
"['super', 'immunity', 'fake', 'get', 'couid', 'time', 'row', 'fact', 'therapist', 'couid', 'two', 'three', 'time', 'row', 'vaccination', 'le', 'health', 'risk', 'getting', 'couid', 'going', 'kill', 'people', 'due', 'attacking', 'proven', 'technology']",0
"['jeffrey', 'morris', 'also', 'population', 'number', 'vaccinated', 'status', 'age_group', 'week', 'used', 'compute', 'standardized', 'death', 'rate', 'well', 'track', 'proportion', 'age_group', 'vaccination', 'status', 'time', 'age']",1
"['school', 'age', 'vaccination', 'not', 'going', 'well', 'one', 'kid', 'school', 'right', 'around', 'wif', 'wrong', 'parent']",0
"['yup', 'still', 'mask', 'social_distance', 'vaccination', 'booster', 'yeah', 'smart']",0
"['besides', 'fact', 'even', 'mandate', 'canada', 'mean', 'entering', 'country', 'needed', 'follow', 'show', 'proof', 'vaccination', 'negative_test', 'quarantine', 'point', 'leave', 'country', 'without', 'proof']",0
"['ice', 'hockey', 'harlem', 'supporting', 'end', 'key', 'vaccination', 'program', 'elected', 'house', 'make', 'sure', 'become', 'famous', 'capitol', 'hill', 'voice', 'matter', 'godblessamerica', 'nomad']",0
"['twelve', 'bay_area', 'county', 'santa_clara', 'highest', 'vaccination', 'rate', 'case', 'rate', 'ranks_ith', 'hold', 'santa_clara', 'leadership', 'accountable']",1
"['mandate', 'help', 'increase', 'vaccination', 'rate', 'prevent', 'future', 'restriction', 'appreciate', 'overall', 'tone', 'thread', 'disagree', 'mandate', 'not', 'done', 'attempt', 'coerce', 'producing', 'collateral_damage', 'elsewhere', 'accept', 'non_compliance']",0
"['last', 'answer', 'apparently', 'not', 'keeping', 'vaccination', 'stimulates', 'robust', 'gas', 'containing', 'vaccine', 'spike_antigen', 'eight', 'week', 'postvaccination', 'case']",0
"['meanwhile', 'government', 'using', 'kid', 'shield', 'unneccessary', 'vaccination', 'face', 'mask', 'school']",0
"['since', 'ninety', 'vaccination', 'rate', 'super', 'majority', 'people', 'supporting', 'federal', 'government', 'pandemic', 'plan', 'dummy', 'refer', 'conspiracy_theories', 'get', 'vaccinated']",0
"['paper', 'state', 'free', 'floating', 'spike_proteins', 'circulate', 'high', 'level', 'blood', 'vaccination', 'vaccinated', 'people', 'infected', 'variant', 'couid', 'produce', 'antibody', 'biased', 'toward', 'original', 'extinct', 'variant', 'rather', 'one', 'actually', 'infected']",1
"['sound', 'like', 'might', 'asking', 'immigration', 'related', 'question', 'qualified', 'answer', 'sorry', 'asking', 'meet', 'health', 'safety', 'requirement', 'long', 'wear_mask', 'provide', 'vaccination', 'record', 'gov', 'id', 'yes']",0
"['say', 'incorrect', 'terrorist', 'causing', 'issue', 'closure', 'supply_chain', 'issue', 'restriction', 'vaccination', 'way', 'put', 'period']",0
"['not', 'extended', 'pre', 'vaccine', 'isolation', 'think', 'know', 'need', 'fentanyl', 'death', 'oneself', 'loved_one', 'cause', 'far', 'psychological', 'stress', 'wear', 'damn', 'mask', 'show', 'proof', 'vaccination', 'big', 'baby']",0
"['would', 'triple', 'vaccinated', 'person', 'living', 'county', 'vaccination', 'rate', 'mask']",1
