,Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
264,"throughout pandemic, healthy children have been far away least likely die covid. what i'm seeing is this unstated premise that we want get zero covid deaths regardless vaccination status. that's crazy. that's not sound policy at all.","throughout pandemic, healthy children have been far away least likely die covid. what i'm seeing is this unstated premise that we want get zero covid deaths regardless vaccination status. that's crazy. that's not sound policy at all.",ENGLISH,"throughout pandemic, healthy children have been far away least likely die covid. what i'm seeing is this unstated premise that we want get zero covid deaths regardless vaccination status. that's crazy. that's not sound policy at all.","[('throughout', 'IN'), ('pandemic', 'JJ'), ('healthy', 'JJ'), ('children', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('far', 'RB'), ('away', 'RB'), ('least', 'JJS'), ('likely', 'JJ'), ('die', 'NN'), ('couid', 'VBD'), ('what', 'WP'), ('i', 'NN'), ('i', 'VBP'), ('seeing', 'VBG'), ('is', 'VBZ'), ('this', 'DT'), ('unseated', 'JJ'), ('premise', 'NN'), ('that', 'IN'), ('we', 'PRP'), ('want', 'VBP'), ('get', 'VB'), ('zero', 'CD'), ('couid', 'JJ'), ('deaths', 'NNS'), ('regardless', 'RB'), ('vaccination', 'NN'), ('status', 'NN'), ('that', 'IN'), ('i', 'VBZ'), ('crazy', 'VBP'), ('that', 'IN'), ('i', 'NN'), ('not', 'RB'), ('sound', 'JJ'), ('policy', 'NN'), ('at', 'IN'), ('all', 'DT')]","['throughout', 'pandemic', 'healthy', 'child', 'far', 'away', 'least', 'likely', 'die', 'couid', 'seeing', 'unseated', 'premise', 'want', 'get', 'zero', 'couid', 'death', 'regardless', 'vaccination', 'status', 'not', 'sound', 'policy']","['pandemic', 'healthy', 'child', 'far', 'away', 'least', 'likely', 'die', 'couid', 'seeing', 'unseated', 'premise', 'want', 'couid', 'death', 'regardless', 'vaccination', 'status', 'sound', 'policy']","['child', 'couid', 'seeing', 'premise', 'want', 'couid', 'death', 'vaccination', 'status', 'policy']",0.7,subjective
265,"yeah, not mine. this is one brain trusts providing ground support #clownvoy. open up what trudeau doesn't have jurisdiction over provincial mandates us has same cross-border vaccination policy as canada. take civics lesson, skippy.","yeah, not mine. this is one brain trusts providing ground support #clownvoy. open up what trudeau doesn't have jurisdiction over provincial mandates us has same cross-border vaccination policy as canada. take civics lesson, skippy.",ENGLISH,"yeah, not mine. this is one brain trusts providing ground support #clownvoy. open up what trudeau doesn't have jurisdiction over provincial mandates us has same cross-border vaccination policy as canada. take civics lesson, skippy.","[('yeah', 'NN'), ('not', 'RB'), ('mine', 'VB'), ('this', 'DT'), ('is', 'VBZ'), ('one', 'CD'), ('brain', 'NN'), ('trusts', 'NNS'), ('providing', 'VBG'), ('ground', 'NN'), ('support', 'NN'), ('convoy', 'NN'), ('open', 'VB'), ('up', 'RP'), ('what', 'WP'), ('trudeau', 'IN'), ('doesn', 'NN'), ('i', 'NNS'), ('have', 'VBP'), ('jurisdiction', 'NN'), ('over', 'IN'), ('provincial', 'JJ'), ('mandates', 'NNS'), ('us', 'PRP'), ('has', 'VBZ'), ('same', 'JJ'), ('cross', 'NN'), ('border', 'NN'), ('vaccination', 'NN'), ('policy', 'NN'), ('as', 'IN'), ('canada', 'NNS'), ('take', 'VBP'), ('civics', 'NNS'), ('lesson', 'VBP'), ('skippy', 'JJ')]","['yeah', 'not', 'mine', 'one', 'brain', 'trust', 'providing', 'ground', 'support', 'convoy', 'open', 'trudeau', 'jurisdiction', 'provincial', 'mandate', 'u', 'cross_border', 'vaccination', 'policy', 'canada', 'take', 'civics', 'lesson', 'skippy']","['mine', 'brain', 'trust', 'provide', 'ground', 'support', 'convoy', 'open', 'jurisdiction', 'provincial', 'mandate', 'cross_border', 'take']","['brain', 'trust', 'ground', 'support', 'convoy', 'jurisdiction', 'mandate', 'cross_border']",0.3125,subjective
266,"gov msm have accomplished their goal with you. t riddled with stress/ear. expecting 100% vaccination is unrealistic. covid is here stay, we need learn live with it. omicron is like flu. take precautions if you're old/compromised. life fear is not life.","gov msm have accomplished their goal with you. t riddled with stress/ear. expecting 100% vaccination is unrealistic. covid is here stay, we need learn live with it. omicron is like flu. take precautions if you're old/compromised. life fear is not life.",ENGLISH,"gov msm have accomplished their goal with you. t riddled with stress/ear. expecting 100% vaccination is unrealistic. covid is here stay, we need learn live with it. omicron is like flu. take precautions if you're old/compromised. life fear is not life.","[('gov', 'NN'), ('mom', 'NN'), ('have', 'VBP'), ('accomplished', 'VBN'), ('their', 'PRP$'), ('goal', 'NN'), ('with', 'IN'), ('you', 'PRP'), ('i', 'VBP'), ('riddled', 'VBN'), ('with', 'IN'), ('stress', 'JJ'), ('ear', 'NN'), ('expecting', 'VBG'), ('vaccination', 'NN'), ('is', 'VBZ'), ('unrealistic', 'JJ'), ('couid', 'NN'), ('is', 'VBZ'), ('here', 'RB'), ('stay', 'VBN'), ('we', 'PRP'), ('need', 'VBP'), ('learn', 'JJ'), ('live', 'VBP'), ('with', 'IN'), ('it', 'PRP'), ('omicron', 'VBZ'), ('is', 'VBZ'), ('like', 'IN'), ('flu', 'NNS'), ('take', 'VBP'), ('precautions', 'NNS'), ('if', 'IN'), ('you', 'PRP'), ('re', 'VBP'), ('old', 'JJ'), ('compromised', 'JJ'), ('life', 'NN'), ('fear', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('life', 'NN')]","['gov', 'mom', 'accomplished', 'goal', 'riddled', 'stress', 'ear', 'expecting', 'vaccination', 'unrealistic', 'couid', 'stay', 'need', 'learn', 'live', 'omicron', 'like', 'flu', 'take', 'precaution', 'old', 'compromised', 'life', 'fear', 'not', 'life']","['accomplish', 'goal', 'riddled', 'stress', 'ear', 'expect', 'vaccination', 'unrealistic', 'couid', 'stay', 'nee', 'learn', 'live', 'omicron', 'flu', 'take', 'precaution', 'old', 'compromised', 'life', 'fear', 'life']","['goal', 'stress', 'ear', 'vaccination', 'couid', 'stay', 'omicron', 'flu', 'precaution', 'life', 'life']",0.666666667,subjective
267,"oscars are reportedly breaking other awards shows will not require attendees show proof vaccination, only negative covid test....","oscars are reportedly breaking other awards shows will not require attendees show proof vaccination, only negative covid test....",ENGLISH,"oscars are reportedly breaking other awards shows will not require attendees show proof vaccination, only negative covid test....","[('oscars', 'NNS'), ('are', 'VBP'), ('reportedly', 'RB'), ('breaking', 'VBG'), ('other', 'JJ'), ('awards', 'NNS'), ('shows', 'NNS'), ('will', 'MD'), ('not', 'RB'), ('require', 'VB'), ('attendees', 'NNS'), ('show', 'VBP'), ('proof', 'JJ'), ('vaccination', 'NN'), ('only', 'RB'), ('negative', 'JJ'), ('couid', 'NN'), ('test', 'NN')]","['oscar', 'reportedly', 'breaking', 'award', 'show', 'not', 'require', 'attendee', 'show', 'proof', 'vaccination', 'negative', 'couid', 'test']","['oscar', 'reportedly', 'break', 'award', 'show', 'require', 'attendee', 'show', 'proof', 'vaccination', 'negative', 'couid', 'test']","['oscar', 'award', 'attendee', 'proof', 'vaccination', 'couid', 'test']",0.591666667,subjective
268,thanks will ge going there soon leaving big tip.,thanks will ge going there soon leaving big tip.,ENGLISH,thanks will ge going there soon leaving big tip.,"[('thanks', 'NNS'), ('will', 'MD'), ('ge', 'VB'), ('going', 'VBG'), ('there', 'RB'), ('soon', 'RB'), ('leaving', 'VBG'), ('big', 'JJ'), ('tip', 'NN')]","['thanks', 'ge', 'going', 'soon', 'leaving', 'big', 'tip']","['go', 'soon', 'leave', 'big', 'tip']",['tip'],0.15,subjective
269,"yes we will need learn live with it ""eventually"" but that doesn't mean completely dropping all restrictions especially masking. vaccination being aware is very important. i've taken every vaccine know man if it applies me my age group. i'm still alive.","yes we will need learn live with it ""eventually"" but that doesn't mean completely dropping all restrictions especially masking. vaccination being aware is very important. i've taken every vaccine know man if it applies me my age group. i'm still alive.",ENGLISH,"yes we will need learn live with it ""eventually"" but that doesn't mean completely dropping all restrictions especially masking. vaccination being aware is very important. i've taken every vaccine know man if it applies me my age group. i'm still alive.","[('yes', 'UH'), ('we', 'PRP'), ('will', 'MD'), ('need', 'VB'), ('learn', 'JJ'), ('live', 'JJ'), ('with', 'IN'), ('it', 'PRP'), ('eventually', 'RB'), ('but', 'CC'), ('that', 'IN'), ('doesn', 'NN'), ('i', 'NN'), ('mean', 'VBP'), ('completely', 'RB'), ('dropping', 'VBG'), ('all', 'DT'), ('restrictions', 'NNS'), ('especially', 'RB'), ('masking', 'VBG'), ('vaccination', 'NN'), ('being', 'VBG'), ('aware', 'JJ'), ('is', 'VBZ'), ('very', 'RB'), ('important', 'JJ'), ('i', 'NN'), ('ve', 'VBP'), ('taken', 'VBN'), ('every', 'DT'), ('vaccine', 'NN'), ('know', 'VBP'), ('man', 'NN'), ('if', 'IN'), ('it', 'PRP'), ('applies', 'VBZ'), ('me', 'PRP'), ('my', 'PRP$'), ('age', 'NN'), ('group', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('still', 'RB'), ('alive', 'JJ')]","['yes', 'need', 'learn', 'live', 'eventually', 'mean', 'completely', 'dropping', 'restriction', 'especially', 'masking', 'vaccination', 'aware', 'important', 'taken', 'every', 'vaccine', 'know', 'man', 'applies', 'age_group', 'still', 'alive']","['need', 'learn', 'live', 'eventually', 'mean', 'completely', 'drop', 'restriction', 'especially', 'mask', 'vaccination', 'aware', 'important', 'take', 'vaccine', 'know', 'man', 'apply', 'still', 'alive']","['restriction', 'vaccination', 'vaccine', 'man']",0.605357143,subjective
270,"report: oscars require only negative covid test, not vaccination proof","report: oscars require only negative covid test, not vaccination proof",ENGLISH,"report: oscars require only negative covid test, not vaccination proof","[('report', 'NN'), ('oscars', 'NNS'), ('require', 'VBP'), ('only', 'RB'), ('negative', 'JJ'), ('couid', 'NN'), ('test', 'NN'), ('not', 'RB'), ('vaccination', 'NN'), ('proof', 'NN')]","['report', 'oscar', 'require', 'negative', 'couid', 'test', 'not', 'vaccination', 'proof']","['report', 'oscar', 'require', 'negative', 'couid', 'test', 'vaccination', 'proof']","['report', 'oscar', 'couid', 'test', 'vaccination', 'proof']",0.7,subjective
271,"it has now been 60 weeks since first shipments covid-19 vaccine were sent out states, kicking off largest vaccination ...","it has now been 60 weeks since first shipments covid-19 vaccine were sent out states, kicking off largest vaccination ...",ENGLISH,"it has now been 60 weeks since first shipments covid-19 vaccine were sent out states, kicking off largest vaccination ...","[('it', 'PRP'), ('has', 'VBZ'), ('now', 'RB'), ('been', 'VBN'), ('sixty', 'JJ'), ('weeks', 'NNS'), ('since', 'IN'), ('first', 'JJ'), ('shipments', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('were', 'VBD'), ('sent', 'VBN'), ('out', 'RP'), ('states', 'NNS'), ('kicking', 'VBG'), ('off', 'RP'), ('largest', 'JJS'), ('vaccination', 'NN')]","['sixty', 'week', 'since', 'first', 'shipment', 'couid', 'nineteen', 'vaccine', 'sent', 'state', 'kicking', 'largest', 'vaccination']","['week', 'first', 'shipment', 'couid', 'vaccine', 'send', 'state', 'kick', 'large', 'vaccination']","['week', 'shipment', 'couid', 'vaccine', 'state', 'vaccination']",0.333333333,objective
272,age brackets vaccination rate vs. case rate graph continues be fascinating.,age brackets vaccination rate vs. case rate graph continues be fascinating.,ENGLISH,age brackets vaccination rate vs. case rate graph continues be fascinating.,"[('age', 'NN'), ('brackets', 'NNS'), ('vaccination', 'NN'), ('rate', 'NN'), ('is', 'VBZ'), ('case', 'NN'), ('rate', 'NN'), ('graph', 'NN'), ('continues', 'VBZ'), ('be', 'VB'), ('fascinating', 'VBG')]","['age', 'bracket', 'vaccination', 'rate', 'case', 'rate', 'graph', 'continues', 'fascinating']","['age', 'bracket', 'vaccination', 'rate', 'case', 'rate', 'graph', 'continue', 'fascinating']","['age', 'bracket', 'vaccination', 'rate', 'case', 'rate', 'graph']",0.85,subjective
273,he deliberately used propaganda make uneducated believe that vaccines were harmful them while promoting vaccination schools german elite. eventually he actively withheld vaccines those he deemed “undesirable” if they asked them.,he deliberately used propaganda make uneducated believe that vaccines were harmful them while promoting vaccination schools german elite. eventually he actively withheld vaccines those he deemed “undesirable” if they asked them.,ENGLISH,he deliberately used propaganda make uneducated believe that vaccines were harmful them while promoting vaccination schools german elite. eventually he actively withheld vaccines those he deemed “undesirable” if they asked them.,"[('he', 'PRP'), ('deliberately', 'RB'), ('used', 'VBD'), ('propaganda', 'NNS'), ('make', 'VBP'), ('uneducated', 'JJ'), ('believe', 'VBP'), ('that', 'IN'), ('vaccines', 'NNS'), ('were', 'VBD'), ('harmful', 'JJ'), ('them', 'PRP'), ('while', 'IN'), ('promoting', 'VBG'), ('vaccination', 'NN'), ('schools', 'NNS'), ('german', 'JJ'), ('elite', 'RB'), ('eventually', 'RB'), ('he', 'PRP'), ('actively', 'RB'), ('withheld', 'VBD'), ('vaccines', 'NNS'), ('those', 'DT'), ('he', 'PRP'), ('deemed', 'VBD'), ('i', 'JJ'), ('undesirable', 'JJ'), ('i', 'NN'), ('if', 'IN'), ('they', 'PRP'), ('asked', 'VBD'), ('them', 'PRP')]","['deliberately', 'used', 'propaganda', 'make', 'uneducated', 'believe', 'vaccine', 'harmful', 'promoting', 'vaccination', 'school', 'german', 'elite', 'eventually', 'actively', 'withheld', 'vaccine', 'deemed', 'undesirable', 'asked']","['deliberately', 'used', 'propaganda', 'make', 'uneducated', 'believe', 'vaccine', 'harmful', 'promote', 'vaccination', 'school', 'german', 'elite', 'eventually', 'actively', 'withhold', 'vaccine', 'deem', 'undesirable', 'ask']","['propaganda', 'vaccine', 'vaccination', 'school', 'vaccine']",0.233333333,subjective
274,"- hi, there 👋🏽 i hope that all is well. i was just wondering... what are current covid-19 vaccination &amp; rules, temporary day workers visitors your respective... 1/2","- hi, there waving_handmedium_skin_tone i hope that all is well. i was just wondering... what are current covid-19 vaccination &amp; rules, temporary day workers visitors your respective... 1/2",ENGLISH,"- hi, there waving_handmedium_skin_tone i hope that all is well. i was just wondering... what are current covid-19 vaccination &amp; rules, temporary day workers visitors your respective... 1/2","[('hi', 'NN'), ('there', 'EX'), ('i', 'VBZ'), ('hope', 'VBP'), ('that', 'IN'), ('all', 'DT'), ('is', 'VBZ'), ('well', 'RB'), ('i', 'JJ'), ('was', 'VBD'), ('just', 'RB'), ('wondering', 'VBG'), ('what', 'WP'), ('are', 'VBP'), ('current', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('amp', 'NN'), ('rules', 'NNS'), ('temporary', 'JJ'), ('day', 'NN'), ('workers', 'NNS'), ('visitors', 'NNS'), ('your', 'PRP$'), ('respective', 'JJ'), ('one', 'CD'), ('two', 'CD')]","['hi', 'hope', 'well', 'wondering', 'current', 'couid', 'nineteen', 'vaccination', 'amp', 'rule', 'temporary', 'day', 'worker', 'visitor', 'respective', 'one', 'two']","['hope', 'well', 'wonder', 'current', 'couid', 'vaccination', 'amp', 'rule', 'temporary', 'day', 'worker', 'visitor', 'respective']","['couid', 'vaccination', 'amp', 'day', 'worker', 'visitor']",0.25,subjective
275,". reporter sophia tulp didn’t work very hard. emails discussing reason cdc redefinition “vaccination,” are publicly available, but she either didn’t know about them or omitted them her fact check.",". reporter sophia tulp didn’t work very hard. emails discussing reason cdc redefinition “vaccination,” are publicly available, but she either didn’t know about them or omitted them her fact check.",ENGLISH,". reporter sophia tulp didn’t work very hard. emails discussing reason cdc redefinition “vaccination,” are publicly available, but she either didn’t know about them or omitted them her fact check.","[('reporter', 'NN'), ('sophia', 'NN'), ('pulp', 'NN'), ('didn', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('work', 'VBP'), ('very', 'RB'), ('hard', 'RB'), ('emails', 'VBZ'), ('discussing', 'VBG'), ('reason', 'NN'), ('cac', 'JJ'), ('redefinition', 'NN'), ('i', 'NN'), ('vaccination', 'NN'), ('i', 'NN'), ('are', 'VBP'), ('publicly', 'RB'), ('available', 'JJ'), ('but', 'CC'), ('she', 'PRP'), ('either', 'CC'), ('didn', 'VB'), ('i', 'NN'), ('i', 'NN'), ('know', 'VBP'), ('about', 'IN'), ('them', 'PRP'), ('or', 'CC'), ('omitted', 'VBD'), ('them', 'PRP'), ('her', 'PRP$'), ('fact', 'NN'), ('check', 'VB')]","['reporter', 'sophia', 'pulp', 'work', 'hard', 'email', 'discussing', 'reason', 'cac', 'redefinition', 'vaccination', 'publicly', 'available', 'either', 'know', 'omitted', 'fact', 'check']","['reporter', 'pulp', 'work', 'hard', 'email', 'discuss', 'reason', 'redefinition', 'publicly', 'available', 'know', 'omit', 'fact', 'check']","['reporter', 'pulp', 'email', 'reason', 'redefinition', 'fact', 'check']",0.552083333,subjective
276,when you remove encouragement vaccination passports why would less intelligent be incentivized do it better plan than removing rep: make it 3 dose requirement. sticks are only thing that has moved needle 2 yrs. begging doesn't work.,when you remove encouragement vaccination passports why would less intelligent be incentivized do it better plan than removing rep: make it 3 dose requirement. sticks are only thing that has moved needle 2 yrs. begging doesn't work.,ENGLISH,when you remove encouragement vaccination passports why would less intelligent be incentivized do it better plan than removing rep: make it 3 dose requirement. sticks are only thing that has moved needle 2 yrs. begging doesn't work.,"[('when', 'WRB'), ('you', 'PRP'), ('remove', 'VBP'), ('encouragement', 'JJ'), ('vaccination', 'NN'), ('passports', 'NNS'), ('why', 'WRB'), ('would', 'MD'), ('less', 'VB'), ('intelligent', 'JJ'), ('be', 'VB'), ('incentivized', 'VBN'), ('do', 'VBP'), ('it', 'PRP'), ('better', 'RBR'), ('plan', 'NN'), ('than', 'IN'), ('removing', 'VBG'), ('rep', 'JJ'), ('make', 'VB'), ('it', 'PRP'), ('three', 'CD'), ('dose', 'JJ'), ('requirement', 'NN'), ('sticks', 'NNS'), ('are', 'VBP'), ('only', 'RB'), ('thing', 'NN'), ('that', 'WDT'), ('has', 'VBZ'), ('moved', 'VBN'), ('needle', 'RB'), ('two', 'CD'), ('yrs', 'NNS'), ('begging', 'VBG'), ('doesn', 'NN'), ('i', 'NN'), ('work', 'NN')]","['remove', 'encouragement', 'vaccination', 'passport', 'would', 'le', 'intelligent', 'incentivized', 'better', 'plan', 'removing', 'rep', 'make', 'three', 'dose', 'requirement', 'stick', 'thing', 'moved', 'needle', 'two', 'yr', 'begging', 'work']","['remove', 'encouragement', 'vaccination', 'passport', 'would', 'less', 'intelligent', 'incentivize', 'well', 'plan', 'remove', 'make', 'dose', 'requirement', 'stick', 'thing', 'move', 'needle', 'yrs', 'beg', 'work']","['encouragement', 'vaccination', 'passport', 'plan', 'requirement', 'stick', 'thing', 'needle', 'yrs', 'work']",0.6166666670000001,subjective
277,as nets fan i obviously wish kyrie had different stance vaccination topic but as far as him performing completely harmless native american ritual i’m not sure how anyone can put negative spin that lmfao,as nets fan i obviously wish kyrie had different stance vaccination topic but as far as him performing completely harmless native american ritual i’m not sure how anyone can put negative spin that lmfao,ENGLISH,as nets fan i obviously wish kyrie had different stance vaccination topic but as far as him performing completely harmless native american ritual i’m not sure how anyone can put negative spin that lmfao,"[('as', 'IN'), ('nets', 'NNS'), ('fan', 'VBP'), ('i', 'JJ'), ('obviously', 'RB'), ('wish', 'JJ'), ('kyrie', 'NN'), ('had', 'VBD'), ('different', 'JJ'), ('stance', 'NN'), ('vaccination', 'NN'), ('topic', 'NN'), ('but', 'CC'), ('as', 'RB'), ('far', 'RB'), ('as', 'IN'), ('him', 'PRP'), ('performing', 'VBG'), ('completely', 'RB'), ('harmless', 'JJ'), ('native', 'JJ'), ('american', 'JJ'), ('ritual', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('not', 'RB'), ('sure', 'JJ'), ('how', 'WRB'), ('anyone', 'NN'), ('can', 'MD'), ('put', 'VB'), ('negative', 'JJ'), ('spin', 'NN'), ('that', 'WDT'), ('lao', 'NN')]","['net', 'fan', 'obviously', 'wish', 'kyrie', 'different', 'stance', 'vaccination', 'topic', 'far', 'performing', 'completely', 'harmless', 'native', 'american', 'ritual', 'not', 'sure', 'anyone', 'put', 'negative', 'spin']","['obviously', 'wish', 'different', 'stance', 'far', 'perform', 'completely', 'harmless', 'native', 'american', 'sure', 'put', 'negative', 'spin']","['stance', 'spin']",0.541269841,subjective
278,"yes, there isn’t mandate. i stand corrected. however, city vax mandates are still stringent unvaccinated. as usual us city folks are still under burden proof vaccination required indoor dining, events at arenas, gyms, theaters, museums, etc.","yes, there isn’t mandate. i stand corrected. however, city vax mandates are still stringent unvaccinated. as usual us city folks are still under burden proof vaccination required indoor dining, events at arenas, gyms, theaters, museums, etc.",ENGLISH,"yes, there isn’t mandate. i stand corrected. however, city vax mandates are still stringent unvaccinated. as usual us city folks are still under burden proof vaccination required indoor dining, events at arenas, gyms, theaters, museums, etc.","[('yes', 'RB'), ('there', 'EX'), ('isn', 'JJ'), ('i', 'NN'), ('i', 'VBP'), ('mandate', 'VBP'), ('i', 'JJ'), ('stand', 'VBP'), ('corrected', 'VBN'), ('however', 'RB'), ('city', 'NN'), ('van', 'NN'), ('mandates', 'NNS'), ('are', 'VBP'), ('still', 'RB'), ('stringent', 'JJ'), ('vaccinated', 'VBN'), ('as', 'IN'), ('usual', 'JJ'), ('us', 'PRP'), ('city', 'NN'), ('folks', 'NNS'), ('are', 'VBP'), ('still', 'RB'), ('under', 'IN'), ('burden', 'NN'), ('proof', 'NN'), ('vaccination', 'NN'), ('required', 'VBN'), ('indoor', 'JJ'), ('dining', 'VBG'), ('events', 'NNS'), ('at', 'IN'), ('arenas', 'NNS'), ('gyms', 'VBP'), ('theaters', 'NNS'), ('museums', 'NNS'), ('etc', 'VBP')]","['yes', 'mandate', 'stand', 'corrected', 'however', 'city', 'van', 'mandate', 'still', 'stringent', 'vaccinated', 'usual', 'u', 'city', 'folk', 'still', 'burden', 'proof', 'vaccination', 'required', 'indoor_dining', 'event', 'arena', 'gyms_theaters', 'museum', 'etc']","['stand', 'correct', 'however', 'mandate', 'still', 'stringent', 'vaccinated', 'usual', 'city', 'folk', 'still', 'burden', 'proof', 'vaccination', 'require', 'indoor_dining', 'event', 'arena', 'gyms_theater', 'museum']","['mandate', 'city', 'folk', 'proof', 'vaccination', 'indoor_dining', 'event', 'arena', 'gyms_theater', 'museum']",0.25,subjective
279,bringing up history is crucial explaining why black people should be concerned. context: tuskegee vaccination.,bringing up history is crucial explaining why black people should be concerned. context: tuskegee vaccination.,ENGLISH,bringing up history is crucial explaining why black people should be concerned. context: tuskegee vaccination.,"[('bringing', 'VBG'), ('up', 'RP'), ('history', 'NN'), ('is', 'VBZ'), ('crucial', 'JJ'), ('explaining', 'VBG'), ('why', 'WRB'), ('black', 'JJ'), ('people', 'NNS'), ('should', 'MD'), ('be', 'VB'), ('concerned', 'VBN'), ('context', 'JJ'), ('tuskegee', 'NN'), ('vaccination', 'NN')]","['bringing', 'history', 'crucial', 'explaining', 'black', 'people', 'concerned', 'context', 'tuskegee', 'vaccination']","['bring', 'history', 'crucial', 'explain', 'black', 'people', 'concern', 'context', 'tuskegee', 'vaccination']","['history', 'people', 'context', 'tuskegee', 'vaccination']",0.716666667,subjective
280,"left door is located at 1345 s st nw, washington, dc 20009 those wishing safe place drink.","left door is located at 1345 s st nw, washington, dc 20009 those wishing safe place drink.",ENGLISH,"left door is located at 1345 s st nw, washington, dc 20009 those wishing safe place drink.","[('left', 'JJ'), ('door', 'NN'), ('is', 'VBZ'), ('located', 'VBN'), ('at', 'IN'), ('i', 'NN'), ('it', 'PRP'), ('no', 'DT'), ('washington', 'NN'), ('do', 'VBP'), ('those', 'DT'), ('wishing', 'VBG'), ('safe', 'JJ'), ('place', 'NN'), ('drink', 'NN')]","['left', 'door', 'located', 'washington', 'wishing', 'safe', 'place', 'drink']","['left', 'locate', 'wish', 'safe', 'place', 'drink']","['place', 'drink']",0.25,objective
281,smha is waiting notification university saskatchewan their plans proof vaccination at its facilities - including,smha is waiting notification university saskatchewan their plans proof vaccination at its facilities - including,ENGLISH,smha is waiting notification university saskatchewan their plans proof vaccination at its facilities - including,"[('sha', 'NN'), ('is', 'VBZ'), ('waiting', 'VBG'), ('notification', 'NN'), ('university', 'NN'), ('saskatchewan', 'VBP'), ('their', 'PRP$'), ('plans', 'NNS'), ('proof', 'VBP'), ('vaccination', 'NN'), ('at', 'IN'), ('its', 'PRP$'), ('facilities', 'NNS'), ('including', 'VBG')]","['sha', 'waiting', 'notification', 'university', 'saskatchewan', 'plan', 'proof', 'vaccination', 'facility', 'including']","['wait', 'plan', 'vaccination', 'facility', 'include']","['vaccination', 'facility']",0.0,objective
282,"you just described flu season. existence voluntary vaccination changes this entire argument, no matter how much you deny it, this is still 2020 argument you.","you just described flu season. existence voluntary vaccination changes this entire argument, no matter how much you deny it, this is still 2020 argument you.",ENGLISH,"you just described flu season. existence voluntary vaccination changes this entire argument, no matter how much you deny it, this is still 2020 argument you.","[('you', 'PRP'), ('just', 'RB'), ('described', 'VBN'), ('flu', 'JJ'), ('season', 'NN'), ('existence', 'NN'), ('voluntary', 'JJ'), ('vaccination', 'NN'), ('changes', 'NNS'), ('this', 'DT'), ('entire', 'JJ'), ('argument', 'NN'), ('no', 'DT'), ('matter', 'NN'), ('how', 'WRB'), ('much', 'RB'), ('you', 'PRP'), ('deny', 'VBP'), ('it', 'PRP'), ('this', 'DT'), ('is', 'VBZ'), ('still', 'RB'), ('argument', 'JJ'), ('you', 'PRP')]","['described', 'flu', 'season', 'existence', 'voluntary', 'vaccination', 'change', 'entire', 'argument', 'matter', 'much', 'deny', 'still', 'argument']","['describe', 'season', 'existence', 'voluntary', 'vaccination', 'change', 'entire', 'argument', 'matter', 'much', 'deny', 'still', 'argument']","['season', 'existence', 'vaccination', 'change', 'argument', 'matter', 'deny']",0.4125,subjective
283,"- please update your vaccination policy; science changed it recognizes now what everyone was talking long time: ""natural immunity""","- please update your vaccination policy; science changed it recognizes now what everyone was talking long time: ""natural immunity""",ENGLISH,"- please update your vaccination policy; science changed it recognizes now what everyone was talking long time: ""natural immunity""","[('please', 'VB'), ('update', 'VB'), ('your', 'PRP$'), ('vaccination', 'NN'), ('policy', 'NN'), ('science', 'NN'), ('changed', 'VBD'), ('it', 'PRP'), ('recognizes', 'VBZ'), ('now', 'RB'), ('what', 'WP'), ('everyone', 'NN'), ('was', 'VBD'), ('talking', 'VBG'), ('long', 'JJ'), ('time', 'NN'), ('natural', 'JJ'), ('immunity', 'NN')]","['please', 'update', 'vaccination', 'policy', 'science', 'changed', 'recognizes', 'everyone', 'talking', 'long', 'time', 'natural_immunity']","['update', 'vaccination', 'policy', 'science', 'change', 'recognize', 'talk', 'long', 'time', 'natural_immunity']","['vaccination', 'policy', 'science', 'time', 'natural_immunity']",0.4,objective
284,proof vaccination how about proof felonies,proof vaccination how about proof felonies,ENGLISH,proof vaccination how about proof felonies,"[('proof', 'NN'), ('vaccination', 'NN'), ('how', 'WRB'), ('about', 'IN'), ('proof', 'NN'), ('felonies', 'NNS')]","['proof', 'vaccination', 'proof', 'felony']","['proof', 'felony']","['proof', 'felony']",0.0,subjective
