,Text
16,"On this date in #innovation history: William Upjohn receives a #patent in 1885 for his breakthrough #invention of a process to make a dissolvable pill, providing more efficient oral delivery of medicine into the human body #PatentsMatter @uspto @PhRMA @IAmBiotech @Pfizer @lietzan https://t.co/NAMSFNRS5X"
17,"Associate Scientist, Biofunctional Assays - Pearl River, New York - Pfizer #ScienceJobs https://t.co/cRacImZKsa"
18,@atensnut Is that new news or have they found a way to become more of? Would that even be possible at this point? Can you actually destroy a place more than you’ve already destroyed it? Maybe Pfizer can make vaccines for cities - they may die but it will be less bad…
19,"20 hours post-booster. (Pfizer) Arm still very sore and running a fever now,
also chills and a headache."
20,@owenslindsay1 Did they? Guess again. Jor Biden and his money hungry Pfizer did!!! Who pays you?
21,"The CEO of BioNTech signaled last month that they would move in the direction of a 6 dose mRNA regimen. Today, Pfizer confirmed that they’re moving full steam ahead with the project.  https://t.co/A8JyE4LOKQ"
22,"Two FDA “approvals,” two shell games.

On Monday, the FDA “approved” Moderna’s Spikevax COVID-19 vaccine for all US customers. Just like the Pfizer “approval” episode, this vaccine will not be able for anyone for an indefinite period of time.
 https://t.co/k9q28poNPG"
23,Now you can SAFELY get heart failure and myocarditis when you get their #mRNA vaccines. Very convenient! I see what you did there #Moderna. Check mate!! #Pfizer #profitsoverpeople https://t.co/WVb0knDYCQ
24,@PattayaNewsFlas @JohnBoweActor Pfizer’s own data says they do: https://t.co/9I0ItMNN8E
25,"I hoped this wasn’t true, but even Pfizer’s own trial data says 87.5% - 100% of COVID vaccinated pregnant women miscarried. #VaccineDeaths #VaccineMiscarriage
https://t.co/9I0ItMNN8E https://t.co/93qcfeGFRk"
26,"@Lorelailo_lailo @IdiazAyuso Escúchalo, y saldrás de dudas.Yo te puedo decir lo que yo haré. No volver a ponerme una vacuna, teniendo las dos de Pfizer,hasta que haya una vacuna en base a las proteínas interiores del virus,y no en función de la proteína superficial,que da problemas.

https://t.co/andGm6Elih"
27,#Options Flow Grid Update $PFE #OptionsTrading #Pfizer Shares 🔻1.2% to $50.85 #OptionsFlow #stocks #stock #StockMarket #investing #Investment #healthcare https://t.co/5JE2nlrW3B https://t.co/U3SMQpr4pw
28,"@StephHoover8 - mRNA vax is novel - never used before as none ever passed FDA safety &amp; efficacy tests
- mRNA vax (Moderna &amp; Pfizer) were developed, tested and approved for wide-use in &lt; 1yr - less for children
- No C19? Trump wins &amp; he'd aggressively prosecute ""Russia Collusion"" coup traitors"
29,"@JS06232669 @connor757 @Palle_Hoffstein @nataliejohnsonn Also, that Harvard study doesn't actually prove that only 1% of reports are filed, nor does that now very old study take into account covid reporting. Furthermore, Pfizer didn't want to wait 55 years for anything - the FDA did. Everything you believe is wrong."
30,"Robert Malone: ""The Top owner of Spotify is also the top owner of Modera."" Say it with me......Blackrock, they also own Pfizer and multiple other Big Pharma companies, this is about money and power folks, it NEVER had anything to do with your health! https://t.co/92deXlyZSB"
31,Hello @DrHarryThomas I can’t find definitive info on this… is a 4th Pfizer shot recommended for people on Remicade? Or is VE holding up well in this group after 3rd? Thanks for any info you might have - even a referral to a study I can read would be appreciated. 🤓🙂
32,"@OverItForReals Plus the numerous ""Repeal"" and then ""Repeal and replace"" attempts on Obamacare. Nice palate cleanser in between pointless investigations?

Looks like a problem with the republican party being a bit persistently flaccid? Does pfizer make a pill for that?"
33,@DonaldJTrumpJr Looks like Pfizer has sent their twitter army of midwits after you for this one :)
34,"@pfizer We’re they “para” athletes before or after they got the 💉💉💉?

Asking for a friend."
35,"This Just In:

Pfïzër will pay the National Debt with they/them/their WINDFALL😲💰💰💰💰"
36,@i_huffman91 Took my two shots and a booster mam. Pfizer
37,@happyhexer @Craig_A_Spencer You are thinking of CoronaVax and Sinofarm - Chinese vaccineS which are distributing globally. I also have no idea why we are still talking of Pfizer and Moderna “donations “who cares anymore. Unfortunately they all have the same problem of reduced efficacy with every new strain
38,"Meanwhile Mr AIDS, Dr Pfaucinstein scared us over a disease best shared by anal sex for years; now he's STILL lying to us about Mao Tse-Xi's Plague.  TY Grant: anti Pfizer vaccine is OK  IT'S NOT RELIABLE @DanDanPhoneMan @ProducerKaty @stinchfield1776 
Dr Pfaucinstein is a lying https://t.co/oA1Vk9R6P0"
39,"Grant, there are ONE MILLION bad side effects logged for the Pfizer Pfixes... we stopped Covid01 ""vaccine"" for 50 deaths in 2002.  Only medical tyrants claim getting Covid22 after ""vaxxing"" &amp; boosted is a BREAKTHRU!!.  Pfizer Pfailed us.  IT's BS @stinchfield1776 @JenniferHorn https://t.co/Vvh2gfylkW"
40,"@WFLAJosh Like this doesn't happen sometimes.  I remember actress Natasha Richardson passed away from the same thing after skiing.  She fell, but thought she was fine &amp; then passed away later that day from a brain bleed.  U going to blame Pfizer covid 19 vax for her death 12 years ago?"
41,"@NicholsUprising @GlobalJusticeUK “It’s nothing short of pandemic profiteering for Pfizer to make a killing while its vaccines have such limited efficacy.”
Corrected that for you.
And oh, you could add ""fraud"" somewhere too.
Anywhere, really.
You're welcome."
42,"“It’s nothing short of pandemic profiteering for Pfizer to make a killing while its vaccines have such limited efficacy.”
Corrected that for you.
And oh, you could add ""fraud"" somewhere too.
Anywhere, really.
You're welcome. https://t.co/YSj9tbcWv1"
43,"2/2] Who is Ottawa's police chief, Peter Sloly? 

*just a Pfizer-tied, UN trained puppet. https://t.co/4vtZ8hjvsD"
44,"1/2] Who is Ottawa's police chief, Peter Sloly? 

*just a Pfizer-tied, UN trained puppet. https://t.co/yndNQzRiJp"
45,"Việt Nam nhận thêm hơn 2,8 triệu liều vaccine Pfizer do Mỹ tặng https://t.co/asjIkc1c6l"
46,"Fact Check and Predict:
Pfizer Hides Safety Data?
FDA is Pfizer's lapdog?
Fauci's Pandemic is Pfizer's goldmine?
Pfizer lobbying pays billions in profits?
Are you Biden Happy?
Are you Biden Safe?
https://t.co/ZvmLLrhC0f https://t.co/8NFbiuAtS1"
47,Pfizer xin cấp phép đối với vaccine dùng cho trẻ 6 tháng đến 5 tuổi https://t.co/rYPvL50bTq
48,"Negocio perfecto. Y sin responsabilidad civil.
#Plandemia
Pfizer espera ingresar 28.000 millones en 2022 por las ventas de su vacuna contra la Covid-19 https://t.co/OtQED4BjJ5 vía @epeconomia"
49,@PostAshley42 Pfizer probably has a division headquartered in China. Methzer Pipe Works? 🤷‍♀️
50,"@SenRonJohnson It’s the wildly effective early treatment of choice in India and Mexico and has saved millions of lives, but US state media still calling it “horse dewormer” while Pfizer changes the brand name, packaging and pricing to resell to the sheeple watching MSNBC like it a news network."
51,@SamLstl @Craig_A_Spencer @BallouxFrancois The best! Lol. That’s why so many counties are pulling Moderna? That’s why Pfizer pled guilty to felony for tampering with clinical trials and bribing doctors? And Pfizer paid $2.3B in fines? https://t.co/KQjMoHIJa5
52,"@AngryCardio @lenawen Not even these kids died from mRNA vaccinations in spite of the coroner stating  Pfizer in one of the slides (George Watts Jr was a college student). 

@DrLeanaWen https://t.co/Y44l3vibCx"
53,"@DrLeanaWen @Yascha_Mounk Doctor you’re quoted in USA Today as saying ZERO kids have died from mRNA vaccines. Have you followed up on these shocking anecdotes, one of which the coroner gives Pfizer vaccine as cause of death? Will you revise your statement? Important to parents. 

https://t.co/D9AD7fozTS https://t.co/hfxoe0JPVD"
54,I literally ate a ritz cracker and an ad showed up for it. That Pfizer vaccine really doing some amazing things just like you guys said it would.
55,Yeah that covid vaccine is Suss. My sister had the worst allergic reaction to it (pfizer) Definitely not safe for everyone #COVID19
56,"@pdrpuff1 Fauci @US_FDA @CDCgov @CDCDirector is a big joke..It is obvious as the light of day how they favored Pfizer. It's not ""follow science"" but ""follow Pfizer."" #Ichoosecovaxin"
57,"@diedsuddenly when did this happen?? 

""George Jr. chose to receive the Pfizer “vaccine” because it had been recently given full FDA approval.""

are they talking about Comirnaty?  if so it is not approved in the USA or even in production, last i checked"
58,@HectorRossete Pfizer/Pfizer+Moderna
59,"@Claires07101519 GB is a known risk of the C19 vaccines - just the mRNA (I think) Moderna &amp; Pfizer, not (I think) the J&amp;J.

Prior vaxes required 5-10yrs of FDA safety &amp; efficacy testing before being deemed 'safe &amp; effective'. mRNA vax, &lt;1yr. Kids, whose bodies change rapidly over the years, less."
60,"We got our Pfizer booster today, and the young one got her first dose. Her best friend at school caught the Coronavirus, we were notified yesterday."
61,"ALEX JONES [FULL] Wednesday 2/9/22 • Pfizer Warns Shareholders of “Unfavorable Clinical Safety Data”

#AlexJones

https://t.co/yGFPAYDAg1"
62,"$PFE $MRK $BIIB $BMY $NVS $AZN ~110,000 LN patients in the US, 69,000 in EU, and 22,000 in Japan. Market for novel LN therapeutics annually ~$2.0 to
$5.0 billion = make $AUPH good offers  .... @pfizer @Merck @Novartis @AstraZeneca @biogen @bmsnews"
63,Pfizer Lied About Maddie de Garay https://t.co/pEcYw8Zy7j
64,The only @US_FDA approved #CovidVaccine #Comirnaty is not available in the United States. #Pfizer doesn't want to be liable for the 💯s of thousands of debilitating #AdverseReactions &amp; deaths https://t.co/K2UOw3L6I1
65,@vicario_rachel @Covidheratic69 @Herb84625214 @PunditPandemic @EacklesLedell @gregggonsalves Not “aiming for pure dunks”. Aiming for rigor. I took his statement at face value. But I suspect he meant efficacy changed such that data no longer apply. Evolution happens. Nothing Pfizer did in collecting or describing data used to show S &amp; E was problematic SFAIK.
66,"@brendon_41 @EdV1694 @theysayitsrare @pfizer It wasn’t “necessary.” She was told it was though. 

Critical thinking would’ve prevented her from receiving any shot. 

With that said, I hope she lives a normal, healthy life moving forward."
67,"Pfizer Liar 🤥 👖 on 🔥!
The old “bait and switch”! https://t.co/g9izO34J0A"
68,@embecerto #Pfizer paga criminali
69,"🤔 Looking for Don't Call Me An Anti Vaxxer The Name's Mrs Doubt Pfizer Shirt ?
🛒 : https://t.co/GzycSl11G6
#TshirtAtLowPrice  
https://t.co/GzycSl11G6"
70,Dems are folding now that Pfizer lost they appeal to seal their findings. Hmm watch them all pretend to save us from that deadly virus and claim victory so we can all of a sudden unmask. Must be election season. https://t.co/nmpbadcvmd
71,"Comments are up now and available to review, many are just heartbreaking &amp; I hope will compel the FDA to stop this madness! Please let them know what you think regarding Pfizer's request to jab 6 month babies to 4 year old children under the EUA. Link 👇https://t.co/xiWvCdI5M0"
72,@AliNeitzelMD @Orllchris78 @TMZ @joerogan @spotifypodcasts @Spotify @pfizer Can’t think for yourself…… mmmmmm? Common sense
73,Turns out the first two MK8 DLC packs were made by Pfizer and Moderna
74,"@SimonG78 This seems accurate: 

Pfizer COVID-19 Vaccine Trial Data States 87.5% - 100% of Pregnant Vaccinated Women Miscarried:
https://t.co/2AfqnrTVez"
75,"@ConservDwall11 @MoneyGrabFC Or, he needs the virus. Then he can start calling out the money grab fraud from @US_FDA @CDCgov @Pfizer @ProfKlausSchwab #Gates and #Fauci, #Trudeau #Jacinda #Morrison #Boris #GreatReset et al; and most politicians in DC. https://t.co/Mdm8tf66wp"
76,"@Spinazzola1Gino @slikrik2003 Pfizer has the largest criminal lawsuit in history, the details of which have been hidden. They are a really shady company."
77,"Pfizer Counts Its Billions
https://t.co/0TXSvukRep"
78,"Spanish drug safety expert says mass COVID vaccination is unprecedented global experiment. Joan Roselló, expert for the European Medicines Agency professor at the University of Barcelona,claims that the so-called Pfizer and Moderna vaccines are not true vaccines, don’t save lives"
79,@Sassychickie Pfizer subsidiary: Methzer Pipe Works (HQ in CHY-NA).
80,@MaximeBernier Trudeau will double down until he finds another shiny object. Meanwhile the premiers are starting to distance themselves from him. This distance will become more evident as more of the Pfizer clinical data is released and understood
81,@kcranews Dr Robert Mallone has been talking about the steep rise in pericarditis in children that's a side effect of mRNA vaccines.  But of course the media keeps silencing the message to protect Pfizer and Moderna.
82,"@Catheri58232231 @dandilion1115 Hmm. I'll check that. My jabs were Pfizer, but it could be the same sort of reaction. Thanks!"
83,"HOW FORTUNATE FOR PFIZER:  Pfizer expects to sell $54 billion worth of COVID-19 shots, treatment pil… https://t.co/pH09uRsyQl"
84,@Breaking911 He is that close to Pfizer salesman of the year.
85,"@ajlamesa @2235astoria So as a vaxxed and boosted person, Moderna/Pfizer, I think I could go to Sweden again? I will look online because pre-flight PCR is hard and costly from here. I love Sweden and would be so nice to visit again, we went about 7 years ago... it is confusing!"
86,@mcm_ct @AlbertBourla Short #Pfizer.
87,"🤔 Looking for Don't Call Me An Anti Vaxxer The Name's Mrs Doubt Pfizer T Shirt ?
🛒 : https://t.co/P3iEePwJiK
#TshirtAtLowPrice  
https://t.co/P3iEePwJiK"
88,@TheInsiderPaper This message brought to you by Pfizer
89,@JDStunda @4Mischief @FX2trot Prob refer to hunters drug dealer. pfizer will be making drugs legal next!🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯
90,Young Men More Likely to Get Heart Inflammation After Pfizer’s Booster Than COVID-19: Study https://t.co/wqb2RcEDnT via @epochtimes
91,@MadLew Pfizer cares.
92,"Let’s start arresting these people for Crimes Against Humanity…Fauci, Pfizer CEO, Moderna CEO, oh the list is long! https://t.co/lwdWc7AGhV"
93,"Let me help:
CDC
NIH
FAUCI
MSNBC
CNN
Surgeon General
Pfizer
Moderna
J&amp;J
Biden
Psaki https://t.co/ejuXVpmS7c"
94,"@Jessicam6946 Clarif 2- Boosters pushed only selectively, 1 shot J&amp;J'ers ok'd, 2 shot no booter ok'd w/ no f/u. The Hubs who's 2 shot Pfizer &amp; boosted w/ Pfizer has been asked repeatedly if he's gotten his booster.  WTH? Mgmt is partisan. I am mad."
95,"If you are still believing that the Covid-19 vaccine was about saving lives, please look at how much Pfizer is worth now."
96,"@laurenboebert China cost per unit $    .12
Pfizer cost per unit $27.12"
97,Dems are removing VAX mandates because Pfauci Pfizer Pfixes AREN't vaccines and it's election time. Bishops. Do we need more liability since suing Catholics is blood sport; only Pfizer immunity is from suits.  Must our parishes expose our 5 year olds to faulty drugs? and Church? https://t.co/FSRE38pbOc
98,"They going to sell a $700 course of Paxlovid
or practically free horse dewormer?

Pfizer's COVID Product Sales to Top $50 Billion This Year
https://t.co/suqtbIs266"
99,"@MsMax17 @TheUSASingers @gregolear Black rock. Same company that owns Niel Young's music and is ran by the former Pfizer CEO. 

But sure, Kushner."
100,"@POLASINGER @theysayitsrare @Christina_Wood1 @devisridhar @pfizer I'm so sorry you are going through all this! Can I ask you, did you know these were expiremental? Or did you, like MANY, assume they were just like a flu shot? I can't tell you how many I've talked to that have said ""I heard ""vaccine"" and assumed they were like the others"". 😔"
101,"All paid by the taxpayers,  what a Damm ponzi scheme 

Pfizer forecasts $54 billion in 2022 from sales of, vaccine, pill https://t.co/lUJ2AuWHGE via https://t.co/0y3M0lCec8"
102,@RBReich Do Pfizer.
103,@JohnPalminteri Here’s a story from Cottage hospital- 18yo kid is hospitalized for 5 days after getting his second Pfizer shot. Do a little digging &amp; see if he was the only one. Oh-and zero healthy kids were admitted during the entire pandemic because of COVID. Maybe stop grifting off fear porn? https://t.co/CEQMixf9Zf
104,Urgent! Stop FDA approval of Pfizer shots for children 6 months to 4 years - LifeSite https://t.co/LwcqHP5gmK
105,"In the deal, Pfizer expects an annual subscriber base.

Global politicians expect QR passports &amp; social credit obedience training.

It's a win-win for the folks Bernie loved to call the ""one percent"". https://t.co/3HuyVEHVNW"
106,"@nut4dgr My few friends that got a Moderna booster said they felt mostly fine, little headaches etc. but I got a Pfizer booster and had terrible chills and aches starting about 12 hours after the shot. Also lots of arm/lymph node soreness and swelling"
107,@gregggonsalves @Lakshmi_RKG @VPrasadMDMPH @drlucymcbride Lol Fauci is an 80yo fool who funded SARS-CoV gain of function at Wuhan IoV and experimented on orphans for AIDS vaccines. And the CEO of Pfizer is a *veterinarian.* Enough with the credentialism. Find some other heroes.
108,@JordanSchachtel Here’s a collection of news- countries restricting Moderna from those under 30. Short Moderna and Pfizer and make a lot of Money bag. https://t.co/mQLCaf42Qq
109,@JordanSchachtel Pfizer would lose more in stock price if Fauci died than apple lost from Steve Jobs dying.
110,"@statesdj @gregggonsalves Nothing like the fraud doctors and pharma. Like Pfizer paying $2.3B for criminal fraud and doctors killing between 250,909-440,000 patients every year (more deaths than COVID). https://t.co/fZ3fgenRdt"
111,@RougeMenace @hawkeye1326 @GDelscribe @zoeharcombe @akheriaty It was a criminal enforcement action. The $2.3B was a fine. What’s your point? I cited It for the proposition that Pfizer has a history of criminal fraud to market drugs. And yes they’re at it again.
112,"@hawkeye1326 @RougeMenace @GDelscribe @zoeharcombe @akheriaty Hawk- time to ignore rouge who is just an ignorant troll. Toes the party line. Even as vaccines completely fail. He fights for Fauci and Pfizer. He’s been mRNA injected and has serious cognitive dissonance. He knows nothing about fluvoxamine, or The Real Fauci (the highest paid)"
113,@RougeMenace @hawkeye1326 @GDelscribe @zoeharcombe I  didn’t say we don’t know what’s in vaccines. This is lame straw man argumentation. I said Fluvoxamine especially deserves attention and you’re ignorant about it. I said Children don’t need mrna. It’s absolutely a conspiracy that Pfizer via partner Fauci  pushed on kids.
114,@hawkeye1326 @RougeMenace @GDelscribe @zoeharcombe Fine if they make money but not while liability free. They need to take responsibility for deaths. And rouge clearly has no clue about @akheriaty FOIA lawsuit compelling production of Pfizer’s hidden clinical trial records. Pfizer asked the court for 80 YEARS to comply. https://t.co/RhEI3Rm1ng
115,@VPrasadMDMPH I’m suspecting they’ll make the calf slaughter part of the Pfizer sponsored Super Bowl halftime show.
116,@RougeMenace @hawkeye1326 @GDelscribe @zoeharcombe None of my kids got COVID as far as we know and neither did we. I got Pfizer before I knew better.
117,@nut4dgr I had Pfizer shots and Moderna for the booster and it wasn’t too bad. A little bit of soreness in the arm with some tiredness.
118,@hawkeye1326 @RougeMenace @GDelscribe @zoeharcombe Rude? No way! It’s super traumatic and it’s your Dad. The hospitals are the last resort bc public health officials refuse to allow ivermectin and fluvoxamine among other interventions. Now they’re pushing the $1400 Pfizer pill with zero long term data. Just focus on Dad for now!
119,"@KamiTribe @Louznft @pfizer 
@vnellie 
@BroadwayHD"
120,"@no1_real_man Yes.  Co-worker who is 2x with Pfizer and double boosted.

She survived just fine."
121,@RougeMenace @GDelscribe @zoeharcombe Died with COVID. The death totals are severely inflated. Vaccine deaths and injuries are suppressed. Nevertheless smart countries ended mRNA for those under 30. CDC withdrew formerly “safe and effective” J&amp;J. Pfizer next. https://t.co/w1pRzeIphK
122,"@DanCham03014042 BioNtech, Pfizer, and Moderna have a combined 4300+ employees.
Hard to believe none of them are on Twitter and might clarify whether the smoke is indicative of something more."
123,"@raunchernoodle @TimNielsenDay @FaustianNation Pfizer is what its leadership is, not what its workers are. All corporations are capitalist class (or petit bourgeois if smaller in size and scope). The workers don't represent the corporate interests any more than the citizens represent a nation's foreign or economic policy"
124,My neighbor named her cat PFIZER 😭After the damn vac y’all. I just heard her screaming for it to come inside “PFIZER PHIZER” 😂
125,"@MayThewords Good question. The Pfizer data is about to drop, so maybe he’s preparing a bunker in the wilds.
I hope it’s somewhere without mobile &amp; internet access."
126,BREAKING ALERT: PFIZER’S ‘Confidential Documents’ CONFIRM The Experimental “VACCINE” Can Cause THIS! https://t.co/Mw07VqWDGE
127,@RBReich Don’t be fooled. The dems are using a virus for votes and control.  How much did they make from Pfizer for pushing a vaccine on healthy people.
128,"Pfizer expects to sell $32 billion of its Covid-19 shots and $22 billion of its antiviral coronavirus treatment pill Paxlovid in 2022
https://t.co/0pLApQXWfz"
129,"Alex Sheppard 🇺🇸, [Feb 8, 2022 at 1:10 PM]
Pfizer Pushing  Emergency Use Vaccine For Kids To Avoid Liability For Adults - RFK Jr.
https://t.co/LyclUdP2vF
 https://t.co/uWP7S8ae0P https://t.co/e8A3RnjLq3"
130,Everyone SHORT Pfizer if you wanna get rich!
131,They didn’t have to pay for a sales team either.. #VaccineMandate #Pfizer #VaccineSideEffects https://t.co/RWytwvDKzG
132,"Couldn’t have happened without the help of a few of their top sales people: Dr. Fauci, @POTUS @HowardStern @PressSec  @CNN. My question is how will these people feel once the true number of injury/death and side effects come out? #Fauci #Pfizer #Biden https://t.co/ejq7K9VbW5"
133,"Soon, we’re going to see what the FDA knew. The documents between the FDA and Pfizer are now being forced by the court to be turned over to the American public."
134,I look forward to these texts. Pfizer CEO Albert Bourla and Europe’s leaders negotiated a vaccine megadeal by private text. Now those messages may come out https://t.co/GHGAhu5kuu via @Yahoo
135,"@eric_weinhandl I thought Moderna was going to overtake them easily given the freezing requirements of the Pfizer vaccine. Why did that not happen? (Not that it makes any difference to me, as long as ppl get vaccinated!)"
136,@GovCanHealth @saadpb Lol!what a big joke...Bharat Biotech even more than willing to take responsibility if any side effects..Canada is another country owned by Pfizer next to US..#Wechoosecovaxin
137,"@jgraner89 @raunchernoodle Not just Pfizer, but all Big Pharma have been caught profiting off lies and murder. Plus Pfizer basically bought CNN and the govt."
138,"@GDelscribe @zoeharcombe This 24-year-old died because he had to take Pfizer to go to college.

https://t.co/o47PHS6OGW"
139,"@AngryCardio How would one look up how many deaths were caused by each vaccine? Also, are coroners somehow restricted from citing a vaccine as a cause of death? This recent news report of this poor young man is the first coroner report I’ve seen citing Pfizer as COD: https://t.co/XsYs6w6skC"
140,"@StanleyDriller @obama_I_miss @JoeBiden Hopefully noravax will get FDA approval soon, their studies are very promising and protein based unlike these 2 primary ones they're pushing! We shall see..If no EU given they (government)  made a deal w/Pfizer!! 😞"
141,"#Biontech #Pfizer #Nanotechnology #COVID #Vaccines
https://t.co/7fDlSqwP3R"
142,"@Breaking911 What a disgrace. How much is Pfizer paying her?

#unmaskourchildren"
143,"@UnmaskedU Todays NDP care more about multinational companies like Pfizer then they do working people.
Libs/Cons/NDP have all abandon the working class.

PPC is now the only party fighting for working people."
144,"@fuoridalcorotv #PfizerGate , la verità è #pfizerCriminale @LaVeritaWeb. Il marito di una mia amica da dopo il #vaccino #pfizer entra ed esce dall’ospedale e sta sempre peggio. Naturalmente nessuna correlazione con il vaccino ......."
145,PFIZER ADMITS THE VACCINE IS 71 TIMES MORE DANGEROUS THAN THEY ORIGINALLY STATED. https://t.co/cVMfSMm9Dl
146,Pfizer CEO says chances are 'very high' FDA will approve low-dose Covid shots for kids under 5 https://t.co/PXiUyKGMNS
147,@disclosetv Pfizer relishing at how much money they made https://t.co/npyLbKCedN
148,Pfizer forecasts $54 billion in revenue in 2022 from sales of its Covid vaccine and antiviral pill https://t.co/yZ5k5s3gTa
149,"@The_Real_Fly Pfizer &gt; FDA 

Sad reality."
150,@axios Pfizer will take care of your election expenses...#freeMyocarditis
151,It’s sickening that the 🇺🇸 government gave “loans” to @pfizer &amp; @moderna_tx &amp; @Novavax and they get approvals that are killing people!!! I’m disgusted so politics can’t be pushed aside to approve EUA on #covaxin which has been sitting @US_FDA desk collecting dust! Sickening!!!
152,@nypost How much is Pfizer paying this woman?
153,CNBC - Pfizer CEO says chances are high FDA will approve Covid shots for kids under 5 @CNBC https://t.co/tVffU5wkMX
154,"@Theophite I don’t object to the overall principle, but the timing is bizarre. Pfizer is submitting clearance for vaccinations those under 5 to try and get FDA authorization by the end of the month. Why not wait for this last piece before throwing out masking entirely like CA is?"
155,"Just watch Biden declare the pandemic over on March 1. Now onto the money-making pills!
Pfizer projects it will generate record-high revenue in 2022, saying Tuesday it expects to sell $32 billion of its Covid-19 shots and $22 billion of its antiviral coronavirus treatment pill."
156,"@Holly_4Congress Most Americans retirement plans likely own stock in Pfizer, Moderna and other pharma companies.

Misinformation from Big Govt &amp; their lackey MSM:
""15 days to stop the spread""
""Lockdowns work""
""Vaccines eradicate virus so we can get back to normal""
Etc.

Democrat's Lies &amp; Big Lies"
157,@brendon_41 @unusual_whales @pfizer Dead people can't buy your products/services though
158,"🇪🇸 Dr. Joan-Ramon Laporte Roselló, A Spanish Expert in Pharmacovigilance, Appeared on The Spanish Congress:

""The So-called Pfizer and Moderna mRNA Vaccines Are Not True Vaccines. They Are Drugs Based on A Technology Never Used in Therapeutics Until Now. https://t.co/E7bbBr1iiW"
159,So was this particular #HIV Protien in moderna or Pfizer? https://t.co/Twtis5eoL5
160,"@Desert_Elf_Owl @Lesdoggg Here's the lies. The lies made Pfizer $65 BILLION DOLLARS. $65,000,000,000.00 https://t.co/HksFA509oX"
161,@SuperBitchface1 @Lesdoggg Ask Pfizer.  $65 BILLION.  Of OUR TAX DOLLARS. FFS.
162,@disclosetv And taxpayers are paying for Pfizer’s advertising &amp; marketing via the government…all seems legal &amp; morally ethical - NOT.
163,@vjotto @JThomasMadden1 @Lesdoggg @rdrumx Your tax dollars paid for vaxxine development.  Your tax dollars paid Pfizer $65 Billion for the resulting product. Pfizer and FDA still hiding the trial data.  You got jabbed. You will still got Covid. 22k people DEAD from experimental product.  1 Million injured.
164,"@JThomasMadden1 @Lesdoggg @rdrumx #JoeRogan got paid $100 million to do what he does. Pfizer made $65 Billion the last two years.  Where's the money at, again?"
165,"Wife's had COVID since Sat AM. We only realised on Sun PM, after I'd spent a long old time in close proximity, inhaling COVID fumes. As of Tues AM, I've tested negative 3 days in a row. Either my Moderna is working better than her Pfizer or this is one of those false hope moments"
166,@Kirstyleegibson @LeilaniDowding Yep. But it does not work for vaccine uptake. For profits. So they buried it. They killed people for #Pfizer. https://t.co/fHU3ZTiNDz
167,"#1   NEW - Dr. Joan-Ramon Laporte Roselló, one of Spain's eminent experts in pharmacovigilance, appeared on 7 Feb in the Spanish Congress:
""The so-called Pfizer and Moderna mRNA vaccines are not true vaccines."
