,Text
123,Indo menang and sadly gabisa nonton live because of my vaccination status #sad
124,"Thanks to vaccination, high number of cases with low number of deaths. https://t.co/Ur4jQowVGR"
125,"@tommysvr Missed flight 2 days before due to lack of international vaccination certificate as international person. If you have Medicare, it will easily be sorted out, but not for us."
126,"Does Pritam fans agree on vaccination .

Pritam is asking people to vaccinate

Twitter Pritam fans is agreeing

EDMW Pritam fans are dead on insisting vaccine is hoax and big pharma thing

Can Pritam please stop collecting fans from opposite sides who oppo govt for sake of it"
127,"Teo Chee hean . Meet with world top leaders . China top leader n discuss all negotiation

Then come to vaccination center on Thur night to learn the situation on the ground

And fist bump me as I happen to walked beside him and MP Yeo wan Ling. 

I am officially in world history https://t.co/8GQ8Wz4FGG"
128,@B52Malmet Yes and I’m frightened. I will return to the US via a plane requiring all to have been tested but then I will get in another to reach home w/o any requirement for tests or vaccination. Both should be required for all domestic plane travel.
129,Bt bgt gabisa nonton aff because vaccination nya udah ga valid lg aaaaaaaaaaaa mo nangis
130,Workplace vaccination measures from 1 January 2022 https://t.co/13LH21cE2O
131,"@spursfandom @JoWolffBSG Hello sorry to chime in but I thought @AlbertGiubilini ‘s Ethics of Vaccination was really good, particularly liked the chapter on compulsory vaccinations- link: https://t.co/zlBzs3Bofk"
132,"COVID-19 vaccination bookings for children aged 5 to 11 to begin next week if supplies arrive 'as scheduled': Chan Chun Sing 

 https://t.co/5wPXa86PsC"
133,@JReinerMD Leaving for Spain tomorrow evening from Singapore. No vaccination - no fly.
134,@lucykonglish @hyunsuinseoul Can I check where tourists can go to get the vaccination status registered on the COOV app?
135,"JUST IN: Children aged 5-11 years old can get vaccination before the year ends, when vaccine is available. Comes as MTF accepts recommendations by expert committee. Dosage is 1/3 of that used for those aged 12 and above. Kids with chronic med conditions should be prioritised."
136,Rocked up to the Vaccination Centre and was told I was 2 day too early so cannot jab me. Sigh....
137,"A note: Earlier on at Woodlands CIQ, we left behind 2 pax. I'm guessing upon arrival at Woodlands it was found that they do not meet the requirements of VTL and/or do not have the right docs like ART test, vaccination certificates, etc. So... MAKE SURE YOU QUALIFY FOR LAND VTL!"
138,"@Wingy7 Definitely not pro passport…. Pro vaccination though, like I am for measles and tuberculosis etc etc"
139,one of my talents is knowing the childhood vaccination chart by heart 🥴
140,"Seriously , opposition in Singapore have reading problem

They read to find problems to find fault on Govt

No different from anti vaxxer who focus exclusively on every adverse incidents that happen after vaccination

So much improvement and projects are ongoing everyday here"
141,Got  #COVID19 #booster #vaccination . Walk-in without prior registration. 20 mins from arrival to shot. Thank you #Singapore @sporeMOH @FullertonHealth
142,"South Korea to impose 10-day quarantine on all travellers regardless of vaccination status 

 https://t.co/rZ3a6afqZP"
143,"Vaccination Statusが戻ってきた🤳

MOHにメールしても返信なく、電話は繋がらなくで、家でロックダウン生活してたらいつの間にか二週間経ってた。

原因としては海外でワクチン受けた人はSerology Testでコロナの抗体あるか調べなきゃダメだったらしい。

普通にMOHのホームページに書いてあった😁 https://t.co/gUebO89jUM"
144,"Maybe we can issue vaccination loyalty card soon. Get 9 Jab , free coffee. https://t.co/OYO0tnL3Fa"
145,"First hand hear a case where vaccinated young adult die shortly after vaccination

The people involved prefer to think in terms of causation

But correlation is not causation
But did not argue w them

I am Vax, hence protected from covid as I got covid recently and is fine"
146,"If you’re in melbournes west, go show Briki Cafe Thornbury some support and buy a coffee. They were vandalised terribly overnight just for following the current state rules on vaccination certificates and checking in. Small business owners have been through enough. https://t.co/WRBo09NAmq"
147,"@SpaceX @elonmusk @NASA IF a supposed extension of LIFE expectancy by tens or hundreds of years for humans were discovered … would the governments search ways to extend life in SPACE, beyond planet Earth, … OR … would search for VACCINATION to suppress it ? 
#immortality #brainstorm #BeyondTheHorizon"
148,"So the children vaccination I forsee is a catch22 issue

How will parents decide , not for themselves but for their kids?

I m sure the way we see how people make decision

The reasons humans give are kind of SUS if u look at it critically

And children themself may have own view"
149,"Getting a mild infection after Covid-19 vaccination gives best protection against future variants: Expert

Current vaccines teach the body to recognise the spike proteins on the surface of the virus, but that could change as the virus mutates.

.

https://t.co/JaH2X8To0R"
150,"My remaining time on earth is fleeting and precious, and vaccination status is a great litmus test on whether I can be bothered to spend it with you either listening to your crap or trying to ignore the knowledge that you believe this crap. Enough."
151,"Also we have to be practical and start with end in mind which is death. 

And no sugar coating whatsoever. If son gets depressed or heart attack , too bad.

Just like vaccination, there is no 100% safety.

But we still vacccinate young and old because chance favours us."
152,妹がVaccination Statusをバケーションスタッツって読んでた。姉妹揃って英語の才能なさすぎた🙂
153,"@Khairykj Good morning and to my respected minister.
I am a Malaysian who working in Singapore and have not able to go back to visit my family for last 20 months because of COVID.
Finally the Vaccination Travel Lane is going to start in 29th Nov and I have bought the ticket to g"
154,Definition of #firstworld needs to be relooked. How do you define/explain the mindset of these protesters? Upset about showing their vaccination status. https://t.co/YxYANXN2Kx
155,"Unvaxxed people in S'pore cannot use PET to enter places with vaccination-differentiated measures from Jan. 1, 2022 https://t.co/nfJ1RPrTWI"
156,私のVaccination Statusが昨日から行方不明だから、とりあえずドーナツを爆食いして落ち着くことにした。 https://t.co/Pw9gPJw1A1
157,"Spoke to KKH for this:

Trial is key in getting young kids protected, as they’re “one of the most vulnerable” now - at high risk of getting inflammatory response from COVID-19.

Vaccination could let kids resume more activities too - be it social interactions, school programmes. https://t.co/44VPXFiBs9"
158,"Mask wearing is a form of vaccination
Physical distancing is a form of vaccination.
They help reduce infection in first place.
If u dun fuck, then babies will not occur. 
That is the mentality. https://t.co/AkQZBzZDAq"
159,"""Another potential barrier against Japan's opening up is its use of paper-based vaccination documents, with Mr Tan noting that “digitally verifiable vaccine certificates would be a key enabler to VTLs”.

Singapore Ambassador to Japan Peter develops bento
https://t.co/TwrVWi9t1b"
160,"Why natural immunity against COVID-19 is not as good as vaccination, according to doctors https://t.co/g95XB2hjtA"
161,"Cc to @joerogan and @BretWeinstein 
Pls update us with a video stating your newest point of view.

And tks @SamHarrisOrg for clarifying the necessity of mRNA vaccination as he spoke to @EricTopol https://t.co/PczsKMJyYu"
162,@adriangohjw This is also a nice touch … nonetheless I’m a bit dismayed how long it took to show vaccination status https://t.co/JBJRBY7Jqn
163,Vaccination only valid for a year. Your thoughts?
164,@kidneydoc101 @NephRodby @calvapo @brzoskos @alunieczka @Maria_Prend @stephenmcadoo I stopped MMF for a patient of mine with class V prior to her vaccination.. Restarted post 2nd dose.
165,"If anyone should be anti vaxxer because vaccination is harmful 

It would be those that has most to lose, politician, famous people, businessmen, rich people and sportsmen

If they are almost all taking vaccine, I dun see how I this kind of poor people need to worry so much"
166,"For those who think that it's bad to make vaccination compulsory, wait till you have to drink 大锅药。

https://t.co/deaYYG1tdy"
167,Incredible vaccination stats but the 80+ group explains the high death rate in Singapore https://t.co/knk3X8vXrC
168,😃 Singapore’s TraceTogether app has been updated with color coding to show vaccination status as well as animations to deter screenshots https://t.co/2vIWbStzkv
169,"Anti COVID-19 vaccination videos on YouTube channel removed for 'violating community guidelines': MOH 

 https://t.co/C944XemjAD"
170,"@PatriciaMalay Yup! Tourists from selected countries under a Vaccinated Travel Lane (VTL) arrangement. Mostly countries that have a high vaccination rate (Germany, South Korea, United States). More countries being added soon. 🙏🏼"
171,@HappyTwisted @AkosiBonjing @iAmShainey HAHAHA!!! Patingin ng vaccination status bago magkainan…
172,"#LittleIndia in #Singapore lit for #Deepavali / #diwali இனிய தீபாவளி வாழ்த்துகள் Happy Diwali to all celebrating. Let’s spread love as the world needs it the most, next to vaccination https://t.co/WZwliFatax"
173,"Hi govtech, is it possible to directly show my vaccination status on my Location Pass itself? So that we don’t have to “go back” and show the vaccination status when entering a mall and causing jams at the entrances… smth like this very poor edit i’ve attached haha https://t.co/1EriFbSM9P"
174,"16 death , how many are vaccinated ? Mindset may need to change !!! Vaccination is only part of covid package !!! https://t.co/AapgOo53ye"
175,Why some still stubborn very difficult for following government do vaccination faster.. I really don't understand.. https://t.co/l0Rrn0HjGz
