,Text
98,"Probably not the best corporate Christmas presence, but I couldn't be more thankful to my company for the other benefits they will provide to us such as default WFH even next year, generous medical benefits, plenty of leave credits/holiday shutdown, bonuses and etc. 🍰🎄✨ https://t.co/obtgO7Z8di"
99,Probation almost ended. Tapi WFH ni susah nak tunjuk work efficiency rate kita. Risau dia judge melalui email je or availability in Teams. Hmm
100,Serving notice period is awkward. You dont wanna be there but you kinda dont wanna be left behind. No much work to do but you still wanna engage with the team. Should you go to office hoping for a li'l farewell or continue WFH since you ain't that close with colleagues anyway.
101,Sulitin na ang WFH ngayong taon…. Balik office na next year. https://t.co/eWv7iz4KeD
102,"@all4jj Finance department WFH I think. Slack a bit. But basket, I have to pay other people sia. Sigh"
103,"Hi @SingtelSupport we can’t connect to our home wifi since early morning. We had reset the modem many times and still the same, our WFH will start at 9am! So how? https://t.co/816SxAskmi"
104,"Dah mau ganti taun, baru sadar sepanjang 2021 ga cuti satu hari pun. Luar biasa. Cuti terakhir pun pertengahan februari 2020. Dah mau 2 taun.

Terbaik emang WFH. Dah ga perlu mikir cuti2an."
105,"WFH; lunchtime 12:00 pm. Order food online 12:00pm &gt; food arrives 12:35pm &gt; eat 13:05pm &gt; clean up / wash up &gt; 1:15pm &gt; ice cream 1:30 pm. Back to work &gt; 2:00pm because berak first. 

Am I doing it right"
106,@andalankluarga Lha wfh mu karo ngepet kok 🤣
107,"Harapannya 2022 cuma kalo bisa travel tanpa karantina aja. PCR/antigen sebelum traveling masih oke lah.
Kemana2 pake masker no problem. Harus checkin aplikasi sebelum masuk mana2 ga masalah. WFH terus2an malah bagus."
108,I can’t believe it has been 1 year at https://t.co/QlX6dBP7d6 and in #Singapore already. Most of the time has been #WFH but can’t thank enough for this organization that keeps thinking about their collaborators well-being 🙌🏼 https://t.co/T2SqsfvpdC
109,"boss called this hour, asking for some tech issues in the software…just when we resolve his issues and say thank you…i forgot to mention my plan for WFH in the a Philippines setup (2-3weeks maybe) once VTL opens 😫😫😫 super pre occupied with work 😭😭😭"
110,@Scott_ExV WFH can be such fun 🥲 They’re still doing this as hourly intervals
111,WFH is the new normal https://t.co/vmVO7vzHBC
112,"@Eugeneksk Don’t worry I have another one. Unpopular opinion, as long as covid persists, I can cont wfh and not go to office to see my stupid boss condescending face"
113,@hudaayais Dah takde dah wfh. Mmg keje je ni sampai abg jamil mampus. Hahahaha
114,"Sebelum tau si buMit mao ke bali, gua nyuruh dia WFH. Jadi hari jumat tu seharian ngerusuhin dia yakan. Tapi gagal.
Yasudalah.
Bye."
115,"Finally able to clear my 'own' work when working from home. 😅 phew... 

#worklifebalance #wfh #WorkFromHome"
116,WFH ulit. Good morning!!! https://t.co/OPIVQmlT4k
117,"イタリアでWFHしてると思ってたオーストラリア人、転職でスイスに移住してた😂コロナで制限がキツいシンガポールが嫌になっちゃったらしい。

自問、「自分はまた転職して、家族を連れて居住国を変える覚悟はあるか？」

全てをフラットに考える自由な精神性が素晴らしい、と思った。"
118,"本日の麺's倶楽部は、WFHからのぼっち昼飯@🇾🇪家麺でござーる。
パクチー余ってるので、おろしぶっかけ蕎麦wパクチー&amp;木耳。想像通り、カレーつけそばか、温蕎麦の方が合ってるな～😅……
#麺s倶楽部  #WFH #ぼっち飯 
#蕎麦 #ぶっかけ #パクチー蕎麦
#小諸七兵衛 #信州ほしの #木耳 https://t.co/NpGcPoNjXT"
119,WFH means play time with Ginger in between coffee break https://t.co/IYGc1lV1Gp
120,Privilege of wfh: napping at 11pm
121,"been a long time, FF AMK gym! blame it on WFH tt I was forced to abandon u! nice to be back with #myfavoritepeople today! 😍 #mystorysg #jaistoryhealthstory 291121 @ AMK Hub https://t.co/9oobmWukjG"
122,"Finally, a conducive WFH corner. https://t.co/tTW70vkUE9"
123,The WFH era https://t.co/pfih1kcZo8
124,Perks of wfh https://t.co/7LfnB8nb44
125,コンド上下階でリノベーションに次ぐリノベーション。トンネルでも作る勢い。もうWFH嫌だ〜
126,"Now after 17 years. Coming back home taking advantage of WFH, the house seem empty. I miss the memories of adik beradik &amp; family. Life was so good back then. We were struggle but happy and complete."
127,"Conversational skill aku mcm dah merundum sejak tak jumpa orang sgt masa wfh dan pkp lama². 😅

Kdg2 aku tersangkut ayat. Kdg2 aku tak tahu nak respon. 😂"
128,"“Gawin nating kahapon ang bukas..”

#JD #U&amp;Me #acoustic #tgif.wfh https://t.co/gnIdphOYFA"
129,"A comfortable place for WFH.
非常舒服的环境做劳改。 @ Grand Hyatt Singapore https://t.co/5SCQncvOGV"
130,"仕事が終わらんとです🥺
WFHは仕事が終わらんとです。

ポケ活も行けんとです😭"
131,"Belanja pas diskon tanggal cantik sekarang belinya peralatan rumah tangga mulu dah.

Semua berkat WFH hampir 2 taun ini."
132,"Allocate some time to clean up my work desk. Back to WFH. @ Jurong West, Singapore https://t.co/BAXVSDcycr"
133,Also it's kinda mix feelings balik and wfh in JB. Sbbnya I had to really focus on work. But at the same time spend time with family. Lepas tu kena tahan all the chaos dlm rumah.
134,"@RazhelRose Pats pats. We grew up in a society that taught us to please others. I am trying not to be too critical for myself too. 

Anyway, just eat. It will be ok. When you eat you have energy to lose weight ma 🤣 No energy how to start anything. 😂 

(My weight also pumping up due to wfh)"
135,"今日の現場作業も終了
またWFHへ戻る🥺 https://t.co/VL9ghAxUjf"
136,"#ツイシンポケGo部 
フレンドが増えるとギフト毎日集めないと足りなくなる🥺

WFHで今日はまだポケストップ行ってない😫"
137,WFHでは出会いはない😫 https://t.co/THE0N38yr1
138,永遠にWFHで良い環境🥰😍 https://t.co/MaT9unTjGQ
139,"Hi Tuesday! WFO : Work From Office. 😄

#thepandamicdays #wfh #wfo #StaySafeStayHealthy😷 https://t.co/9EQL41QydE"
140,Installed the Kasa WiFi plugs for both wfh laptop and WiFi router.  Cool to be able to switched the pluga off via phone via mobile and WiFi.. Save a little bit of electricity when not using given the rise in electricity prices.
141,"Belum siap sih kemana2 lagi, duh pengen WFH sampai at least spring tahun depan bisa gak sih. Gak siap menghirup udara winter yang bikin bersin tiap pagi😟 https://t.co/mNvlSmp4tp"
142,wfh till next year ☹️
143,"今日の現場作業も無事終了
さてご飯を食べてWFH
何食べようかな😊 https://t.co/de9gvXZJ94"
144,"not you texting me ""strategies"" we should ""work on"" 15 minutes before work ends... i respect my 9-6 wfh culture!!! BYE!!!!! 🏃‍♂️🏃‍♂️"
145,@malikmajidjp @iffiViews @khush_rhooo Wfh
146,"#今日のランチ 
WFHでおうちステーキ定食😊
#食事記録 https://t.co/5CMFQiVdkb"
147,This week has been a rollercoaster wfh was reinstated lifted then reinstated then lifted all in the span of 3 days
148,Wtf i just had a brain fart “Wfh home”
149,@FaThoHaaYaa eh lupa wfh hahahah
150,"本日の麺's倶楽部は、WFH中に坦々麺禁断症状が出たのでぼっち昼飯@RedhillMarketFCでござーる。
やっぱり芝麻醤と酸味のバランスがめっちゃ良いね😋。少し遠くなったけど、車で5-6分の許容範囲で良かった～🤗
#麺s倶楽部 #ローカル麺
#ホーカー #四川担担拉面 #四川担々麺
#RedhillMarketFC https://t.co/e063WxlH9Q"
151,"今日の現場作業も終了
さて午後はWFH https://t.co/mYI7nzfXvB"
152,@VotVf 私は夕方WFHでビール飲んだら寝ちゃってこんな時間でSGの同僚から仕事のメール来てて今クラッカー食べながらやったました🤣（ただビール飲んで寝たやつ笑）
153,Not me secretly glad that I get to WFH with extended stabilisation phase till end Nov
154,"☑️ Whole day drizzling
☑️ Half day ongoing online meeting
☑️ A cup of hot blue pea tea
☑️ Sitting at the balcony
#WFH #selflove https://t.co/K4yDx4qLkX"
155,"#今日のおやつ
 WFHに戻る帰り道
体重増えてるけど買っちゃった😅

1個1.50ドルの　#MrBean
しかも5個買うと1個おまけで6個😅
 
#食事記録 https://t.co/AS8hiiiTPO"
156,"WFHで運動してなかったので眠っていたこいつを思い出してドアに吊るしてみた。

#TRXtraing  

ただ吊るしただけでは変わらない😅
小1時間くらい毎に運動してみようっと。 https://t.co/hXgjh6Zn88"
157,"the chances of going back for a short vacation - wfh/leave is positively high 🤞🏻🤞🏻🤞🏻, hoping and praying 🙏🏻"
158,"今日の現場作業もなんとか予定通り終了です。

さてご飯食べてWFH。 https://t.co/Z93vN2RU1W"
159,"Get ErgoTune Supreme Chair, Apple Watch SE, or S$350 Cash with Citibank Credit Card - New Customers (18-24 October 2021)   https://t.co/ECbgbxmzNy  #singapore #sg #sgnews #sgdeals #deals #ergotune #wfh #office"
160,First day of transitioning from working in stores to hybrid WFH/office. Shocking to see the ‘new normal’ rush hour at HDB coffee shops… &gt;20 persons in the cai png line! Is this the great Kopitiam boom? https://t.co/fbn0pFelu7
161,@yasuisg @fue1fue2fue3 WFHでもswitchしてちゃダメですからね😅
162,Getting ready #routine #beforethewalk #briskwalk #wfh #staysafe #stayhealthy @iampimster @ Marina Bay Singapore https://t.co/n5kdjHq2rP
163,lg2 klau urus semua sorg + wfh. perit ya https://t.co/3oVLZOzIqo
164,"今日の現場作業も終了
さてどこかでランチしてWFH😅 https://t.co/xlBUZpTSAr"
165,What happened to WFH? Why are buses and trains so crowded😩
166,"今日の現場作業も終了
さてご飯を食べてWFH。 https://t.co/9Chf4ahs8N"
167,"Beautiful view to start the work week! Still WFH. Let’s get movin! Stay safe all. @ Jurong West, Singapore https://t.co/5HMuK1rlpr"
168,Smlm keluar jadual baru. Terkejut beruk 3 org takde wfh. Semua straight naik. Yg 3 lagi selamat ada wfh. Sampai 2-3 hari pulak tu.
169,"8 months pregnant. WFH, dabao/cook foods at home. 

My OB advice get vaccine after I delivered. Clinic located at Orchard #Singapore. If I will not allowed to enter now then how.

Should people get time to get vaccinated first before implementing this right away. @straits_times😞 https://t.co/xLqB0r54Nd"
170,"Sunsets are proof that no matter what happens, every day can end beautifully #wfh #sunsets #endoftheday #briskwalking #stayingfit #staysafe #reflextions @ Marina Bay Sands https://t.co/LZuxQRZElC"
171,"#今日のランチ
 鮭定食
#食事記録 
#WFH https://t.co/Cy22nkY0W1"
172,今日も午前中の作業を終えて受付にファイルを置いてこれからWFH https://t.co/Go9R4ohpdt
173,Cramping like a bitch and i’m thanking all stars for it’s wfh week 🥲
174,@undRAMAtized I'd just day that lol wfh is tough they'll understand
175,This tweet is now unironically relevant to me because i am on WFH and my work week ends on wednesday https://t.co/giq23DHCnz
176,"#今日のランチ 
日清北海道味噌ラーメン
KFC
十六穀米
#食事記録
#WFH 

何故かドンキよりFaiPriceのが安い時もある日清のカップ麺　1.8ドルくらいだった😅 https://t.co/97nav73IXi"
177,"@rbf_auntie Before wfh, everyday cuz I use hair products. Now is every other day because hair oily."
178,"#今日の朝食
ビーフン3.42ドル
 会社に朝ファイルだけ置いてこれからWFH

感染防止できっちり外作業組と内勤組を改めてわけました。

#食事記録 https://t.co/qFKwFcsO9l"
179,"They smart , wfh means use our own laptop/desktop, chargers aka resources , ofc la want increase electric price. Our pay stays the same😉 https://t.co/KC5hgfDGk9"
180,"午前中で作業終了。
この後はWFH。 https://t.co/WZuZvf1jZQ"
181,"Good Saturday Morning‼️
引越し後5日目の朝にして、初めての週末。何とかこの2日間で、ある程度正常な生活に戻さねば😅……
MRTサウンドも良かったけど、やっぱり緑は心癒されて良いな～☺️
さあ、今日も一日セッティング頑張ろう‼️💪
#WFH #ベランダコーヒーブレイク
#緑分補給 #バルコニーからの風景 https://t.co/WNfj4DuEbJ"
182,@rusticmacaroni Perpetually baffled how the most WFH vocations dont get WFH while the ones that look like they shouldnt WFH are WFH-ing… another Above All moment 😎
183,"#今日の朝食
 ぺぺたまと味噌汁
日本人でしかありえない組み合わせ😅
#食事記録 
#WFH https://t.co/L8kqjuiiNI"
184,WFH だけど笑うぞ😅 https://t.co/je04Cbsn2E
185,"WFH mental health coping strategies: Wake up early. Just do it. Morning showers daily. No exceptions. Finish work on time / log out on time regardless, work is never truly finished anyways. Chuck the phone aside after office hours. Disengage and unwind. It's all about routines."
186,Smh they really gave me a laptop/ monitor to wfh
187,@grubbypea @yokey017 wfh everyday work till 10pm nice meh.... At least back then in office not so bad lor....
188,@grubbypea I wanna go back office leh... Wfh work like shit grrr...
189,"But , for sure , I can’t WFH . rabakk kek!"
190,“The secret of getting ahead is getting started” Mark Twain #exploring #tiongbahru #briskwalk #2todine #staysafe #wfh #mask #socialdistancing #wecandoit #sgtogether #staystrong @ Tiong Bahru Singapore https://t.co/1K0yvNntW7
191,"Chillax guys, why wine? Still can dine in 2 pax which is better than nothing whattttt. Somemore some of you still get to wfh hais"
192,WFH default till end October… stay safe y’all ✊ https://t.co/7UqUXMuOtH
193,#quickie #catchup #belatedbirthday @jeepthrillssg @tiongbahruhawkercentre #wfh #quickquick #lunch #sendmyregards @soharley #fishsoup #charsiewrice #batang @ Tiong Bahru Hawker Centre https://t.co/iUGnmjqHOD
194,“Walking is man’s best medicine” Hippocrates #wfh #earlybird #staysafe #stayhealthy #briskwalking #notsohruiyong #notunder7mins #hippocrates #walking #earlymorning @ Alexandra Park Connector https://t.co/RYipEc66c7
195,Time to upgrade my WFH experience #secretlab https://t.co/uMS5KiMivE
196,Wanna eat but don’t know what to order anymore. WFH cons!
197,@outhinkerz91 Wfh laa. Hahahha
198,"So much talk on the WFH or Hybrids model to cope with the pandemic. One of the children is WFH, only a couple of days in a month go back to the office. But she has an iPhone, notebook, and a big desktop screen plus her room. Better facilities than her workplace."
199,"多いなあ
うちの会社のビルでも感染者出たけど、オフィスは引き続き開いてる。
Mandatory WFHにまたすればいいのに。。 https://t.co/bJnrbgRGpF"
200,I don't want to go to work. And it honestly feels stupid if I'm clearing leave and still be wfh. I don't have a coverer and my boss don't believe in hiring another head. But worst of all my team aren't allowed to be wfh either.💆🏻‍♂️
201,"Finally, it is here! Direct from Japan. 

Got myself a momento for this year's #Olympics, a season worth remembering. The matches that I have chased over lunches &amp; dinners &amp; while WFH. The inspiration &amp; motivation that I have received. 🏓🏸🎯🏊‍♀️🥅🏅

#Tokyo2020  #かっちゃん https://t.co/q7S8S7bOqy"
202,"So while checking on my benefits I found out the flexi benefits supports wfh equipments...

Hello ergotune???"
203,"Day 2/14

Quaran-studio v4 (but gonna spend most of my time on Teams and Zoom anyway😅) ... send beats and imma get creative
.
.
.
#producer #songwriter #recording #mixing #mastering #wfh #marriottbonvoy #musicindustry https://t.co/gIVJ8QCX2G"
204,"本日のWFH musicはこちら
DJ spinbad/80s mega mix 
RIP spinbad

#シンガポール
#北海道孤高のTwitter会
#シンガポール https://t.co/q0Y9B39Tgx"
205,"Just WFH as default? If people can work from home, it means going to the office is not essential. Why is WFO being pushed like no one's business? Bunch of monkeys x buffoons"
206,Me waiting for wfh as default mode. https://t.co/WPIyZYjw3X
207,"“This means that everyone in the company who can WFH will be required to do so”

But then…

“We have already provided that guideline that 50 per cent of staff who can work from home can now go back to the office. That remains, we're not changing the guideline” https://t.co/idIDrQR50h https://t.co/VXydnPaEll"
208,very mean to be profiting from the nation’s continued ailment but at least it seems rs*f will continue WFH… blessed
209,Lets go CB round 2 la!! I miss empty roads on peak hour. There's alot stupid idiot dont know how to drive. U guys WFH and burn ur car coe la more better.
210,SME plays an important role in combating the Covid-19 virus in society. Try your best to allow employees WFH.
211,Now then zhng WFH set up isit too late ah? Don't think I'll be going back opis anytime soon anyway... 🤔 https://t.co/zf8azhymfN
212,Me constantly browsing WFH/home office furniture until I realize I have no space to put them in my tiny place in Singapore. 😅 https://t.co/WofSIiodcG
213,"@Awan_Anoraga Hahaha.
Mas ken, WFH kah skrg?"
214,@IdaNurdiyana Lahh.. ingtkan dalam meeting room. Kalau wfh xde hal uols. Orang paham. Hahha
215,"suddenly many unlinked cases unexplained. 

10Aug dine in
19Aug WFH 50%
21Aug NDP
23Aug surge in cases

🤔🤔🤔 https://t.co/h1Itpu1AWe"
216,"🤪😵‍💫😔🥱😴😵
#wfh #almosttheend #shuteyerequired https://t.co/cvjnIHyMjs"
217,"This is what you will saw quite many people wearing surgical mask in #Micron #Singapore #NorthCoast as illustrated in info graphic. @sporeMOH  @NEAsg @MOM_sg I would say 50%. That's why more and more complacent and #COVIDIOTS after reopening 8/19, those WFH back office https://t.co/oSjU7PesJ4"
218,WFHがメインにならないワケだ。。 https://t.co/o2dO2CY8Oh
219,"TBH, this was the most premium pair of earphones I have ever bought.

#livelifelove #Sennheisser #SennheiserMOMENTUM #earphones #gadgets #review #productreview #lifestyle #tech #techreview #onlinemeeting #ergonomics #music #wfh #stayhome #singapore #sg

https://t.co/tKWVcWADUV"
220,It’s nice to be back….. to WFH 💻🏡🛏
221,i manage to settle down two job for today as for my first day back to wfh. perform tak perform? hahahaha first day je gini🤣
