,Text
38,"@RISirius @realCarrickRyan It’s all about trade offs - if zero deaths were possible by simply pressing a button, you’d press it. But that’s not it. 

I think we are at the stage where further interventions, and many that exist, are not justified by the outcomes(cases and yes deaths) they will deliver"
39,"If Xi is planning to maintain Covid zero through to the CCP congress in October, tying his re-election to that outcome, that’s a mighty incentive for some fun and games."
40,"@SquizzSTK I’m not sure about Ramsey Street but Summer Bay is doing a awesome job with its covid zero policy.
I nominate Ray Meagher as our replacement federal health minister.
He should give those flaming galahs a shake up!"
41,@discoball2000 Covid zero is qanon for drips.
42,"Winter Olympics 2022: Stars complain about food, isolation, Covid rules in Beijing https://t.co/LqPZAzS2iL via @newscomauHQ Welcome to communist china. Starve the athletes (except chinese) so we have a better advantage. Why are athletes there anyway? heard of ground zero covid?"
43,"@mini_niner @OccupyMyGov My great hope is a ‘holy-grail’ vaccine that offers longer lasting T-Cell immunity and protection against infection. If we can get to herd-immunity with new vaccine technology + get international quarantine right, we could be covid-zero again! Might be wishful thinking but🤷‍♂️❤️✌️"
44,"@Pherdpherphle @OccupyMyGov It’s kinda surreal isn’t it? No movies, no restaurants, no family visits, no holidays, no footy. I’m kicking myself I didn’t go to the dentist while we were covid-zero. Still wondering what I’ll do when the 12-month Telehealth eligibility expires and I have to see my Dr in person"
45,"Pleased to say Queensland is, like Captain Planet, smashing Covid back towards zero. https://t.co/133rI8GrUV"
46,"@Swollendanube @HenrySherrell Or strong economic growth, closed borders, COVID 19, &amp; zero wage growth leads to shortage of workers"
47,"@PendletonHuckl1 @StevePriceMedia @AusTodayListnr I value my heart function and immune system too much to risk an mRNA jab.

Also, at my age and health status, my risk of severe illness from covid is essentially zero, so there is no need for the vaccine."
48,"@DavieesM @greco_sarina @tanya_plibersek @AustralianLabor @rajah_mich n of 1 right there.

It isn’t just about dying, but symptomatic infections, long COVID as well. With the omicron wave 2 doses of AZ had zero effects on preventing symptomatic infections.

Also not a vaccine you can booster repeatly with due to anti-vector immunity."
49,@StFranc30077093 @LostGlasgow @richardosman There was a technical reason for that after there was a terrible fire in which people died. Zero was the operator number. If too many people rang 0 you couldn't get through so they went for the next number on the dial. I'll find a link. 1/2
50,We don’t have a covid zero policy anymore? Wtf is she on about https://t.co/rLN18uFKkc
51,The zero COVID team horse-shoeing into anti-vaxxers. https://t.co/lGMtIxwHbn
52,"@ranjitrao1 @ColinKinner @DrShaneRRR @drkerrynphelps @PMGPSC @DrCatherineBall @CrabbBrendan @DrZoeHyde @MackayIM @drgregkelly @1CeliaGreen @YouAreLobbyLud @normanswan Oh dear. Have to mute this thread now. 🤦🏻‍♀️ 

QLD kids have been enjoying zero covid full time schooling until now. 

A couple of weeks to vaccinate and fix up schools would cost QLD kids very little, keep more kids healthier and allow vulnerable kids to attend school."
53,"@RadioNational So, Science Friction is now a political program. Big bad totalitarian communist government maintaining covid zero and actually looking after their population. As opposed to wonderful enlightened liberal governments ""living with covid"" (and killing their population)"
54,"@Valakay @mmbrenn Here’s why ppl are critical of drip accounts;

Putting a drip in your name is more a virtual signal then it is ‘activism’. In fact it’s not activism at all. It’s a privileged persons understanding of activism - we see this in covid as well and the push for covid zero."
55,"@TheoryOfBall @rtorres255 @thestephaniewat @kept_simple He's making dangerous shit up, like suggesting that 21 year olds should not get vaccinated against Covid because Rogan insisted that the risk of myocarditis was too high. He compared it with zero risk, but did not understand that your risk of myocarditis is much higher with Covid"
56,"@jvedmond @Stass1 @profesterman Honestly I think the political side has now taken over and all premiers now that doing lockdowns now doesn’t have public support. It’s a combination of failures, gov not doing enough and a want to achieve the attainable- covid zero."
57,@peoplercrazy_ @vanessa_young56 @comptonkl I also had a covid test a few days later after being a close contact. Negative. And there was almost zero covid in my state at the time. My GP believes my symptoms came from the vaccine and said he'd seen many similar cases. Why you are so keen to deny existence of vax injuries?
58,@NordicNomadEsq One advantage of having had Covid recently (for those that got it) would be that in the next 3-6 months there’s virtually zero risk of getting another one. So one can travel to one’s heart’s content.
59,@wsl @kellyslater @billabong1973 Zero covid protocol
60,"@SkyNewsAust No idea if that is true, but Mark is intent on zero covid despite most of the planet giving up on that strategy. He's a typical progressive, doesn't listen to anyone. His way is the right way there's no point trying to convince him otherwise, the PM knows this.🤔"
61,"@ranjitrao1 Have ""risks"" really been considered for healthy kids and teens at all? Covid poses almost zero harm to them yet we are seeing growing evidence of vaccine harm and risks outweighing benefits. Now boosting older teens? Based on what risk benefit analysis?"
62,"There is zero trust in Australia.. I couldn't even get my vaccine because they don't believe me that I haven't already had it, and now I've got covid because of it and trying to isolate myself from my immunocompromised wife in our tiny apartment. https://t.co/9vu4XsD96U"
63,"@ErnestPacker @ApostleTamaki Successive governments around the world have been responsible for the deaths of innocent people. Some of my ancestors came to Aotearoa to escape the persecution they were experiencing in Ireland &amp; Scotland.
My family &amp; I are all vaccinated with zero issues arising out of it."
64,"@bobepidemiology @peter_2611 @Fiona_M_Russell I’m genuinely baffled why OzSAGE and the other COVID zero advocates seem to be dismissive of vaccines in favour of masks and ventilation.

Not to say that the latter won’t do anything but surely the vaccine and boosters are at least an order of magnitude more effective?"
65,"@NjbBari3 Zero covid didn't work for us, I'm afraid. Everyone I know caught it. Literally. They all got over it. Our bodies will adapt. We are resilient."
66,"@m_herbert Disagree. Gvmt policy wrong from the start. Zero covid based on no known science. You can’t stop an airborne virus. 
Similarly, masks known for decades not to prevent transmission of an airborne virus. Like trying to stop a mosquito with a deer fence.
As for herd immunity…"
67,"@Culbert_Report Geez I hate this partisan crap. You cannot see past your hate for Dan Andrews to have a sensible argument either way. FMD, the whole country was following a covid zero strategy"
68,"Blinken will discuss climate crisis, COVID-19 with Pacific island leaders -&gt; https://t.co/wD5UsKxtdV

Zero COVID ended for Kiribati by double-injected, triple-tested returnees who were in quarantine -&gt; https://t.co/DDECd0pNnY

https://t.co/FtUWK2vMfm"
69,@Real_HotRod @MyFirstNameIsM1 @WangChung111 Unvaxed mother in law 86 with COPD. Tested Covid positive to covid while in hospital after a fall. She been on FLCCC prophylactic protocol for 2 weeks. They sent her home with zero meds and a pulse ox. We started her on the FLCCC early treatment protocol. She was fine in 3 days.
70,@LocantroTony Open Up! Is it the Mining companies trying to stay open by keeping covid zero policy?
71,Their own party hates this Govt. Come on Australia. They should be polling zero. https://t.co/AkXMQCCkjg
72,"@IpscVictoria @viewspotnz She doesn't get Hayfever. In the last week her mother who is also feeling sick has traveled to Wellington &amp; Chch for work. 
With there being zero Covid in this city I wouldn't want to carry on like it's nothing and spread it all over the city."
73,"@michaelmina_lab @CDCgov Purpose? NZ used it during its zero Covid strategy, and it tested once a week, and therefore detected the Delta outbreak way too late. Should have done daily. What is your weekly testing going to accomplish?"
74,"@drbecs @drkerrynphelps You can’t travel if you’re in WA, that is if you’d like to get back in. An elderly—and vaccinated—couple couldn’t get in to view their own dead sons body. So you’re cheering for this kind of behaviour?? And Kerryn seems an advocate for Covid zero. Do you think that’s possible?"
75,"@SusanGilmore59 @freethought202 This is not 2020 where you think zero covid is an option even with a vaccine. SARS Covid to 10 years to eliminate.  All about reducing serious infection, like a flu shot. Just your starting base of covid is a lot worse than the standard flu which never hospitalised 30-50yolds."
76,"@dbs8821scr @Hugo_Cookster @OL Le stade vide, notamment a cause du Covid, reste une des raisons majeures"
77,@DrZoeHyde Why have you chosen not to have COVID zero now? Or was it never a choice and just the blind luck of geography? https://t.co/jg9XuQBRfa
78,@MarkMcGowanMP covid zero working well 🤣🤡
79,"It's always funny when people claim that zero covid policies allow everyone to live normally 
https://t.co/jlTm2gt2b8"
80,Well Sophie Elsworth’s obsession with lockdowns &amp; covid zero is bordering on comedy 😏 https://t.co/aqMeN76Rlc
81,@ajruddy71 @PerpetualWinger @drkerrynphelps You could say the same for some of the COVID zero advocates and other alarmists too.
82,"@Red_Roscoe I'd be too hurt by all the negative Twitter comments of my performance by the ""zero COVID"" legion! I'd have to go off-grid and lose touch with Bayern FT. So no dice."
83,"@RuncibleH Zero improvement. We are fast becoming nastier, less tolerant, more bigoted and more right wing. 
We must rid Australia of this style of leadership. Leadership which sees our old and frail dying and doesn’t think it’s a shameful tragedy.
#Covid_19 #auspol #itistime #byeLNP"
84,"I still don’t understand why any athletes went to a communist country currently employing Covid zero policies. This was always going to happen. 

Doesn’t make it right. It’s abhorrent. https://t.co/UkPGq7KbIe"
85,"@loz31063748 @NSWHealth The Gov didn’t infect people a virus called Covid did. Guess what. Every country in the world has experienced it. Omicron spreads. Masks don’t matter, a QR code, yeah that’ll stop it. But The Branch Covidians, “zero covid” bla, bla, blah. You fnckers spread fear, that’s worse,"
86,"@business When we achieve zero flu, then we attempt to do it with Covid."
87,"@7NewsMelbourne Seniors dying in aged care. NDIS, NBN, Covid rollout a big fail. Rorts with public money. Zero leadership from PM. And all Morrison can do is play photo-ops for the MSM. This is not journalism. When is Morrison going to do the job he’s paid to do? This is rubbish…"
88,"@abcnews 'Demand-

What do we want?

A floating smorgasbord and bar with a non zero chance of a norovirus outbreak or maybe covid if we are lucky.

When do we want it?

Now.

Honesly these old folks.
Vietnam moratoriums one day.
Fairstar the Funship the next."
89,"@_____Nightshift it's been in our waste water systems in AUS before they even detected it in patients apparently, all through last year and year before zero covid cases but it was in the waste water😂😂😂"
90,@MattWalton2021 Lol Matt - if u still think Covid zero is a thing plz kindly let yourself out of this convo
91,"@taipan168 I agree do it now, Should be open to anyone fully vaccinated. Covid zero is dead and we need to move on."
92,@Reasonableques3 @PerpetualWinger Try tolerable to the fear frozen covid zero disciples.
93,"@jvedmond @rpcounat @drPLeach Thanks for the misrepresentation. I look am responsible for the care of kids w Covid in hospital and prior to governance failures, Omicron &amp; vaccination, was 💯 Covid Zero"
94,"Why it’s time to remove vaccine mandates

🌸The chance of young healthy people becoming seriously ill from covid is practically ZERO
🌸There are ZERO legitimate excuses to push experimental mRNA on ppl who are not at risk in the 1st place #SayNo
#DanMustGo https://t.co/wqAzt6doF2"
95,Ultimately it didn't end up too bad because the stink didn't spread to other vaccines and zero covid Strat bought us enough time. But something to think about in terms of communication by media r.e. vaccines.
96,"That’s Jesse Lingard never playing for Man Utd again barring a covid outbreak you’d imagine. Should have took a permanent move with release clause, zero sympathy."
97,@VicAusMidwife And let’s not forget each person who tested +ve can head off back to school STILL POSITIVE because they don’t need to take an exit test. Just a “be a good sport and don’t go with symptoms” rule that I have zero faith in parents complying with.
98,@robkellytweets @VicGovDH Well they’ve never truly been accurate excluding maybe our long Covid zero steak. Emphasis has already been taken off the numbers anyway but good to at least see them.
99,"@rpcounat @drPLeach In paeds it is not an option w little kids. Parents in hospital are generally v good.
Maybe it is a hangover from Covidzero esp in what were low prevalence areas"
100,@infinitusestnum @EnemyInAState I feel for NZ right now. It’s very hard adjusting to the new reality of “living with the virus” when previously there’s been a covid-zero policy. Takes a bit. Hi from Melbourne!
101,"@mr_ian We used to have a zero Covid policy here, but our Conservative Prime Minister kept pushing for that to be relaxed so when the virus crossed the border from the neighbouring state (run by conservatives who ""let it rip"") my state gave up."
102,"@PaulMeekPerth I'm not sure the virus gives two shits about""closed loops"" and anal swabs!!

COVID zero with Omicron and a vaccine which is as effective as water??

Hmmmmm.... The world (some of it) will be watching the virus more than the skiing‼️"
103,@RightsRobins The amazing thing is that you’ve got zero COVID Aussies openly touting for the CCP approach when China has clearly made Australia persona non grata. It’s as if nothing else matters except for the Holy Grail of Zero.
104,@DallasRogers101 Get a cat. Mine sits by the door to the terrace. Zero huntsmen since I got the covid rescue kitty
105,"@gyh0_0 @alex_nz_1 @ef_divzzy No testing...zero covid.
Who looks like a hero?"
106,"Road tripping around: Paerata - sunshine, playground, cafe. Beautiful...

Oh wait zero mask wearing.

#wearedoomed
#Covid_19"
107,@sam_brown7 @cleckylad We're not crippled - what bollox.  You know what would have caused a tonne of deaths if we had let SARS-COV2 run rampant.  Also if you're from AoNZ then you'd know when we moved to the traffic light system in October of last year away from zero COVID.
108,@LillianTahuri @nzherald That’s a harsh take. MIQ is a necessary evil affecting tens of thousands of people trying to get home to dozens of countries. It’s not a uniquely NZ issue. I’m aware of 52 people having died from covid in NZ. I’m aware of zero people having died from being unable to get home.
109,"@RichardHills_ None of this is unique to NZ. There are folks trying to get home to dozens of countries, from dozens of countries, who are unable to do so. It’s a necessary evil of a global pandemic. To date I’m aware of 52 covid deaths in NZ and zero deaths because someone couldn’t get home."
110,Didn't hear much from the Zero COVID crowd about how amazing Japan is handling everything. Wonder why....
111,"@anchovy_mrs @Strange_G Oxford University Covid risk calculator CONFIRMS effectively zero risk of kid dying of covid.  There is ZERO risk vs benefit anaylsis for jabbing kids.  The latest medical research shows no one but jabbed ""benefits""

Only a fool / zombie would comply with this nonsense"
112,@danwootton @MailOnline I’m quite happy for you to remain in your uniquely septic isle forever. We have no use here for journalists who can’t tell the truth. Ignoring the fact that Ardern has explicitly renounced the zero-COVID policy was not a good start.
113,@johnmohagan @BenProvide No you used a small pox vaccine cartoon to support your position and I was simply pointing out that it was contradictory as the COVID vaccine has ZERO similarity. You were grasping at straws.
114,@ClintVSmith She’s not zero covid
115,@danwootton @MailOnline I’m vaccinated and I can do whatever I like. We’re not following a covid-zero plan. We’re prepared for tens of thousands of cases. And health decisions are made by health experts. Ardern just announces them. You have no idea what you’re talking about.
116,"@RobbieKiwiMac @robcalhoun Utter bollocks. 1. health decisions are informed by health experts. Ardern just announces those decisions. 2. we’re not following a “covid-zero” plan; we’re expecting tens of thousands of cases and we’re prepared. 3. if you’re vaccinated, life hasn’t changed."
117,"@RWTaylors Piers doesn't know his arse from his oxter. We stopped zero COVID in October and switched to a traffic light sys.  Red legit just means changes in number of people at gatherings - 100 if you check Vax passes, 25 if you don't, and unvaxxed peeps can't use close contact businesses."
118,"@hutcho66 @Birdyword @LaurenBeldi It would appear so.

Zero Covid is not a feasible option  for anyone. https://t.co/pyF56wYPoT"
119,"@pdt_10 @DrEliDavid So why do we need to take them if they help no one but the jabbed? Least of all kids who have effectively zero risk of dying from covid.  Or passing it on to adults.

Your ""vax"" (gene therapy) either works or it doesn't. https://t.co/s8bu1SN3aj"
120,"@wharfietimee @camcc87 Sorry mate 😉

Think of it as inspiration.

Keep spreading the word of eastern states real living in WA and de-mystify for the covid/death zero aspirants. 

Time to dilute this eastern states is lockdown bullshit being spread by @MarkMcGowanMP and his merry men &amp; women of morons"
121,"@SAHealth So are the deaths, stated here as zero, the actual deaths? Or is that the fudgey deaths figure to start the week off looking good, so BS Marshall can say we are over the peak at the Monday presser and then at 6pm revise the deaths to 5 in the last 24 hours who had Covid and died?"
122,Zero. zip. Nada. Nil. I test people for covid. https://t.co/eTnbxd9mJv
123,@VeraAtkinsF NZ does not have a zero covid policy. We have Covid in the country and accept the inevitability of Omicron entering the community. The elimination strategy is designed to slow and prevent spread as much as possible to protect the heath service.
124,@tyrakiraone @ranjitrao1 Also suggesting that a short period of remote learning to get the prep right would be catastrophic for children is as alarmist as the suggestion we did have zero Covid transmission.
125,"图一是2020年半马，图二是2022年补赛的2021年半马。。。

很违和是不是，2020年因为实现了covid zero，与常年没什么区别，反而2022年了要live with covid的时候全副武装的穿戴起来了。1/n https://t.co/Ofu7SZCFqq"
126,@edward_baran @darcy27270 @sophieelsworth 156 people have died in Australia from CoViD in the past 48 hours. Zero recorded deaths from either the flu or common cold in that time. Just sayin'
127,"@jusiehatehoax @LeeroyLives @sophieelsworth @andrewbogut @australian Influenza deaths in Australia in 2020? 36. Influenza deaths in 2021? Zero. Meanwhile, the CoViD bodies are piling up in the Eastern states, all thanks to #Domicron Perrottet https://t.co/3EAVdNkIlp"
128,"@axelated I concur 100%

(I also wish I could still be pro covid zero too!)"
129,@JJonesmaths @normanswan What makes you think covid zero is  long term strategy that's feasible?
130,"WA, Hong Kong and China. The only places in world going for covid zero.

China will be off that list once Winter Olympics if they choose to report properly.

Very disappointed in @MarkMcGowanMP - ruling by fear. So many incorrect assertions made tonight. 

#covid19wa #covid19aus"
131,Tasmanians have swung strongly to the ALP. Quite a different picture to the previous poll. Letting Covid into a zero Covid state not a good move. https://t.co/c97gl24aoC
132,"@Sapphire__Steel I believe Israel already went through this point, and their expert panel concluded lockdowns wouldn't stop Omicron? China appear to be struggling with their zero-covid policy too. If there WERE a full lockdown, I suspect compliance would be a bigger issue? 🤔"
133,"@RealSexyCyborg @szdaily1 Omicron is no joke, once it's in, it's everywhere. After two years of controlling covid close to zero in Australia all hope of that is gone for us now because we didn't have enough tests available at the time. https://t.co/ePaKZG2O4h"
134,"@JakeOcean21 @jakeshieldsajj Yes they do, just like all the COVID cases pre-vax. The point is that hasn't changed. The vax has shown zero benefit or improvement. Actually COVID cases and deaths have dramatically risen post vaccination."
135,"@CryptoTitanGo It's Australian deaths but still likely. This has been the same the entire pre and post COVID pandemic. The vax has shown zero benefit. The deaths haven't changed or""improved"" post vax. Actually here in Australia the cases and deaths have dramatically increased post vax."
136,"@Kate_Taz @DanSuan2 The reason ""life raft"" is an apt analogy is that it keeps you alive but doesn't rescue you. Other interventions are needed (passing ship, tropical island, etc.) to get through it. In NSW we have zero other supports... zero... we are the worst covid jurisdiction on the planet. 💔"
137,@DaveKWilliams In fairness the majority of our coaching staff were missing for the Man City game and we played on ha! We also got embarrassed by Brentford in the first game of the season where Covid didn’t help and we got zero sympathy.
138,"https://t.co/MOhZ4u347m Yeah, the zero COVID-19 policy is the stupidest idea."
139,@sassisam @MartySilkHack Seems to prove yet again that vax urgency only comes when zero Covid goes.
140,"@KKeneally Are we a 3rd world country as seems to be the direction the LNP is heading. Going back to Ruby Princess what truth is there Hawke in-laws were aboard hence no border force or health officials. What about Morrison expediting 2 flights from Wuhan, ground zero of Covid-19.We're told"
141,"@jacob_633 With cases this high a return pcr test isn't relevant.

In fact unless you want covid zero they're not relevant"
142,"@taylor_vandoren Places with Zero Covid strategies have avoided mass exposure. We'd have far higher cases and deaths here in NZ if mass exposure had happened. Things are likely to change when border quarantine restrictions lift though, after 5-11 vaccinations roll out."
143,@SERG1O_D Selective use of Covid zero thinking from the Government.
144,"Oh look another covid post - but do you know what there is a lack of - Managing covid while you have it. You would have thought that with so many people getting it, there would be plenty. 

Most reliable info is on prevention, which I understand, but near zero good info. #covid19"
145,"Beijing is doubling down on its ""zero-tolerance"" COVID-19 policy.
In Melbourne it's the reverse. This time @vicgovAu has left the decision with @Melbourne to lock itself down. 🤔

https://t.co/Nr4Uvr6PJf

#Covid19VicData #ausecon #ScottytheFailure #IStandWithDan #danandrews https://t.co/IZjYvm1HNX"
146,"With the success of the Games and China's national dignity at stake, Beijing is doubling down on its ""zero-tolerance"" COVID-19 policy.

In Melbourne it's the reverse. This time @vicgovAu has left the decision with @Melbourne to lock itself down. 🤔

#Covid19VicData #IStandWithDan https://t.co/qUM0n3c6RM"
147,Cases in Australia are rising sharply. Australia has spent and used most of it's resources to covid zero strategies like contact tracing and others. It is not prepared for a rise in autoimmune post viral syndromes or rise in comorbities due to covid-19. https://t.co/FpO5iG0LZc
148,"@AdamJFitzgerald @senzu_bean And I do get 'less students, less covid' but what difference will 2 weeks make, so my worry is they will extend it indefinitely. 
I have zero trust in the government. What do they care they are messing with young people's lives here"
149,"One of the best covid related quotes lately:

“Covid zero”, a concept that was hopelessly naive at best and a dangerous political fallacy at worst.”"
150,"I travel over 150km nearly every day to visit 2 Mid 60s crippled friends in a Nursing Home, they've been suffering Lockdown after Lockdown due to a Close Contact worker or 1-3 Covid-19 cases. This is cruel with zero info about sit-rep
#auspol
#nswpol
#COVID19nsw
#ScottytheFailure https://t.co/sWnLJZGaIJ"
151,"When Lono gets Covid.

Day 1. Can't believe Dom let it rip.

Day 2. It's just a cold

Day 3. Why didn't we lock down to zero.

Day 4. It's just a flu

Day 5. Can't believe Dan let it rip.

Day 6. Can't wait for iso to end.

Day 7. Back to bugging @fictillius"
152,@DeanRosario @AnthChristo @DrKGregorevic Yes. One of our customers has two shops. Both closed. Caught #covid at a wedding. Plus one in the family has respitory issues. To sick to open initially. Now waiting for the surge to dissipate. Worse than lockdown as zero financial support.
153,"From COVID-Zero to COVID-Everywhere; or, how I learned to love the bomb~~

🙄🙄
 https://t.co/D4XgkbKOym https://t.co/D4XgkbKOym"
154,"But you know, let's just let covid run. 

There is zero good info out there. I didn't call an ambulance because I was worried of taking a spot but I also couldn't get through to Nurse-on-call. If better information was out there and support, you'd have more ambulances #COVID19Vic https://t.co/fulcZ5CAys"
155,"As if Zero covid still exists?
Not the 'zero treatment policy' masking ppl all day fear &amp; shorting out health sys?

There are two ⚕️ $2 Million prizes offered for any medical specialist to offer

1) isolated purified sample of SARScov2 (not computer model)
2) public debate w/docs https://t.co/YVNIkwQtD1"
156,@latingle Can we have an explanation of why the Morrison Government made several moves to undermine the Dan Andrews Covid Zero plan rather than promote a unified fight against the virus &amp; enjoy the success of China? @TimWilsonMP @ScottMorrisonMP @JoshFrydenberg https://t.co/jgmdE3tDll
157,#KerryXhant talking of #underlying #HealthConditions re #CovidDeaths this still IS a Covid Death and to me forms as Zero Excuse for one dying #NSWCovidUpdate
158,"@k_mahlburg @TroyPSimpson Wow, so what you gonna say is small biz is booming now? They don’t even have enough staff to keep them running so heaps r closed again, and cuz there’s no lockdown so they get zero financial assistance. Must be so blessed to run a small biz while living with COVID"
159,#auspol #abc730 @ItaButtrose #auspoll #AustraliaHasFallen #Aussies #Scomo #AusPol2022 @latingle  How foreseeable were the Covid deaths by not Locking down &amp; not following China’s successful Covid Zero plan? https://t.co/emZeTcLsqw
160,"@NewmanJ_R @NetOrbys The goal was never to hit zero covid forever.
We knew that we would have open up and that cases and deaths would result.

The key was to do it in a vaccinated nation.

Is it perfect?
No.

Is it embarrassing?
Also no"
